id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
184	St Francis	Arkansas	5795	2940	405	115	930	435	595	70	305	1540	2185
185	Saline	Arkansas	6950	3960	590	65	1020	335	695	65	220	1930	2715
186	Scott	Arkansas	2350	1280	210	25	340	80	265	35	115	695	915
187	Searcy	Arkansas	2250	1225	235	40	290	80	260	35	85	700	845
189	Sebastian	Arkansas	18115	10650	1410	180	2600	760	1740	170	605	4990	8050
190	Sevier	Arkansas	2815	1625	255	35	450	140	200	25	85	845	1195
191	Sharp	Arkansas	5155	3330	505	45	545	140	400	50	140	1755	2110
192	Stone	Arkansas	2155	1120	200	20	315	85	280	35	100	650	765
193	Union	Arkansas	10575	5615	840	115	1885	565	1015	95	445	2840	4570
194	Van Buren	Arkansas	3955	2500	380	40	420	100	310	55	150	1300	1510
195	Washington	Arkansas	17840	10520	1345	140	2280	765	1970	135	685	4990	7475
196	White	Arkansas	10930	6220	965	140	1545	465	1110	110	375	3195	4470
197	Woodruff	Arkansas	2250	1160	180	45	445	125	195	15	85	630	940
198	Yell	Arkansas	4280	2300	370	40	625	165	535	65	180	1240	1675
199	Unknown	Arkansas	290	130	20	5	50	20	55	    	10	70	95
201	"California, total"	California	3600765	2313445	298878	39661	435426	156255	265363	19277	72460	1107520	1599044
202	Alameda	California	154600	97965	11900	1675	19170	6565	13055	750	3520	45445	70230
203	Alpine	California	130	95	10	    	15	    	10	    	    	45	65
204	Amador	California	6450	4350	650	30	720	175	390	30	105	2270	2685
205	Butte	California	38225	25110	3450	285	4155	1100	2915	280	930	12560	16505
206	Calaveras	California	7045	4685	705	45	735	220	470	40	145	2410	2800
207	Colusa	California	2735	1665	260	30	380	115	200	20	65	885	1160
208	Contra Costa	California	101710	63800	9605	815	13375	3900	7525	480	2210	31050	45980
209	Del Norte	California	4220	2570	345	30	490	155	435	50	145	1360	1605
210	Eldorado	California	19905	13265	1765	145	1920	750	1520	155	385	6585	7980
211	Fresno	California	85405	51825	7285	1295	10965	4780	6550	600	2105	25670	36100
212	Glenn	California	4365	2700	385	55	595	190	290	35	115	1395	1840
213	Humboldt	California	19605	11365	1705	180	2645	900	2030	175	605	5960	7865
214	Imperial	California	16630	9250	1430	595	1905	1155	1520	205	570	5370	5220
215	Inyo	California	4280	2920	335	20	515	130	255	30	75	1415	1880
216	Kern	California	70815	40580	5840	935	9005	4310	6995	680	2470	20535	27185
217	Kings	California	10550	5760	1005	165	1515	670	955	115	365	2990	4185
218	Lake	California	14485	9775	1120	115	1450	350	1220	115	340	5	5945
219	Lassen	California	4210	2565	395	35	455	190	385	45	140	1355	1580
220	Los Angeles	California	939225	610740	70405	10595	112900	44270	69325	4330	16660	284230	427310
221	Madera	California	13745	8015	1340	205	1725	665	1210	145	440	4310	5290
222	Marin	California	30775	21165	2845	250	3825	795	1560	60	275	10045	14970
223	Mariposa	California	2975	2050	290	20	265	80	195	20	55	1075	1170
224	Mendocino	California	14110	8520	1260	180	1750	665	1255	105	375	4365	5695
225	Merced	California	20525	12045	1880	295	2735	1130	1635	195	610	6280	8185
226	Modoc	California	1895	1175	170	20	225	75	170	15	45	610	750
227	Mono	California	730	480	60	5	80	35	55	5	10	260	270
228	Monterey	California	40080	25345	3650	575	5105	1715	2660	210	820	12520	17540
229	Napa	California	19755	13120	1760	250	2345	765	1195	55	265	6480	9155
230	Nevada	California	15465	10525	1620	100	1540	420	925	90	245	5335	6500
231	Orange	California	244245	161810	20740	2230	32290	9120	13890	875	3290	74600	117335
232	Placer	California	24295	15890	2265	220	2750	855	1675	140	500	7880	10440
233	Plumas	California	4010	2720	350	25	400	110	315	25	65	1365	1580
234	Riverside	California	174920	119005	14250	1555	18390	6835	10775	910	3200	57765	76840
235	Sacramento	California	132525	80850	11160	1345	16145	6285	12270	860	3610	38550	56515
236	San Benito	California	4225	2840	355	65	465	190	205	25	80	1440	1755
237	San Bernardino	California	155970	95220	12010	1745	19125	9310	13020	1215	4325	45320	64600
238	San Diego	California	311220	204390	29950	3355	36735	11235	19115	1365	5075	99965	139930
239	San Francisco	California	110520	74735	6920	1185	12870	3105	10115	290	1300	34040	52250
240	San Joaquin	California	64555	38935	5200	1055	7910	3460	5690	455	1850	19655	26465
241	San Luis Obispo	California	36255	24265	3525	280	4045	1055	2335	185	565	11965	16120
242	San Mateo	California	84590	57470	7110	740	10180	2545	5160	245	1140	26935	40225
243	Santa Barbara	California	51020	33745	4900	580	6155	1660	2960	215	805	16390	23690
244	Santa Clara	California	141990	92135	11965	1600	17310	6430	9510	580	2460	43005	64875
245	Santa Cruz	California	30755	20185	2725	285	3830	1140	1925	135	530	9575	14515
246	Shasta	California	28295	17185	2570	225	3355	1125	2715	275	845	8845	11235
247	Sierra 	California	820	550	75	10	95	20	50	5	15	300	340
248	Siskiyou	California	9755	6115	920	60	1120	325	840	90	285	3225	3880
249	Solano	California	32905	19615	2825	375	4210	1760	2780	265	1075	9530	13495
250	Sonoma	California	61040	39940	5445	730	7640	2350	3730	230	975	19070	28525
251	Stanislaus	California	51430	31140	4165	575	6430	2565	4665	425	1465	15150	21460
252	Sutter	California	9660	5680	820	80	1240	495	930	100	315	2855	3885
253	Tehama	California	9665	6075	900	90	1075	340	820	100	265	3160	3955
254	Trinity	California	2660	1645	230	25	285	95	265	30	85	870	970
255	Tulare	California	44005	25490	3625	965	5355	2735	3885	445	1505	12890	17290
256	Tuolumne	California	10265	6860	985	75	1030	300	730	70	215	3465	4115
257	Ventura	California	73685	47075	6580	915	8910	3185	4945	440	1635	22545	32925
258	Yolo	California	14985	9175	1430	130	1915	620	1305	80	330	4825	6710
259	Yuba	California	8920	4985	735	115	1035	455	1130	105	360	2685	3160
260	Unknown	California	6925	4285	690	100	615	280	690	55	210	1900	2320
262	"Colorado, total"	Colorado	408289	249782	37810	3182	54000	18440	32423	2604	10048	121616	176632
263	Adams	Colorado	33590	19915	2505	235	4235	1900	3410	245	1145	9330	13475
264	Alamosa	Colorado	1730	935	175	20	210	95	165	25	105	495	655
265	Arapahoe	Colorado	31010	19440	2840	270	3750	1720	2185	130	675	9010	12885
266	Archuleta	Colorado	930	575	105	10	80	35	75	15	35	305	305
267	Baca	Colorado	1055	615	155	10	180	20	45	10	20	375	485
268	Bent	Colorado	1005	550	115	5	140	40	105	15	35	305	415
269	Boulder	Colorado	22325	13690	2095	160	3120	1030	1645	110	475	6505	10100
270	Chafee	Colorado	2505	1580	265	15	320	85	170	20	50	795	1040
271	Cheyenne	Colorado	405	240	60	    	70	10	20	    	5	135	205
272	Clear Creek	Colorado	560	350	50	    	65	30	45	5	15	165	235
273	Conejos	Colorado	1360	675	190	20	195	70	115	20	75	440	480
274	Costilla	Colorado	715	350	90	10	95	45	80	10	35	220	240
275	Crowley	Colorado	750	440	85	10	105	20	55	10	25	250	315
276	Custer	Colorado	380	220	45	5	50	15	25	5	15	130	140
277	Delta	Colorado	5810	3630	735	45	730	155	355	45	115	2025	2480
278	Denver	Colorado	78835	51115	5815	500	10425	2680	6565	320	1415	23120	38070
279	Dolores	Colorado	360	190	60	5	45	15	30	5	10	115	150
280	Douglas	Colorado	2680	1670	285	20	310	160	165	10	60	825	1035
281	Eagle	Colorado	945	535	60	15	145	95	65	5	25	300	320
282	Elbert	Colorado	860	495	95	10	130	45	50	10	25	285	340
283	El Paso	Colorado	41380	24650	3975	300	5230	2190	3535	320	1180	11765	17335
284	Fremont	Colorado	7445	4545	765	70	990	230	575	60	210	2405	3225
285	Garfield	Colorado	3885	2455	330	25	470	205	295	20	85	1205	1595
286	Gilpin	Colorado	190	115	15	    	20	15	20	    	5	65	65
287	Grand	Colorado	855	565	85	5	90	30	55	5	20	290	320
288	Gunnison	Colorado	895	560	85	    	110	40	65	10	25	305	340
289	Hinsdale	Colorado	55	35	10	    	10	    	    	    	    	20	25
290	Huerfano	Colorado	1480	865	155	15	245	50	110	10	30	495	640
291	Jackson	Colorado	215	130	30	5	25	5	10	    	10	80	85
292	Jefferson	Colorado	37540	23925	3265	275	4725	1770	2680	155	745	10870	16185
293	Kiowa	Colorado	375	230	50	    	55	20	15	    	5	135	170
294	Kit Carson	Colorado	1375	785	200	10	225	65	65	5	20	470	635
295	Lake	Colorado	710	375	60	5	115	55	70	10	20	225	240
296	La Plata	Colorado	4265	2545	430	35	590	240	300	35	90	1305	1745
297	Larimer	Colorado	21905	13670	2295	90	2795	900	1530	125	500	6735	9740
298	Las Animas	Colorado	3325	1765	410	60	585	135	250	35	85	1030	1430
299	Lincoln	Colorado	885	565	100	5	145	25	40	    	5	315	420
300	Logan	Colorado	3380	1970	420	30	555	135	185	25	60	1080	1540
301	Mesa	Colorado	16705	10340	1500	165	2160	725	1280	120	415	5180	6935
302	Mineral	Colorado	70	40	15	    	5	5	5	    	    	20	35
303	Moffatt	Colorado	1240	750	125	5	170	45	100	10	35	365	525
304	Montezuma	Colorado	3175	1760	315	30	465	210	255	35	105	940	1235
305	Montrose	Colorado	4955	2990	540	65	660	225	330	30	115	1635	2020
306	Morgan	Colorado	3870	2295	465	40	580	130	245	25	90	1280	1700
307	Otero	Colorado	4090	2405	375	40	580	185	335	35	135	1200	1815
308	Ouray	Colorado	355	240	35	    	45	20	15	    	    	125	145
309	Park	Colorado	645	410	60	5	50	35	60	5	20	215	220
310	Phillips	Colorado	1075	645	150	5	175	40	35	5	20	355	525
311	Pitkin	Colorado	580	380	55	5	75	30	30	    	5	205	230
312	Prowers	Colorado	2160	1215	240	15	375	110	145	15	45	660	1000
313	Pueblo	Colorado	23670	13195	2460	235	3520	1020	2200	265	775	6880	9745
314	Rio Blanco	Colorado	730	425	65	10	100	35	55	5	35	230	300
315	Rio Grande	Colorado	2015	1125	225	20	295	90	170	20	70	655	805
316	Routt	Colorado	1030	640	95	20	140	50	50	5	30	330	410
317	Saguache 	Colorado	810	460	85	15	110	25	75	10	30	265	300
318	San Juan	Colorado	80	40	5	    	10	10	10	5	    	25	25
319	San Miguel	Colorado	240	140	30	    	40	15	15	    	    	75	105
320	Sedgwick	Colorado	750	485	95	5	95	15	40	    	15	275	345
321	Summit	Colorado	460	285	50	    	35	50	35	    	5	150	130
322	Teller	Colorado	1375	835	90	15	125	95	130	20	65	410	445
324	Washington	Colorado	970	560	150	10	165	35	30	5	15	345	435
325	Weld	Colorado	16670	9635	1780	140	2290	760	1420	140	505	5065	7070
326	Yuma	Colorado	1750	1060	235	5	290	65	65	10	20	615	815
327	Unknown	Colorado	830	480	80	20	80	30	125	    	15	180	215
329	"Connecticut, total"	Connecticut	518095	366074	30352	4172	61464	17647	29257	1695	7434	160906	252025
330	Fairfield	Connecticut	122675	86885	7815	880	15260	3835	6145	365	1490	38530	61135
331	Hartford	Connecticut	142835	102160	7690	1420	15580	5390	8105	410	2080	44170	68745
332	Litchfield	Connecticut	28160	20340	1705	200	3330	790	1370	75	350	9260	13720
333	Middlesex	Connecticut	21760	15560	1270	125	2515	830	1180	50	230	6820	10655
334	New Haven	Connecticut	135990	95750	7505	975	16590	4370	8240	515	2045	41760	66905
335	New London	Connecticut	37065	24835	2755	310	4880	1315	2225	145	600	11340	17225
336	Tolland	Connecticut	12815	9105	785	85	1410	430	755	45	200	4090	5905
337	Windham	Connecticut	16580	11285	820	175	1875	670	1225	95	435	4860	7650
338	Unknown	Connecticut	230	150	15	    	25	10	20	    	10	70	85
340	"Delaware, total"	Delaware	102014	65998	7111	903	13379	4240	7655	570	2158	29930	45041
341	Kent	Delaware	14425	9125	875	125	1805	755	1255	95	390	4120	6005
342	New Castle	Delaware	62010	39730	4590	475	8655	2425	4510	335	1290	18010	28220
343	Sussex	Delaware	25400	17055	1630	290	2900	1050	1865	140	470	7755	10750
344	Unknown	Delaware	180	95	15	5	25	10	20	    	10	45	65
346	"District of Columbia, total"	Delaware	77727	50426	4283	713	10504	4921	5758	160	962	21254	38601
347	District Of Columbia	Delaware	77545	50325	4265	715	10475	4905	5745	155	960	21205	38520
348	Unknown	Delaware	185	100	15	    	30	15	15	5	5	50	80
350	"Florida, total"	Florida	2576028	1757439	202019	20687	300729	81997	154441	13629	45087	838928	1164292
351	Alachua	Florida	23475	13815	1660	455	3005	1585	1990	165	800	6550	9580
352	Baker	Florida	2255	1085	145	55	290	185	365	30	100	535	735
353	Bay	Florida	19495	11395	1700	235	2875	1020	1565	170	535	5620	7785
354	Bradford	Florida	3280	1830	250	45	465	205	330	40	115	900	1255
355	Brevard	Florida	73205	49380	6325	525	8330	2125	4740	435	1345	23920	31295
356	Broward	Florida	268660	191540	19635	1380	33490	6410	12280	905	3020	89505	135030
357	Calhoun	Florida	2005	1075	190	35	325	115	180	20	65	580	815
358	Charlotte	Florida	33470	25195	2925	170	2845	435	1425	135	340	12305	14770
359	Citrus	Florida	31470	22925	2550	215	2805	635	1705	195	440	11385	13205
360	Clay	Florida	11115	6740	840	110	1395	675	895	95	365	3210	4435
361	Collier	Florida	34035	23695	4010	215	3555	765	1340	100	355	12610	14855
362	Columbia	Florida	7355	4095	565	120	1030	415	760	90	280	2040	2785
363	Dade	Florida	269010	178950	19695	3125	31885	11605	17950	1155	4645	84650	121610
364	De Soto	Florida	5070	3260	370	70	515	235	450	35	135	1640	2040
365	Dixie	Florida	2095	1170	155	25	255	100	260	30	100	655	670
366	Duval	Florida	90950	54945	6050	990	13285	5195	7500	585	2400	24275	40365
367	Escambia	Florida	38770	22165	3575	460	5935	1925	3250	335	1125	10625	16230
368	Flagler	Florida	7250	5380	545	40	550	150	405	50	130	2590	2770
369	Franklin	Florida	1815	1110	115	10	260	80	175	15	50	545	750
370	Gadsden	Florida	7665	4035	375	170	900	715	930	85	455	1840	2770
371	Gilchrist	Florida	1630	970	130	15	220	90	145	10	50	490	635
