id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
310	Phillips	Colorado	566	369	41	2	100	17	31	    	4	245	243
311	Pitkin	Colorado	756	583	47	8	54	18	44	    	2	368	253
312	Prowers	Colorado	1493	924	78	4	243	54	169	6	15	554	606
313	Pueblo	Colorado	16904	10128	855	80	2378	514	2632	45	272	6015	6264
314	Rio Blanco	Colorado	589	375	23	2	77	29	75	1	7	221	213
315	Rio Grande	Colorado	1447	900	69	6	204	51	200	2	16	554	523
316	Routt	Colorado	886	591	37	5	111	39	87	2	13	337	306
317	Saguache	Colorado	356	234	22	3	48	11	34	1	4	150	121
318	San Juan	Colorado	54	29	2	1	7	3	8	    	1	21	12
319	San Miguel	Colorado	197	129	7	1	23	15	19	    	3	80	52
320	Sedgwick	Colorado	518	360	29	1	71	11	43	    	5	235	197
321	Summit	Colorado	685	502	31	2	46	23	72	    	11	310	172
322	Teller	Colorado	1521	969	56	6	134	67	257	4	30	553	424
323	Washington	Colorado	677	425	56	1	118	23	49	2	5	290	274
324	Weld	Colorado	13183	8316	607	58	1758	436	1803	20	184	4906	4854
325	Yuma	Colorado	1295	858	99	3	217	36	76	1	6	539	555
326	Unknown	Colorado	18	8	2	1	2	3	4	    	1	7	4
328	"Connecticut, total"	Connecticut	440165	330591	12491	1990	45028	10910	35971	240	2944	169835	193137
329	Fairfield	Connecticut	108977	83050	3558	464	11467	2442	7329	54	613	43535	48644
330	Hartford	Connecticut	118077	89442	3068	626	11193	3158	9779	51	759	45106	51897
331	Litchfield	Connecticut	24610	18585	662	113	2505	611	1948	13	176	9686	10620
332	Middlesex	Connecticut	19583	14908	563	80	1940	431	1522	8	129	7589	8582
333	New Haven	Connecticut	110850	82354	2843	449	11740	2680	9929	67	789	41692	49625
334	New London	Connecticut	31319	22551	1114	161	3650	851	2749	25	218	12126	12887
335	Tolland	Connecticut	13584	10257	372	44	1249	357	1183	9	115	5380	5432
336	Windham	Connecticut	13155	9430	312	57	1279	380	1534	12	147	4721	5443
337	Unknown	Connecticut	10	6	1	1	1	    	3	    	    	4	3
339	"Delaware, total"	Delaware	90927	64359	3166	413	10416	2772	8991	68	742	34300	36063
340	Kent	Delaware	12382	8433	369	81	1354	556	1453	13	124	4356	4631
341	New Castle	Delaware	54986	38487	2092	221	6697	1649	5344	37	458	20659	22349
342	Sussex	Delaware	23553	17436	706	110	2364	565	2197	17	158	9286	9082
343	Unknown	Delaware	5	3	    	    	3	    	    	    	1	1	2
345	"District of Columbia, total"	Delaware	44869	30824	1102	211	5357	2010	5081	20	264	14458	20724
347	"Florida, total"	Delaware	2170409	1590103	78482	9081	233763	49065	191854	2025	16036	866581	883901
348	Alachua	Delaware	18084	12105	652	174	2133	816	1989	15	201	6404	7211
349	Baker	Delaware	1866	1033	50	27	226	116	369	4	41	560	566
350	Bay	Florida	16550	10741	686	87	2151	545	2123	29	187	6009	5917
351	Bradford	Florida	1937	1207	56	14	274	80	278	2	27	650	728
352	Brevard	Florida	74888	54469	2990	270	7912	1499	7093	81	573	30574	28416
353	Broward	Florida	211887	158162	6144	695	25429	4481	15620	118	1241	81089	97821
354	Calhoun	Florida	1320	786	47	12	201	55	200	4	16	422	488
355	Charlotte	Florida	35468	28137	1335	104	3058	361	2280	28	164	15847	13900
356	Citrus	Florida	29593	22894	1092	108	2526	382	2378	36	176	13041	11063
357	Clay	Florida	11691	7667	448	60	1378	462	1486	16	170	4171	4188
358	Collier	Florida	39874	30929	2238	95	3990	531	1938	17	135	18774	15363
359	Columbia	Florida	6272	3933	200	40	732	237	1025	14	91	2218	2103
360	Dade	Florida	194360	140551	7032	1279	20411	6053	17477	176	1380	75305	80145
361	De Soto	Florida	3897	2736	137	19	393	100	470	4	37	1537	1458
362	Dixie	Florida	1838	1153	59	14	178	61	336	6	28	685	531
363	Duval	Florida	69595	45597	2295	368	9042	2862	8561	79	789	23269	28483
364	Escambia	Florida	30530	19670	1424	182	4129	1035	3706	51	332	10663	11686
365	Flagler	Florida	11263	8888	390	42	772	171	911	13	77	4973	4027
366	Franklin	Florida	1399	952	52	5	159	26	189	2	14	535	487
367	Gadsden	Florida	4607	2860	118	42	490	268	743	5	82	1447	1666
368	Gilchrist	Florida	1518	933	48	8	199	56	240	6	27	524	494
369	Glades	Florida	1181	855	39	5	111	32	128	2	8	502	386
370	Gulf	Florida	1883	1195	94	14	289	47	222	6	18	733	645
371	Hamilton	Florida	1275	733	39	9	174	62	232	5	20	444	388
372	Hardee	Florida	2495	1655	84	21	291	106	305	5	27	919	915
373	Hendry	Florida	3032	2026	104	31	342	150	340	4	36	1200	1021
374	Hernando	Florida	33551	25788	1200	120	2639	446	3051	46	260	14688	12460
375	Highlands	Florida	19751	15476	755	69	1738	288	1306	20	100	8743	7894
376	Hillsborough 	Florida	102074	68650	3408	547	11800	3311	13004	123	1231	36591	39695
377	Holmes	Florida	2434	1408	86	12	348	77	447	8	46	797	838
