id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
258	Yolo	California	8194	5529	448	36	1106	262	737	12	64	3247	3457
259	Yuba	California	4415	2778	195	25	531	175	642	13	56	1648	1465
260	Unknown	California	4567	3159	261	27	420	137	521	7	35	1674	1460
262	"Colorado, total"	Colorado	225655	152058	11939	874	30138	7940	20479	414	1813	84603	89015
263	Adams	Colorado	18704	12221	788	68	2358	794	2230	43	202	6652	6852
264	Alamosa	Colorado	792	487	45	2	112	39	92	3	12	280	291
265	Arapahoe	Colorado	19339	13382	1052	91	2296	837	1507	22	152	7355	7238
266	Archuleta	Colorado	477	337	31	2	42	16	44	1	4	208	130
267	Baca	Colorado	514	333	47	2	92	9	27	1	3	225	209
268	Bent	Colorado	421	268	26	1	57	13	53	    	3	170	151
269	Boulder	Colorado	12973	8795	697	47	1814	472	1039	16	93	4800	5324
270	Chafee	Colorado	1332	917	77	7	172	36	113	1	9	535	486
271	Cheyenne	Colorado	198	128	16	    	39	6	9	    	    	88	83
272	Clear Creek	Colorado	310	210	19	    	40	10	28	    	3	113	121
273	Conejos	Colorado	544	315	39	2	79	24	70	3	12	217	168
274	Costilla	Colorado	280	159	16	2	38	16	45	1	3	108	79
275	Crowley	Colorado	345	218	20	1	54	8	38	1	5	133	130
276	Custer	Colorado	206	134	12	1	27	6	23	1	2	84	63
277	Delta	Colorado	2862	1950	198	9	363	70	241	7	24	1247	1031
278	Denver	Colorado	44204	31227	1935	138	5811	994	3816	48	235	16207	20014
279	Dolores	Colorado	169	98	17	    	30	4	18	1	1	66	61
280	Douglas	Colorado	1604	1116	101	6	180	74	113	1	13	646	545
281	Eagle	Colorado	515	325	20	2	73	43	47	    	5	206	160
282	Elbert	Colorado	441	278	30	2	71	27	29	1	3	187	147
283	El Paso	Colorado	22127	14471	1216	83	2883	942	2265	52	215	7839	8534
284	Fremont	Colorado	3676	2434	 ?209 	16	515	96	363	8	35	1429	1427
285	Garfield	Colorado	2100	1444	97	7	252	87	193	3	17	800	787
286	Gilpin	Colorado	110	76	2	    	10	6	15	    	1	45	33
287	Grand	Colorado	464	331	25	1	47	19	37	    	4	196	144
288	Gunnison	Colorado	449	311	19	    	59	20	37	1	2	179	156
289	Hinsdale	Colorado	30	24	2	    	3	    	1	    	    	13	11
290	Huerfano	Colorado	676	443	35	4	114	18	58	2	2	274	271
291	Jackson	Colorado	110	77	6	    	15	4	6	    	2	53	34
292	Jefferson	Colorado	23029	15960	1138	84	2953	865	1843	33	153	8512	9008
293	Kiowa	Colorado	193	133	16	    	31	5	8	    	    	87	81
294	Kit Carson	Colorado	700	460	63	2	119	22	32	    	2	314	292
295	Lake	Colorado	398	238	22	    	69	19	45	1	4	159	121
296	La Plata	Colorado	2194	1473	121	9	298	89	183	4	17	827	819
297	Larimer	Colorado	12060	8183	707	23	1605	425	1001	23	93	4610	4780
298	Las Animas	Colorado	1513	918	101	11	279	49	136	5	14	585	588
299	Lincoln	Colorado	460	312	30	1	81	11	24	    	1	196	197
300	Logan	Colorado	1829	1204	135	10	304	59	104	2	11	756	752
301	Mesa	Colorado	8994	6116	470	43	1164	319	796	16	70	3517	3347
302	Mineral	Colorado	35	22	3	    	6	1	3	    	    	12	13
303	Moffatt	Colorado	679	449	36	2	93	20	71	2	6	261	253
304	Montezuma	Colorado	1596	998	89	6	234	77	170	5	17	593	564
305	Montrose	Colorado	2563	1692	157	13	352	98	226	4	21	1029	943
306	Morgan	Colorado	1986	1317	135	8	307	54	150	3	12	819	794
307	Otero	Colorado	1902	1237	100	6	277	71	189	5	17	704	777
308	Ouray	Colorado	194	146	12	    	25	4	7	    	    	90	72
309	Park	Colorado	347	241	16	1	26	15	42	    	6	137	103
310	Phillips	Colorado	571	385	51	1	97	14	20	    	3	252	249
311	Pitkin	Colorado	333	248	17	1	39	14	14	    	    	153	115
312	Prowers	Colorado	1103	701	72	2	205	35	78	2	8	420	481
313	Pueblo	Colorado	12182	7557	728	65	1874	389	1395	41	133	4441	4564
314	Rio Blanco	Colorado	395	262	20	3	49	15	42	    	4	156	144
315	Rio Grande	Colorado	962	610	56	4	150	38	93	2	9	402	350
316	Routt	Colorado	549	383	30	5	67	26	33	    	5	225	201
317	Saguache	Colorado	355	233	21	2	45	11	38	1	4	149	122
318	San Juan	Colorado	42	27	2	    	3	4	6	    	    	17	11
319	San Miguel	Colorado	119	79	9	    	20	6	5	    	    	53	37
320	Sedgwick	Colorado	405	297	32	    	51	4	20	    	1	199	164
321	Summit	Colorado	280	189	17	1	25	19	27	    	2	112	70
322	Teller	Colorado	719	466	28	3	77	46	86	3	10	260	212
324	Washington	Colorado	490	325	45	1	91	16	11	    	1	226	203
325	Weld	Colorado	8824	5676	533	39	1252	335	877	23	89	3395	3373
326	Yuma	Colorado	863	580	67	1	149	25	36	1	4	381	356
327	Unknown	Colorado	577	396	32	5	53	14	72	    	5	168	147
329	"Connecticut, total"	Connecticut	323530	246471	10857	1349	37370	7742	18150	249	1342	126259	145374
330	Fairfield	Connecticut	79779	61024	2953	289	9551	1746	3871	58	287	31710	36418
331	Hartford	Connecticut	88777	68454	2728	453	9422	2320	4982	53	365	34515	39688
332	Litchfield	Connecticut	17627	13533	612	74	2052	361	911	12	72	7110	7855
333	Middlesex	Connecticut	13660	10451	450	44	1562	360	735	8	50	5267	6186
334	New Haven	Connecticut	83708	63438	2622	311	9957	1885	5060	78	357	32233	38243
335	New London	Connecticut	22233	16262	955	96	2886	570	1345	21	98	8678	9418
336	Tolland	Connecticut	7929	6042	264	30	865	204	479	4	41	3129	3357
337	Windham	Connecticut	9636	7154	265	46	1052	285	753	12	69	3545	4159
338	Unknown	Connecticut	155	109	6	    	18	10	11	    	1	62	54
340	"Delaware, total"	Delaware	60100	42611	2463	274	7784	1834	4670	87	377	22406	24464
341	Kent	Delaware	7922	5510	269	35	966	307	753	14	68	2829	3074
342	New Castle	Delaware	37751	26639	1664	149	5164	1087	2781	48	219	14087	15799
343	Sussex	Delaware	14292	10386	521	88	1641	432	1114	23	87	5455	5540
344	Unknown	Delaware	119	72	7	1	16	3	18	    	2	35	50
346	"District of Columbia, total"	Delaware	36897	25926	1168	167	4859	1642	2959	20	156	12153	17892
347	District of Columbia	Delaware	36782	25858	1164	165	4841	1635	2947	19	153	12119	17847
348	Unknown	Delaware	109	67	5	1	15	7	11	    	3	36	44
350	"Florida, total"	Florida	1475328	1092881	64308	5713	172933	33679	95678	2097	8039	596742	608689
351	Alachua	Florida	12571	8303	537	134	1619	630	1189	28	131	4503	4879
352	Baker	Florida	1101	617	36	16	141	67	206	2	16	335	350
353	Bay	Florida	10269	6626	500	61	1518	432	1002	27	103	3703	3717
354	Bradford	Florida	1594	1014	67	9	216	78	186	5	19	557	572
355	Brevard	Florida	42402	30973	2026	157	4893	955	3081	72	245	17203	16157
356	Broward	Florida	162771	124157	6328	410	20561	2758	7831	143	583	66042	75304
357	Calhoun	Florida	884	542	43	8	148	38	95	2	8	324	337
358	Charlotte	Florida	20195	16129	945	50	1755	215	1004	28	69	8972	7770
359	Citrus	Florida	18191	14184	789	61	1650	261	1129	31	86	8021	6761
360	Clay	Florida	6001	3988	258	31	752	296	593	14	69	2165	2195
361	Collier	Florida	21911	16673	1507	66	2355	324	907	16	63	10193	8257
362	Columbia	Florida	3619	2283	156	26	495	167	438	11	43	1298	1251
363	Dade	Florida	145810	105995	5999	773	17690	4429	9939	166	819	56992	62394
364	De Soto	Florida	2732	1938	105	22	272	92	281	3	19	1087	1001
365	Dixie	Florida	1059	668	45	7	118	38	163	4	16	416	298
366	Duval	Florida	49036	32832	1939	250	7051	2124	4364	79	397	16832	20548
367	Escambia	Florida	19508	12365	1026	116	2988	790	1991	48	184	6709	7502
368	Flagler 	Florida	4715	3733	197	12	362	73	301	9	28	2068	1585
369	Franklin	Florida	866	578	31	2	122	29	93	2	9	322	319
370	Gadsden	Florida	3337	2046	101	34	408	222	465	8	53	1071	1217
371	Gilchrist	Florida	823	526	33	4	104	35	109	2	10	287	285
372	Glades	Florida	491	351	22	1	52	20	43	    	2	221	156
373	Gulf	Florida	1176	708	74	11	208	50	111	3	11	435	434
374	Hamilton	Florida	814	479	33	3	126	55	104	3	11	290	275
375	Hardee	Florida	1747	1169	74	23	210	86	163	5	17	662	635
376	Hendry	Florida	1700	1141	70	15	214	90	155	2	13	686	584
377	Hernando	Florida	20366	15947	843	82	1557	285	1463	50	139	9042	7103
378	Highlands	Florida	13153	10366	608	39	1210	176	690	16	48	5836	5128
379	Hillsborough	Florida	68897	47282	2789	356	8779	2364	6538	151	638	25220	27200
380	Holmes	Florida	1426	862	70	9	226	60	176	6	17	503	513
381	Indian River	Florida	17489	13700	943	49	1757	232	750	15	43	8029	6895
382	Jackson 	Florida	3837	2338	163	40	612	222	405	12	45	1295	1488
383	Jefferson	Florida	925	600	36	9	139	49	85	    	7	336	344
384	Lafayette	Florida	332	213	16	1	49	16	32	    	5	130	116
