id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
244	Santa Clara	California	89342	64012	4295	476	10665	2804	6495	86	509	34581	37360
245	Santa Cruz	California	17326	12368	853	70	2243	469	1218	20	85	6647	7580
246	Shasta	California	16611	10999	797	67	2038	525	1973	48	164	6348	6046
247	Sierra 	California	431	299	21	    	57	12	41	    	1	178	163
248	Siskiyou	California	5456	3730	287	19	645	128	586	11	50	2189	1950
249	Solano	California	18585	12098	860	98	2399	854	2015	45	216	6553	7133
250	Sonoma	California	36964	26287	1807	228	4648	1065	2678	40	211	14225	15977
251	Stanislaus	California	29169	19401	1323	145	3698	1054	3216	64	268	10810	11341
252	Sutter	California	5710	3768	276	18	748	207	628	11	54	2163	2145
253	Tehama	California	5917	4059	282	23	674	179	626	15	59	2355	2146
254	Trinity	California	1437	946	59	3	170	34	205	5	15	557	474
255	Tulare	California	24467	16041	1149	251	3092	1095	2533	58	248	9166	9176
256	Tuolumne	California	6519	4755	334	26	658	148	543	9	46	2766	2308
257	Ventura	California	44853	31747	2196	252	5450	1435	3409	64	300	17297	18648
258	Yolo	California	9641	6532	520	43	1222	319	914	14	77	3741	3846
259	Yuba	California	4711	2952	207	26	569	191	692	14	60	1738	1577
260	Unknown	California	1764	1291	62	5	206	47	146	1	6	698	767
262	"Colorado, total"	Colorado	243526	163388	12597	964	32206	8355	23492	446	2078	90641	95531
263	Adams	Colorado	17014	10856	666	62	2095	721	2362	40	212	5911	5848
264	Alamosa	Colorado	800	487	44	5	112	42	97	2	11	281	297
265	Arapahoe	Colorado	23512	16312	1231	113	2907	884	1861	28	176	8937	9277
266	Archuleta	Colorado	535	376	35	    	47	16	54	1	6	235	146
267	Baca	Colorado	560	364	53	2	95	8	32	1	5	248	229
268	Bent	Colorado	440	271	26	2	63	12	61	1	4	174	157
269	Boulder	Colorado	13450	9152	730	54	1869	449	1093	13	90	4991	5570
270	Chaffee	Colorado	1457	1009	80	8	183	35	130	1	11	577	516
271	Cheyenne	Colorado	216	144	17	    	41	10	4	    	    	97	91
272	Clear Creek	Colorado	431	289	21	    	44	17	54	    	6	162	147
273	Conejos	Colorado	579	341	39	5	79	24	78	3	10	228	185
274	Costilla	Colorado	302	174	18	1	34	16	53	1	5	117	84
275	Crowley	Colorado	347	221	21	1	52	8	37	1	6	141	124
276	Custer	Colorado	219	139	16	1	23	7	29	1	3	84	63
277	Delta	Colorado	3034	2061	195	10	396	68	267	10	27	1299	1099
278	Denver	Colorado	45441	31782	1955	157	5798	1021	4406	51	271	16308	20181
279	Dolores	Colorado	182	105	15	1	27	4	27	1	2	73	60
280	Douglas	Colorado	2347	1628	143	8	258	112	174	3	21	929	795
281	Eagle	Colorado	578	365	22	2	83	47	53	1	5	226	180
282	Elbert	Colorado	530	333	36	2	76	30	46	1	6	224	167
283	El Paso	Colorado	24343	15808	1296	94	3154	995	2683	60	253	8515	9245
284	Fremont	Colorado	3720	2452	202	16	530	99	376	9	36	1435	1453
285	Garfield	Colorado	2256	1524	106	7	277	96	221	4	21	856	835
286	Gilpin	Colorado	151	102	3	    	10	11	23	    	2	56	42
287	Grand	Colorado	522	380	27	1	50	15	46	    	3	221	166
288	Gunnison	Colorado	534	363	25	1	71	22	46	2	4	206	187
289	Hinsdale	Colorado	39	33	3	    	3	    	    	    	    	21	13
290	Huerfano	Colorado	727	474	37	4	122	16	67	2	5	291	291
291	Jackson 	Colorado	119	84	7	    	20	2	6	    	    	56	40
292	Jefferson	Colorado	28214	19596	1376	105	3592	1046	2251	37	211	10522	11162
293	Kiowa	Colorado	183	129	15	    	26	6	7	    	    	83	74
294	Kit Carson	Colorado	767	496	68	2	141	18	40	    	2	341	320
295	Lake	Colorado	426	253	24	1	75	24	45	1	3	175	124
296	La Plata	Colorado	2365	1582	126	10	316	104	201	5	21	890	875
297	Larimer	Colorado	13091	8885	730	26	1716	456	1145	21	112	4976	5154
298	Las Animas	Colorado	1575	946	101	11	290	48	158	5	16	596	611
299	Lincoln	Colorado	475	322	31	1	84	9	27	    	1	201	211
300	Logan	Colorado	1929	1262	139	11	327	51	124	3	12	793	788
301	Mesa	Colorado	9706	6585	504	51	1221	336	912	17	80	3772	3621
302	Mineral	Colorado	36	23	2	    	8	    	3	    	    	13	14
303	Moffat	Colorado	736	477	38	1	93	24	95	1	7	279	255
304	Montezuma	Colorado	1719	1080	91	7	243	81	192	5	20	642	609
305	Montrose	Colorado	2786	1830	168	15	387	106	250	6	24	1125	1022
306	Morgan	Colorado	2140	1407	141	6	344	63	161	4	14	874	846
307	Otero	Colorado	1991	1276	99	8	292	75	221	4	16	727	802
308	Ouray	Colorado	228	165	16	    	32	3	12	    	    	100	83
309	Park	Colorado	403	276	19	1	28	16	58	1	4	157	117
310	Phillips	Colorado	501	341	46	2	82	14	14	    	2	222	213
311	Pitkin	Colorado	381	289	21	2	42	9	18	    	    	179	131
312	Prowers	Colorado	1180	753	75	2	215	42	84	2	7	447	509
313	Pueblo	Colorado	12871	7930	752	64	1958	419	1560	44	144	4630	4821
314	Rio Blanco	Colorado	426	280	21	1	55	16	48	1	4	165	156
315	Rio Grande	Colorado	1060	673	61	6	161	37	110	2	10	433	390
316	Routt	Colorado	611	414	34	4	76	31	46	    	6	252	214
317	Saguache	Colorado	329	213	19	2	47	9	35	1	3	137	117
318	San Juan	Colorado	50	30	1	    	6	3	10	    	    	20	12
319	San Miguel 	Colorado	138	92	8	    	20	6	11	    	1	62	42
320	Sedgwick	Colorado	433	316	35	    	54	5	21	    	2	214	171
321	Summit	Colorado	317	224	15	1	23	21	30	    	3	132	77
322	Teller	Colorado	880	564	36	4	98	48	113	3	14	307	261
323	Washington	Colorado	528	339	50	1	104	14	19	    	1	241	219
324	Weld	Colorado	9410	6006	555	37	1332	354	1006	21	99	3570	3579
325	Yuma	Colorado	1001	664	77	1	174	30	50	1	4	432	415
326	Unknown	Colorado	10	7	1	    	1	1	    	    	    	4	3
328	"Connecticut, total"	Connecticut	343485	261307	11263	1481	39284	8102	20281	264	1503	134141	153834
329	Fairfield	Connecticut	85214	65063	3091	319	10135	1856	4374	61	315	33986	38642
330	Hartford	Connecticut	93152	71806	2807	505	9726	2376	5475	54	403	36245	41532
331	Litchfield	Connecticut	18893	14466	637	84	2207	378	1027	14	80	7574	8396
332	Middlesex	Connecticut	14673	11225	469	49	1684	376	805	6	59	5627	6628
333	New Haven	Connecticut	88288	66785	2691	335	10371	2005	5617	81	403	33934	40335
334	New London	Connecticut	23567	17173	990	106	3032	597	1536	22	111	9228	9953
335	Tolland	Connecticut	9490	7270	302	33	1012	225	596	5	47	3804	3953
336	Windham	Connecticut	10176	7514	271	48	1114	286	847	14	82	3732	4392
337	Unknown	Connecticut	3	3	    	    	    	    	    	    	    	    	2
339	"Delaware, total"	Delaware	64554	46026	2609	292	8226	1953	4968	89	391	24174	26126
340	Kent	Delaware	8339	5777	268	53	1008	359	790	13	71	2976	3219
341	New Castle	Delaware	40467	28669	1764	160	5441	1172	2983	52	226	15107	16807
342	Sussex	Delaware	15725	11573	575	78	1768	420	1195	22	94	6083	6096
343	Unknown	Delaware	11	5	    	    	6	    	    	    	    	2	5
345	"District of Columbia, total"	Delaware	38211	26755	1163	178	4990	1709	3232	18	166	12528	18454
347	"Florida, total"	Delaware	1584435	1173804	67691	6185	184856	35791	105162	2126	8820	640804	653961
348	Alachua	Delaware	12839	8465	537	140	1643	661	1245	27	121	4574	5021
349	Baker	Delaware	1186	670	38	21	147	74	213	3	20	367	377
350	Bay	Florida	10914	7070	517	58	1590	436	1106	27	110	3952	3950
351	Bradford	Florida	1701	1086	71	10	232	80	198	4	20	601	609
352	Brevard	Florida	48389	35501	2267	181	5497	1034	3541	75	293	19809	18426
353	Broward	Florida	173047	131793	6486	456	21894	3031	8599	137	651	69701	80203
354	Calhoun	Florida	947	560	46	10	168	46	107	2	8	325	370
355	Charlotte	Florida	25184	20117	1166	65	2233	248	1244	28	83	11263	9738
356	Citrus	Florida	20920	16362	884	69	1862	290	1313	36	104	9241	7773
357	Clay	Florida	6983	4644	293	36	866	333	714	16	81	2521	2547
358	Collier	Florida	24487	18720	1659	68	2625	360	973	16	66	11443	9261
359	Columbia	Florida	3873	2430	162	27	536	171	490	11	46	1373	1345
360	Dade	Florida	154501	112329	6273	847	18407	4675	10933	167	870	60290	65672
361	De Soto	Florida	3024	2133	114	18	312	105	314	4	24	1192	1112
362	Dixie	Florida	1196	760	51	7	133	38	184	4	19	476	337
363	Duval	Florida	50683	33706	1970	268	7369	2200	4669	76	425	17289	21273
364	Escambia	Florida	21072	13427	1089	127	3198	824	2159	54	194	7276	8114
365	Flagler	Florida	6251	4993	264	22	444	96	391	9	32	2795	2088
366	Franklin	Florida	1049	707	42	4	141	33	111	2	9	387	384
367	Gadsden	Florida	3468	2119	100	36	427	236	487	8	55	1099	1266
368	Gilchrist	Florida	1047	658	42	6	128	48	146	3	16	361	356
369	Glades	Florida	909	663	37	2	94	28	79	1	5	397	285
370	Gulf	Florida	1292	785	79	10	224	52	128	3	11	492	461
371	Hamilton	Florida	867	513	34	5	134	54	114	2	11	304	286
372	Hardee	Florida	1858	1248	75	24	221	98	168	5	19	705	669
373	Hendry	Florida	2090	1386	82	16	278	117	190	4	17	820	714
374	Hernando	Florida	23814	18712	966	85	1864	291	1686	51	159	10614	8520
375	Highlands	Florida	14166	11233	630	44	1298	177	717	18	49	6342	5580
376	Hillsborough	Florida	73658	50532	2933	382	9311	2488	7188	143	681	26911	29148
377	Holmes	Florida	1615	980	72	10	257	63	205	6	22	556	593
378	Indian River	Florida	17400	13539	948	50	1796	242	763	13	49	7923	6892
379	Jackson	Florida	3910	2386	159	40	620	233	416	11	45	1327	1510
380	Jefferson	Florida	1067	704	44	11	155	53	93	    	7	395	403
381	Lafayette	Florida	398	262	19	2	57	17	35	1	5	160	137
382	Lake	Florida	28507	22141	1268	78	2847	389	1649	35	100	12323	11173
