id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
84	KenaiCook Inlet	Alaska	3500	2075	230	40	320	290	370	30	145	1100	1105
85	Ketchikan Gateway	Alaska	1325	860	80	10	130	90	110	5	40	465	490
86	Kobuk	Alaska	485	150	45	20	80	110	40	10	30	110	105
87	Kodiak Island	Alaska	570	335	25	5	65	80	45	    	15	185	170
88	Kuskokwim	Alaska	200	85	10	5	35	55	5	5	    	55	55
89	MatanuskaSusitna	Alaska	3490	1995	235	45	305	310	380	35	185	1040	1055
90	Nome	Alaska	600	240	60	40	95	105	35	    	25	160	175
91	Outer Ketchikan	Alaska	215	120	10	5	15	20	35	5	5	50	60
92	Prince Of Wales	Alaska	210	115	15	5	20	15	25	    	15	70	60
93	Seward	Alaska	460	285	25	10	50	35	35	5	15	150	150
94	Sitka	Alaska	735	455	30	5	85	65	60	5	30	205	305
95	SkagwayYakutat	Alaska	260	165	10	    	20	25	30	    	10	85	80
96	Southeast Fairbanks	Alaska	385	215	25	    	45	30	45	5	20	125	105
97	Upper Yukon	Alaska	115	55	5	5	20	20	10	    	    	35	30
98	ValdezChitinaWhittier	Alaska	530	295	30	25	55	50	50	5	20	165	150
99	Wade Hampton	Alaska	490	160	45	25	85	125	30	5	15	125	105
100	WrangellPetersburg	Alaska	695	480	30	10	55	55	45	5	15	240	260
101	YukonKoyukuk	Alaska	340	175	30	25	35	55	20	    	    	120	80
102	Unknown	Alaska	210	125	10	10	20	10	20	    	15	55	100
104	"Arizona, total"	Arizona	660975	426734	50662	6334	71745	25945	57226	3914	18415	206228	277699
105	Apache	Arizona	6715	2650	625	215	1150	1145	560	70	300	1705	1930
106	Cochise	Arizona	16855	10330	1620	325	1895	620	1465	145	455	5425	6460
107	Coconino	Arizona	11415	6515	990	160	1280	980	985	90	415	3370	4100
108	Gila	Arizona	11285	7010	1025	105	1270	455	980	100	340	3715	4300
109	Graham	Arizona	5535	3140	555	95	695	265	510	55	220	1670	2155
110	Greenlee	Arizona	1405	765	175	35	180	80	100	20	50	455	490
111	La Paz	Arizona	3540	2370	235	40	310	130	330	25	100	1280	1290
112	Maricopa	Arizona	360480	236910	26050	2650	39555	13135	30460	1815	9905	111225	158675
113	Mohave	Arizona	29595	20950	1855	220	2425	825	2615	160	545	10340	11500
114	Navajo	Arizona	10530	5570	950	210	1250	975	1040	95	440	3050	3510
115	Pima	Arizona	123155	78420	10030	1210	13875	4175	11275	770	3400	37790	53080
116	Pinal	Arizona	23675	14375	1845	275	2365	1210	2445	220	940	7540	8630
117	Santa Cruz	Arizona	4660	2770	480	155	545	235	310	40	125	895	790
118	Yavapai	Arizona	34485	23920	2815	255	3185	760	2700	190	660	11950	14365
119	Yuma	Arizona	17610	11015	1415	385	1755	960	1445	125	510	5805	6420
120	Unknown	Arizona	30	20	5	    	    	    	5	    	    	15	10
122	"Arkansas, total"	Arkansas	496825	277850	35981	5657	68476	23094	57895	4907	22965	141103	198595
123	Arkansas	Arkansas	4715	2540	395	45	855	230	440	45	165	1295	2110
124	Ashley	Arkansas	5125	2510	395	75	855	320	640	65	265	1355	1955
125	Baxter	Arkansas	12040	8480	820	85	1095	200	945	105	310	4105	5075
126	Benton	Arkansas	24700	16295	2050	145	2465	750	2065	115	815	8100	10345
127	Boone	Arkansas	7205	4130	530	60	890	215	910	90	380	2035	2835
128	Bradley	Arkansas	3215	1635	285	45	600	165	330	35	120	860	1355
129	Calhoun	Arkansas	1325	660	85	20	225	60	185	20	70	350	500
130	Carroll	Arkansas	4840	3005	375	35	545	160	500	35	185	1475	1970
131	Chicot	Arkansas	3260	1625	215	80	535	200	400	35	170	830	1275
132	Clark	Arkansas	4595	2685	345	55	710	170	455	40	135	1325	1980
133	Clay	Arkansas	5005	2715	470	40	820	165	555	50	190	1440	2145
134	Cleburne	Arkansas	5875	3575	515	60	720	155	585	45	220	1860	2325
135	Cleveland	Arkansas	1585	795	135	20	260	65	220	20	70	425	610
136	Columbia	Arkansas	5930	3065	475	70	1035	305	665	50	265	1590	2540
137	Conway	Arkansas	4515	2485	305	60	600	155	625	55	230	1215	1795
138	Craighead	Arkansas	12425	6705	900	130	1845	570	1610	120	545	3210	5065
139	Crawford	Arkansas	8470	4280	570	80	1010	420	1370	125	615	2135	2935
140	Crittenden	Arkansas	7695	3690	435	160	1215	630	995	90	480	1865	2780
141	Cross	Arkansas	3795	1915	335	80	585	205	440	45	190	1025	1505
142	Dallas	Arkansas	2360	1190	185	20	375	130	295	30	135	615	935
143	Desha	Arkansas	2935	1485	210	55	525	205	290	35	130	765	1205
144	Drew	Arkansas	3535	1845	225	50	570	245	400	35	165	915	1405
145	Faulkner	Arkansas	9670	5555	690	115	1175	480	1150	90	415	2640	3850
146	Franklin	Arkansas	3500	1870	240	35	515	160	475	40	165	975	1340
147	Fulton	Arkansas	2870	1550	260	25	380	105	360	45	145	820	1065
148	Garland	Arkansas	23135	15245	1785	165	2610	640	1975	145	570	7470	9880
149	Grant	Arkansas	2495	1285	230	20	405	110	290	35	120	690	1010
150	Greene	Arkansas	7285	3870	535	60	1035	315	985	95	390	1915	2885
151	Hempstead	Arkansas	4585	2635	320	55	725	210	425	25	190	1285	2005
152	Hot Spring	Arkansas	6115	3335	495	60	925	290	700	65	245	1740	2445
153	Howard	Arkansas	2885	1640	235	35	470	130	270	15	90	830	1265
154	Independence	Arkansas	6970	3775	510	60	975	300	975	75	300	1900	2720
155	Izard	Arkansas	3760	2260	280	25	460	135	425	45	130	1185	1495
156	Jackson	Arkansas	4380	2305	320	35	715	190	565	55	195	1185	1785
157	Jefferson	Arkansas	15070	7960	1035	220	2250	950	1710	145	800	3790	6200
158	Johnson	Arkansas	4615	2480	355	40	670	170	575	80	245	1300	1840
159	Lafayette	Arkansas	1870	960	140	20	355	95	210	15	75	500	815
160	Lawrence	Arkansas	4920	2570	395	45	770	170	640	75	255	1350	1975
161	Lee	Arkansas	3270	1500	275	90	550	255	375	30	195	815	1215
162	Lincoln	Arkansas	2020	1000	180	35	355	105	230	20	95	535	815
163	Little River	Arkansas	2650	1455	185	25	410	145	295	25	110	720	1100
164	Logan	Arkansas	5215	2730	415	60	740	210	655	85	320	1435	2060
165	Lonoke	Arkansas	6485	3400	495	75	950	355	815	65	330	1680	2575
166	Madison	Arkansas	2685	1455	220	35	320	100	400	20	135	780	985
167	Marion	Arkansas	3825	2300	260	35	375	125	475	60	195	1165	1410
168	Miller	Arkansas	7095	3940	470	95	1130	370	740	65	285	5955	555
169	Mississippi	Arkansas	9875	4930	625	175	1480	725	1240	95	605	2385	3825
170	Monroe	Arkansas	2640	1310	205	40	490	165	285	35	110	675	1105
171	Montgomery	Arkansas	1920	1130	155	25	245	50	230	20	65	595	730
172	Nevada	Arkansas	2175	1180	165	30	355	130	215	20	80	595	925
173	Newton	Arkansas	1805	810	175	20	250	70	300	35	145	465	595
174	Ouachita	Arkansas	7075	3775	525	85	1140	350	830	65	305	1875	2965
175	Perry	Arkansas	2055	1040	155	25	275	70	315	40	135	535	755
176	Phillips	Arkansas	6085	2790	350	170	990	555	675	80	475	1435	2205
177	Pike	Arkansas	2520	1380	230	25	415	85	260	25	100	765	1055
178	Poinsett	Arkansas	5575	2670	440	60	940	250	820	80	315	1435	2160
179	Polk	Arkansas	4730	2830	405	65	600	170	425	65	170	1475	1900
180	Pope	Arkansas	8995	4735	600	70	1165	395	1365	155	510	2370	3405
181	Prairie	Arkansas	2160	1110	195	20	390	85	240	20	100	615	895
182	Pulaski	Arkansas	56560	32300	3210	805	7155	3455	6565	330	2740	13840	24110
183	Randolph	Arkansas	4055	2155	310	35	620	150	525	60	200	1140	1565
184	St Francis	Arkansas	5655	2870	345	110	855	385	650	65	375	1455	2110
185	Saline	Arkansas	10965	6290	815	95	1395	545	1310	100	415	3080	4230
186	Scott	Arkansas	2585	1345	195	25	390	95	350	45	140	715	975
187	Searcy	Arkansas	2285	1170	185	30	315	70	345	30	140	660	825
189	Sebastian	Arkansas	19775	11220	1405	190	2685	765	2450	150	910	5295	8435
190	Sevier	Arkansas	2855	1665	235	30	445	125	230	25	100	855	1200
191	Sharp	Arkansas	5290	3360	410	55	590	135	515	55	170	1720	2150
192	Stone	Arkansas	2720	1415	215	25	355	100	420	40	150	780	915
193	Union	Arkansas	10715	5610	750	125	1790	565	1225	120	530	2830	4515
194	Van Buren	Arkansas	4620	2925	380	40	480	125	430	65	175	1520	1805
195	Washington	Arkansas	19810	11235	1315	130	2365	855	2695	130	1085	5345	7875
196	White	Arkansas	12100	6760	930	115	1670	525	1405	155	540	3420	4805
197	Woodruff	Arkansas	2090	1065	150	50	385	125	225	15	75	565	860
198	Yell	Arkansas	4595	2385	335	40	620	175	700	90	250	1220	1730
199	Unknown	Arkansas	25	10	    	    	10	    	5	    	    	5	10
201	"California, total"	California	3891546	2466183	306559	43933	448156	166041	342803	19380	98491	1192240	1695798
202	Alameda	California	160895	100870	11625	1755	18905	7050	15700	645	4345	47430	71920
203	Alpine	California	120	80	10	    	10	5	15	    	    	40	40
204	Amador	California	7025	4795	670	50	765	210	415	25	95	2525	3015
205	Butte	California	40340	25940	3320	300	4430	1245	3665	280	1160	12985	17520
206	Calaveras	California	8390	5535	750	45	855	270	670	45	220	2855	3330
207	Colusa	California	2840	1665	260	25	385	125	245	25	110	895	1170
208	Contra Costa	California	113610	71170	9970	935	14090	4260	9640	450	3095	34805	51100
209	Del Norte	California	4845	2780	355	40	530	180	680	60	220	1460	1765
210	Eldorado	California	22930	15315	1955	155	2165	800	1850	110	580	7600	9350
211	Fresno	California	95445	55885	7445	1430	11595	5450	9505	680	3455	27730	39125
212	Glenn	California	4680	2850	400	65	590	185	380	50	160	1460	1945
213	Humboldt	California	21505	12080	1690	160	2765	960	2820	200	830	6335	8395
214	Imperial	California	19390	10595	1715	660	2220	1260	2005	220	715	6160	6050
215	Inyo	California	4345	2985	310	20	515	150	270	15	80	1475	1945
216	Kern	California	81400	44835	5940	970	9705	4690	10265	855	4140	22670	30375
217	Kings	California	10350	5580	915	125	1420	630	1105	100	475	2905	4060
218	Lake	California	15350	9925	1055	105	1530	445	1650	120	520	5075	6145
219	Lassen	California	4105	2395	325	35	440	185	495	45	185	1235	1540
220	Los Angeles	California	967465	622860	71180	11810	109820	44600	83240	4100	19855	295680	428635
221	Madera	California	16470	9550	1465	215	1920	845	1670	145	660	5065	6205
222	Marin	California	33765	23240	3000	305	3950	775	2095	55	345	11205	16415
223	Mariposa	California	3470	2370	315	20	305	85	275	15	85	1245	1360
224	Mendocino	California	15590	9350	1270	190	1805	715	1665	80	515	4805	6220
225	Merced	California	23415	13340	1940	330	2980	1370	2325	190	940	6875	9120
226	Modoc	California	2490	1495	190	30	290	105	265	25	90	790	950
227	Mono	California	895	610	70	    	75	50	65	5	20	335	310
228	Monterey	California	45025	27970	3860	565	5470	1880	3605	295	1380	13900	19400
229	Napa	California	21135	13890	1780	275	2480	855	1435	55	365	6935	9720
230	Nevada	California	17415	11810	1700	115	1690	485	1200	65	350	6020	7430
231	Orange	California	269240	178500	21940	2710	33245	9665	17975	825	4380	83545	126450
232	Placer	California	29120	18835	2515	230	3220	960	2375	165	820	9185	12555
233	Plumas	California	4695	3125	405	40	450	135	405	25	110	1640	1810
234	Riverside	California	202415	135365	15345	2000	20900	8060	14935	995	4815	66115	87755
235	Sacramento	California	145995	86720	11450	1500	17000	6635	16645	825	5220	41280	61470
236	San Benito	California	4715	3045	360	70	515	245	335	20	125	1565	1910
237	San Bernardino	California	174040	102885	12485	2100	20700	10820	17530	1310	6210	49390	70065
238	San Diego	California	338290	219570	31255	3835	38470	11985	25065	1355	6755	108570	150600
239	San Francisco	California	109460	72945	6475	1140	11915	2905	12400	215	1465	33450	50730
240	San Joaquin	California	71290	41935	5290	1080	8215	3760	7710	540	2760	20935	28650
241	San Luis Obispo	California	39385	26025	3490	295	4240	1045	3165	205	920	12925	17475
242	San Mateo	California	93540	63905	7475	790	10545	2720	6445	205	1455	30255	44370
243	Santa Barbara	California	55970	36305	5095	610	6440	1830	4185	255	1250	17725	25525
244	Santa Clara	California	154305	100330	12640	1745	17555	6265	12110	525	3135	47300	69010
245	Santa Cruz	California	30850	19820	2500	290	3755	1115	2495	165	710	9405	14230
246	Shasta	California	31585	18665	2540	270	3720	1235	3650	315	1190	9505	12540
247	Sierra	California	700	470	55	    	80	20	55	5	15	260	275
248	Siskiyou	California	10505	6435	915	65	1180	340	1085	70	415	3375	4150
249	Solano	California	37485	21855	3030	425	4630	2040	3835	270	1400	10485	15360
250	Sonoma	California	65685	42155	5380	780	7880	2435	5385	235	1435	20220	30340
251	Stanislaus	California	56685	33225	4190	570	6750	2660	6525	450	2315	16245	22975
252	Sutter	California	11105	6495	880	90	1400	500	1225	90	425	3250	4450
253	Tehama	California	11240	6895	905	110	1240	415	1180	110	385	3540	4435
254	Trinity	California	2815	1645	205	25	305	100	365	45	125	860	980
255	Tulare	California	49070	27705	3760	1045	5820	3070	5185	475	2010	13890	19035
256	Tuolumne	California	11775	7880	1010	80	1130	350	965	55	305	4020	4745
257	Ventura	California	82255	52175	6835	960	9315	3410	6865	435	2260	25000	36015
258	Yolo	California	17770	10685	1525	185	2105	815	1800	115	540	5355	7485
259	Yuba	California	9480	5240	715	100	1075	465	1330	105	450	2760	3315
260	Unknown	California	5380	3580	410	50	665	180	380	20	95	1690	2540
262	"Colorado, total"	Colorado	469766	281558	39936	3568	57654	19560	48339	3212	15939	137378	196797
263	Adams	Colorado	33340	18960	2185	255	3850	1750	4510	300	1530	8980	12385
264	Alamosa	Colorado	1805	925	150	15	230	120	220	30	115	505	640
265	Arapahoe	Colorado	43530	27185	3695	360	5090	1990	3750	175	1285	12840	18690
266	Archuleta	Colorado	1135	685	115	5	95	45	115	15	60	365	375
267	Baca	Colorado	1130	640	175	15	185	20	70	5	20	400	515
268	Bent	Colorado	1100	580	105	15	135	35	140	20	70	330	405
269	Boulder	Colorado	24755	15150	2160	180	3215	990	2280	95	685	7200	11005
270	Chaffee	Colorado	3050	1930	290	35	350	90	270	15	70	985	1225
271	Cheyenne	Colorado	420	245	55	5	65	30	15	5	    	140	205
272	Clear Creek	Colorado	790	485	65	    	80	30	85	10	35	235	310
273	Conejos	Colorado	1540	775	185	25	205	75	170	25	80	475	540
274	Costilla	Colorado	580	270	55	5	75	35	90	10	40	170	185
275	Crowley	Colorado	790	420	80	10	110	25	90	10	45	255	290
276	Custer	Colorado	495	260	60	    	45	25	60	10	35	145	155
277	Delta	Colorado	6350	3875	665	35	790	165	520	70	230	2080	2635
278	Denver	Colorado	80580	50215	5435	550	9690	2770	9370	380	2170	22630	36900
279	Dolores	Colorado	375	195	50	5	45	15	45	5	15	120	135
280	Douglas	Colorado	4990	3085	475	35	515	305	410	25	140	1550	1860
281	Eagle	Colorado	1275	730	85	5	160	95	130	15	55	385	430
282	Elbert	Colorado	1060	605	105	10	125	50	100	10	55	350	380
283	El Paso	Colorado	50995	29535	4590	395	5975	2255	5800	395	2050	14070	20445
284	Fremont	Colorado	7820	4640	715	65	1040	260	760	80	260	2375	3265
285	Garfield	Colorado	4380	2635	340	20	515	205	450	45	170	1330	1770
286	Gilpin	Colorado	280	160	15	    	20	25	40	5	15	85	85
287	Grand	Colorado	1060	715	75	10	100	40	90	5	25	365	365
288	Gunnison	Colorado	1015	620	85	10	120	60	75	5	40	335	370
289	Hinsdale	Colorado	90	65	10	    	10	5	    	    	    	30	35
290	Huerfano	Colorado	1650	925	150	15	260	65	155	20	60	520	680
291	Jackson 	Colorado	225	135	20	    	40	10	15	    	5	80	85
292	Jefferson	Colorado	51605	32870	4170	355	6010	2165	4415	215	1405	15310	22285
293	Kiowa	Colorado	375	230	45	5	55	10	25	5	    	140	165
294	Kit Carson	Colorado	1450	825	205	25	260	45	75	5	10	505	680
295	Lake	Colorado	720	385	65	5	115	35	90	    	25	230	245
296	La Plata	Colorado	4710	2845	430	35	585	240	440	25	110	1445	1890
297	Larimer	Colorado	25630	15800	2380	95	3045	980	2325	145	860	7690	11035
298	Las Animas	Colorado	3415	1785	360	35	545	135	360	50	145	1035	1385
299	Lincoln	Colorado	960	575	95	5	165	25	55	10	30	305	455
300	Logan	Colorado	3605	2095	425	30	545	115	280	20	95	1175	1570
301	Mesa	Colorado	19335	11875	1625	180	2270	740	1845	175	625	5970	8020
302	Mineral	Colorado	360	170	35	5	50	15	45	15	25	105	120
303	Moffat	Colorado	1480	850	120	10	185	65	170	20	60	445	570
304	Montezuma	Colorado	3725	2075	350	20	495	180	375	50	180	1090	1460
305	Montrose	Colorado	5665	3405	555	45	750	240	485	35	150	1825	2390
306	Morgan	Colorado	4140	2360	450	25	630	140	350	25	160	1290	1770
307	Otero	Colorado	4305	2405	340	40	580	210	500	40	190	1200	1795
308	Ouray	Colorado	460	290	50	5	50	30	25	    	10	155	170
309	Park 	Colorado	985	610	70	5	60	30	135	15	60	310	305
310	Phillips	Colorado	875	515	120	10	130	40	40	5	15	295	395
311	Pitkin	Colorado	705	480	80	15	65	20	40	    	5	265	280
312	Prowers	Colorado	2315	1295	225	15	375	115	210	15	65	685	1040
313	Pueblo	Colorado	26005	13970	2545	250	3570	1080	3165	285	1140	7360	10290
314	Rio Bianco	Colorado	825	495	75	5	110	40	70	5	25	265	325
315	Rio Grande	Colorado	2175	1200	215	25	305	100	225	25	80	680	845
316	Routt	Colorado	1205	725	110	10	140	70	100	10	40	390	455
317	Saguache	Colorado	810	445	85	10	115	25	85	10	35	270	310
318	San Juan	Colorado	75	40	    	    	10	10	10	    	5	20	25
319	San Miguel	Colorado	260	140	25	5	40	20	20	5	5	85	85
320	Sedgwick	Colorado	770	490	90	10	95	5	50	5	25	285	345
321	Summit	Colorado	745	485	65	10	50	40	70	5	20	250	205
322	Teller	Colorado	1765	1035	120	10	165	105	215	20	95	510	560
323	Washington	Colorado	995	560	165	5	185	30	40	    	10	360	455
324	Weld	Colorado	18705	10425	1765	165	2455	805	2080	165	845	5420	7530
325	Yuma	Colorado	1980	1175	265	10	330	70	100	10	20	690	940
326	Unknown	Colorado	20	10	    	    	5	    	5	    	    	5	5
328	"Connecticut, total"	Connecticut	553948	388310	29998	4630	61262	18707	38943	1777	10321	172434	264220
329	Fairfield	Connecticut	132370	93245	7865	1050	15310	4180	8275	375	2070	41905	64345
330	Hartford	Connecticut	150755	107135	7570	1530	15255	5600	10590	390	2685	46810	71260
331	Litchfield	Connecticut	30205	21535	1640	250	3400	820	1920	90	550	9760	14490
332	Middlesex	Connecticut	23635	16860	1315	155	2575	775	1555	50	350	7425	11400
333	New Haven	Connecticut	143240	99540	7170	1055	16295	4770	10840	580	2990	43805	69240
334	New London	Connecticut	40215	26810	2795	320	4900	1420	2980	165	825	12505	18335
335	Tolland	Connecticut	16010	11425	875	100	1650	485	1130	40	305	5155	7215
336	Windham	Connecticut	17505	11745	775	165	1890	650	1645	90	545	5065	7935
337	Unknown	Connecticut	10	5	5	    	    	    	    	    	    	5	5
339	"Delaware, total"	Delaware	113582	74167	7536	985	13828	4672	9217	549	2628	34034	49433
340	Kent	Delaware	16000	10055	885	190	1845	925	1540	85	475	4565	6380
341	New Castle	Delaware	67840	43760	4830	525	8775	2660	5430	320	1540	20095	30360
342	Sussex	Delaware	29725	20345	1815	275	3205	1080	2250	140	615	9375	12680
343	Unknown	Delaware	20	10	    	    	5	    	    	    	5	    	10
345	"District of Columbia, total "	Delaware	77745	49776	3833	738	10024	5029	7039	145	1161	21159	37658
347	"Florida, total"	Delaware	2868868	1952446	205696	23997	321377	90511	200518	13621	60702	932806	1286731
348	Alachua	Delaware	24580	14530	1615	500	3000	1620	2335	145	835	6850	10255
349	Baker	Delaware	2605	1280	135	80	335	190	425	30	130	605	860
350	Bay	Florida	22745	13445	1800	230	3145	1055	2165	185	720	6590	9000
351	Bradford 	Florida	2415	1350	165	35	355	150	255	15	90	660	970
352	Brevard	Florida	92435	62360	7420	700	10110	2500	6840	475	2030	30415	39380
353	Broward	Florida	282410	198505	17770	1725	34820	7870	16445	910	4365	91500	139925
354	Calhoun	Florida	2150	1140	170	45	370	110	220	20	75	585	890
355	Charlotte	Florida	44925	33900	3585	235	3830	620	2060	170	525	16670	20045
356	Citrus	Florida	37020	27220	2780	235	3185	640	2155	210	595	13545	15890
357	Clay	Florida	15720	9445	1140	180	1880	835	1515	120	605	4520	6145
358	Collier	Florida	43715	30940	4825	235	4340	890	1845	135	505	16410	19145
359	Columbia	Florida	8650	4945	570	105	1110	470	975	95	380	2485	3255
360	Dade	Florida	288095	191230	19785	3640	31395	12660	22460	1185	5740	90485	126185
361	De Soto	Florida	5705	3680	365	70	550	230	575	40	195	1840	2275
362	Dixie	Florida	2555	1425	170	40	285	110	355	40	130	795	810
363	Duval	Florida	97370	58415	6080	1075	13465	5625	9335	475	2900	26070	42715
364	Escambia	Florida	44300	25515	3860	520	6395	2095	4160	350	1405	12245	18540
365	Flagler	Florida	11950	9015	845	70	840	225	690	60	205	4395	4835
366	Franklin	Florida	2480	1555	160	30	295	90	240	25	85	775	940
367	Gadsden	Florida	8100	4290	355	165	935	685	1125	65	480	1955	2895
368	Gilchrist	Florida	2175	1220	155	25	290	110	255	30	90	620	825
369	Glades	Florida	1710	1160	120	10	160	60	155	10	35	625	630
