id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
61	Sumter	Alabama	2837	1395	175	45	485	165	370	20	185	675	1150
62	Talladega	Alabama	16400	8115	795	170	2000	810	3165	140	1205	3715	5845
63	Tallapoosa	Alabama	8870	5380	380	75	945	395	1270	35	390	2300	3685
64	Tuscaloosa	Alabama	26463	14190	1490	395	3430	1530	3900	160	1365	6605	10385
65	Walker	Alabama	15557	7305	1085	200	2445	720	2710	200	895	3665	5780
66	Washington	Alabama	3479	1560	230	70	540	235	545	50	250	820	1185
68	Wilcox	Alabama	3024	1240	175	75	480	295	445	30	285	670	1005
69	Winston	Alabama	5164	2610	340	50	755	235	820	65	290	1315	1950
70	Unknown	Alabama	19	10	    	    	    	    	5	    	5	5	5
72	"Alaska, total "	Alaska	47567	26726	2627	875	4457	4507	5862	273	2240	13520	15263
73	Aleutian Islands	Alaska	218	120	10	10	30	30	15	    	    	70	60
74	Anchorage	Alaska	18235	10450	920	250	1575	1470	2610	80	880	4940	6135
75	Angoon	Alaska	91	35	5	    	15	15	10	    	10	15	30
76	BarrowNorth Slope	Alaska	449	160	30	20	55	115	50	    	20	90	100
77	Bethel	Alaska	1122	415	115	50	190	220	90	5	35	305	270
78	Bristol Bay Borough	Alaska	98	65	5	    	10	5	10	    	    	40	25
79	Bristol Bay	Alaska	498	235	35	20	60	85	35	5	25	145	135
80	CordovaMcCarthy	Alaska	201	125	20	    	20	10	20	    	5	70	75
81	Fairbanks North Star	Alaska	5547	3170	270	80	515	530	695	25	265	1640	1770
82	Haines	Alaska	333	220	25	5	30	15	30	    	10	125	115
83	Juneau	Alaska	2514	1505	100	40	210	265	260	5	130	700	920
84	KenaiCook Inlet	Alaska	4420	2565	280	55	385	340	540	35	220	1305	1365
85	Ketchikan Gateway	Alaska	1535	980	90	15	140	85	160	10	55	505	575
86	Kobuk	Alaska	587	175	45	60	70	140	50	5	40	120	120
87	Kodiak Island	Alaska	804	500	35	15	70	80	70	5	30	260	250
88	Kuskokwim	Alaska	24	5	    	    	10	10	    	    	    	5	10
89	MatanuskaSusitna	Alaska	4789	2620	280	65	425	385	640	55	320	1335	1415
90	Nome	Alaska	805	325	65	55	120	145	60	5	30	210	210
91	Outer Ketchikan	Alaska	144	85	5	    	15	15	15	5	5	40	55
92	Prince Of Wales	Alaska	237	130	20	5	15	15	40	5	10	85	55
93	Seward	Alaska	496	320	25	5	50	30	50	5	10	165	180
94	Sitka	Alaska	812	530	35	5	75	50	85	5	30	240	325
95	SkagwayYakutat	Alaska	254	170	5	10	15	20	25	5	5	85	80
96	Southeast Fairbanks	Alaska	588	320	30	20	60	40	80	5	30	180	160
97	Upper Yukon	Alaska	34	15	    	    	5	10	5	    	    	5	10
98	ValdezChitinaWhittier	Alaska	621	370	40	15	50	45	75	    	25	205	185
99	Wade Hampton	Alaska	637	215	65	45	100	155	30	5	25	145	145
100	WrangellPetersburg	Alaska	798	545	40	10	60	65	60	5	15	265	315
101	YukonKoyukuk	Alaska	669	335	50	20	85	115	40	5	20	215	170
102	Unknown	Alaska	7	5	    	    	    	    	    	    	    	5	    
104	"Arizona, total"	Arizona	739917	479792	51026	6617	74238	29116	73463	3070	22595	233572	307429
105	Apache	Arizona	7643	3105	690	240	1200	1155	795	65	395	1915	2270
106	Cochise	Arizona	20120	12335	1680	280	2140	715	2090	165	715	6520	7650
107	Coconino	Arizona	11456	6235	870	155	1265	1045	1320	65	500	3265	3925
108	Gila	Arizona	12632	7955	1020	90	1325	490	1280	85	385	4185	4865
109	Graham	Arizona	4889	2740	490	75	630	245	500	35	175	1490	1930
110	Greenlee	Arizona	1336	740	170	20	175	75	105	15	35	450	500
111	La Paz	Arizona	3906	2645	235	30	335	135	395	25	105	1440	1365
112	Maricopa	Arizona	400726	264680	25915	2865	40025	15005	38760	1255	12220	124695	173590
113	Mohave	Arizona	35791	24935	1965	275	2895	955	3835	165	765	12385	13590
114	Navajo	Arizona	12498	6455	1000	245	1395	1195	1475	105	630	3565	3985
115	Pima	Arizona	135303	86575	10175	1250	14230	4660	13880	585	3950	42105	57755
116	Pinal	Arizona	28116	17475	1965	315	2540	1350	3200	160	1115	9025	10125
117	Santa Cruz	Arizona	5006	2980	515	135	555	230	385	45	160	1610	1905
118	Yavapai	Arizona	40664	28225	2890	270	3615	945	3645	175	900	14145	16665
119	Yuma	Arizona	19821	12700	1450	365	1915	925	1795	115	555	6780	7295
120	Unknown	Arizona	10	10	    	    	    	    	    	    	    	    	5
122	"Arkansas, total"	Arkansas	515356	289655	32008	5328	65504	23684	70337	3557	25283	139119	204542
123	Arkansas	Arkansas	4653	2590	355	55	770	180	510	30	165	1295	2055
124	Ashley	Arkansas	5092	2560	360	65	795	270	730	45	265	1310	1995
125	Baxter	Arkansas	12886	8985	725	70	1155	210	1260	70	410	4265	5340
126	Benton	Arkansas	27117	17760	1955	190	2515	840	2720	95	1045	8715	11030
127	Boone	Arkansas	7839	4415	495	50	900	270	1205	65	435	2130	2985
128	Bradley	Arkansas	3157	1640	225	35	545	155	395	25	140	840	1310
129	Calhoun	Arkansas	1272	640	65	25	200	60	205	10	65	320	480
130	Carroll	Arkansas	5098	3170	300	50	530	185	610	30	225	1500	1985
131	Chicot	Arkansas	3178	1610	170	65	500	200	440	25	170	800	1210
132	Clark	Arkansas	4767	2780	325	50	680	195	535	30	170	1315	2050
133	Clay	Arkansas	4670	2610	345	35	740	160	580	30	170	1295	1985
134	Cleburne	Arkansas	6136	3775	475	40	695	165	715	50	225	1910	2400
135	Cleveland	Arkansas	1628	835	110	20	260	60	255	10	75	435	615
136	Columbia	Arkansas	6305	3295	440	85	1020	325	805	35	300	1615	2580
137	Conway	Arkansas	4498	2555	260	50	500	150	715	40	230	1200	1790
138	Craighead	Arkansas	12856	7165	780	105	1765	590	1820	75	555	3300	5220
139	Crawford	Arkansas	9479	4705	555	80	1075	445	1815	80	725	2310	3130
140	Crittenden	Arkansas	7720	3695	365	115	1155	690	1135	50	515	1795	2765
141	Cross	Arkansas	3850	1970	290	80	550	230	510	30	190	1025	1515
142	Dallas	Arkansas	2417	1215	165	20	365	130	370	15	135	620	960
143	Desha	Arkansas	2958	1480	185	50	475	205	370	25	170	740	1205
144	Drew	Arkansas	3151	1690	155	45	480	190	420	15	155	795	1245
145	Faulkner	Arkansas	11164	6490	655	105	1240	555	1495	70	555	3020	4415
146	Franklin	Arkansas	3788	1965	220	20	490	155	695	30	215	1000	1385
147	Fulton	Arkansas	2987	1580	235	35	380	110	460	30	155	830	1085
148	Garland	Arkansas	23972	15885	1610	165	2570	710	2355	110	570	7695	10235
149	Grant	Arkansas	2688	1400	225	20	405	110	370	30	130	710	1050
150	Greene	Arkansas	7795	4260	520	65	1035	320	1160	70	365	2035	3110
151	Hempstead	Arkansas	4380	2490	245	50	650	225	535	20	165	1165	1865
152	Hot Spring	Arkansas	6293	3520	450	50	870	280	820	55	250	1795	2470
153	Howard	Arkansas	3072	1750	215	25	445	140	325	20	150	870	1290
154	Independence	Arkansas	7301	3950	435	50	915	295	1220	70	365	1900	2780
155	Izard	Arkansas	3911	2310	245	35	445	125	550	35	170	1170	1495
156	Jackson	Arkansas	4441	2405	265	35	670	185	660	35	185	1200	1815
157	Jefferson	Arkansas	14639	7760	855	190	1985	895	1975	125	855	3580	5910
158	Johnson	Arkansas	4834	2515	295	50	625	180	815	55	300	1300	1785
159	Lafayette	Arkansas	1629	820	90	35	270	65	250	15	85	405	665
160	Lawrence	Arkansas	4678	2455	320	45	705	160	685	50	255	1260	1840
161	Lee	Arkansas	2653	1230	200	45	425	205	345	15	185	675	980
162	Lincoln	Arkansas	2265	1115	160	30	355	135	320	20	130	560	865
163	Little River	Arkansas	2660	1470	185	25	395	115	340	25	105	715	1085
164	Logan	Arkansas	5342	2725	380	55	685	205	880	65	345	1405	1960
165	Lonoke	Arkansas	6862	3675	440	70	935	365	985	50	340	1780	2645
166	Madison	Arkansas	3003	1580	220	30	355	130	500	15	170	825	1065
167	Marion	Arkansas	4187	2455	230	40	390	130	660	55	225	1230	1440
168	Miller	Arkansas	6955	3895	395	75	1045	345	830	40	330	1750	2990
169	Mississippi	Arkansas	9799	4890	525	170	1375	665	1505	65	605	2255	3725
170	Monroe	Arkansas	2449	1275	170	30	420	125	285	25	115	645	1025
171	Montgomery	Arkansas	2063	1245	150	25	235	65	270	15	55	635	805
172	Nevada	Arkansas	2267	1220	145	25	355	130	280	15	100	585	945
173	Newton	Arkansas	2047	910	150	40	255	85	405	25	180	515	620
174	Ouachita	Arkansas	7074	3780	430	90	1065	340	980	50	340	1810	2895
175	Perry	Arkansas	2270	1150	135	20	280	120	390	30	145	570	815
176	Phillips	Arkansas	6044	2800	305	170	935	560	770	70	435	1385	2160
177	Pike	Arkansas	2532	1430	210	25	395	95	275	20	85	745	1050
178	Poinsett	Arkansas	5462	2710	355	50	865	275	895	45	270	1385	2125
179	Polk	Arkansas	4870	2855	370	55	610	170	545	60	205	1485	1910
180	Pope	Arkansas	10032	5300	590	75	1160	405	1745	110	650	2545	3650
181	Prairie	Arkansas	2119	1120	150	25	365	90	275	10	85	585	860
182	Pulaski	Arkansas	57790	33080	2855	785	6670	3575	7680	235	2910	14105	24165
183	Randolph	Arkansas	4360	2400	280	30	605	155	640	35	215	1200	1705
184	St Francis	Arkansas	5661	2835	290	105	835	380	790	45	380	1380	2150
185	Saline	Arkansas	12734	7575	830	90	1450	565	1630	75	520	3705	4880
186	Scott	Arkansas	2849	1445	195	20	375	90	490	40	195	745	1025
187	Searcy	Arkansas	2356	1215	160	25	310	75	410	20	140	655	845
189	Sebastian	Arkansas	20402	11385	1245	160	2550	805	3035	95	1130	5260	8385
190	Sevier	Arkansas	2871	1610	205	25	400	145	320	20	145	815	1135
191	Sharp	Arkansas	5635	3520	370	55	590	150	680	55	215	1750	2195
192	Stone	Arkansas	3199	1715	215	25	385	120	540	35	165	910	1085
193	Union	Arkansas	10525	5515	630	105	1580	575	1475	80	565	2645	4375
194	Van Buren	Arkansas	4875	3055	360	55	480	140	545	40	200	1555	1905
195	Washington	Arkansas	21488	12220	1220	135	2415	865	3370	75	1190	5690	8385
196	White	Arkansas	12536	7120	840	125	1610	555	1615	110	565	3430	5015
197	Woodruff	Arkansas	2093	1060	140	30	380	120	270	15	80	560	870
198	Yell	Arkansas	4709	2365	305	45	595	190	865	50	295	1175	1750
199	Unknown	Arkansas	19	10	    	    	    	5	    	    	5	5	5
201	"California, total"	California	4027852	2570010	294648	46365	435330	172232	386778	15237	107252	1251769	1738043
202	Alameda	California	162410	102215	10960	1925	17625	7085	17660	385	4555	48185	71315
203	Alpine	California	145	90	10	5	10	10	15	    	5	50	50
204	Amador	California	7489	5140	625	50	755	190	565	25	140	2665	3155
205	Butte	California	40374	25805	2995	305	4385	1220	4235	235	1195	12825	17350
206	Calaveras	California	9127	6065	720	65	880	255	875	35	230	3085	3600
207	Colusa	California	2849	1680	260	25	360	115	275	25	110	930	1170
208	Contra Costa	California	120728	76805	9465	1055	13935	4490	11205	325	3450	37270	54050
209	Del Norte	California	5083	2820	355	55	540	195	790	60	265	1485	1840
210	Eldorado	California	24160	16050	1920	170	2150	840	2250	85	695	8045	9780
211	Fresno	California	97309	57800	6885	1425	11210	5830	10190	505	3465	28450	39980
212	Glenn	California	4642	2855	380	50	540	200	435	35	145	1480	1935
213	Humboldt	California	21739	12330	1565	190	2710	900	3085	140	820	6320	8590
214	Imperial	California	20632	11515	1805	570	2400	1250	2140	215	735	6850	6790
215	Inyo	California	4218	2895	275	20	465	130	330	20	85	1420	1895
216	Kern	California	84231	46895	5555	1000	9540	4850	11400	750	4240	23640	31345
217	Kings	California	11252	6195	945	140	1440	680	1305	90	455	3210	4365
218	Lake	California	15055	9660	940	105	1440	480	1865	80	485	4890	5925
219	Lassen	California	4121	2445	285	30	435	175	545	30	175	1290	1535
220	Los Angeles	California	969372	627930	68280	12460	102575	45150	88435	3300	21240	302970	423430
221	Madera	California	17670	10660	1405	205	1855	855	1895	130	665	5545	6820
222	Marin	California	35516	24905	2860	335	3820	795	2350	35	415	11955	17160
223	Mariposa	California	3841	2590	300	20	330	125	375	15	85	1365	1460
224	Mendocino	California	15609	9425	1110	195	1730	755	1810	65	520	4780	6240
225	Merced	California	25079	14425	1920	380	2950	1390	2745	185	1085	7355	9615
226	Modoc	California	2159	1345	155	15	245	80	240	15	65	715	850
227	Mono	California	987	670	65	10	85	35	85	5	30	375	325
228	Monterey	California	47323	29760	3875	630	5325	1965	4175	210	1380	14935	20535
229	Napa	California	21458	14260	1590	295	2390	935	1530	55	405	7100	9760
230	Nevada	California	18430	12555	1550	145	1735	470	1495	45	435	6350	7920
231	Orange	California	289582	193985	22010	2980	32985	10510	21080	680	5350	92185	134135
232	Placer	California	34638	22840	2680	275	3540	1125	3080	120	980	11125	14990
233	Plumas	California	4669	3090	370	35	415	140	480	20	120	1620	1805
234	Riverside	California	217793	144835	15055	2160	21415	8930	18535	935	5925	71175	93120
235	Sacramento	California	154067	92685	10735	1615	17075	7060	18850	580	5465	44285	64705
236	San Benito	California	5137	3375	325	80	490	260	445	10	150	1635	2095
237	San Bernardino	California	184290	108470	12205	2435	20660	11755	20640	1130	6995	52540	72575
238	San Diego	California	356151	232000	30740	4075	38810	12870	29300	995	7365	116330	157130
239	San Francisco	California	105954	71200	5925	1235	10355	2790	12800	180	1470	33030	48040
240	San Joaquin	California	73067	43300	4830	965	8085	3905	8660	390	2935	21430	29545
241	San Luis Obispo	California	41964	27630	3350	275	4300	1115	3845	170	1280	13645	18560
242	San Mateo	California	93029	64300	6840	865	9720	2700	6970	130	1505	30505	43955
243	Santa Barbara	California	59096	38410	5025	700	6320	1965	4995	190	1490	19020	26505
244	Santa Clara	California	164827	109235	12815	1805	17095	6175	13930	345	3430	52485	73765
245	Santa Cruz	California	31048	19770	2330	315	3540	1185	2975	115	820	9385	14040
246	Shasta	California	33743	19845	2430	315	3760	1320	4425	255	1390	10000	13250
247	Sierra	California	729	485	60	    	75	20	65	    	25	265	290
248	Siskiyou	California	10527	6500	840	75	1145	360	1190	50	365	3390	4185
249	Solano	California	41795	24595	3100	475	4720	2185	4770	215	1735	11765	16830
250	Sonoma	California	68282	44410	4850	795	7860	2535	6195	140	1495	21050	31455
251	Stanislaus	California	59503	34905	3900	595	6815	2815	7680	370	2425	16895	23860
252	Sutter	California	11819	7000	885	105	1380	505	1455	75	415	3485	4705
253	Tehama	California	11580	7050	835	95	1245	440	1405	85	425	3620	4505
254	Trinity	California	3095	1795	205	20	315	90	470	40	160	955	1085
255	Tulare	California	48825	28175	3405	910	5580	3070	5475	350	1860	14035	19100
256	Tuolumne	California	12557	8430	945	70	1170	370	1165	65	345	4270	5110
257	Ventura	California	89085	57305	6800	935	9390	3345	8210	370	2730	27635	38755
258	Yolo	California	18596	11315	1455	190	2110	815	2030	85	595	5720	7775
259	Yuba	California	9324	5215	660	100	1085	425	1365	65	410	2755	3360
260	Unknown	California	72	55	5	    	    	5	5	    	5	25	15
262	"Colorado, total"	Colorado	510341	308703	39005	3811	57409	20882	58976	2256	19299	151425	211130
263	Adams	Colorado	38038	21915	2245	280	3895	1915	5645	205	1935	10510	14050
264	Alamosa	Colorado	1963	995	135	25	245	130	260	25	150	520	690
265	Arapahoe	Colorado	48784	30715	3665	355	5225	2120	4915	125	1660	14650	20705
266	Archuleta	Colorado	1425	885	140	10	105	50	155	10	70	475	475
267	Baca	Colorado	1152	675	165	5	180	30	75	5	15	410	545
268	Bent	Colorado	1064	575	80	15	135	35	160	5	55	320	400
269	Boulder	Colorado	26485	16525	2135	200	3105	1005	2660	50	805	7870	11665
270	Chaffee	Colorado	3296	2160	270	40	350	80	300	20	75	1065	1365
271	Cheyenne	Colorado	429	250	50	5	65	20	25	5	10	145	200
272	Clear Creek	Colorado	928	560	65	5	90	50	125	    	35	280	340
273	Conejos	Colorado	1595	805	170	25	205	80	210	25	75	480	575
274	Costilla	Colorado	953	445	70	25	100	50	170	25	70	260	265
275	Crowley	Colorado	789	405	65	5	100	25	125	10	55	235	285
276	Custer	Colorado	655	385	70	5	40	20	80	15	40	210	205
277	Delta	Colorado	6570	4135	620	35	775	160	625	50	170	2225	2700
278	Denver	Colorado	78588	48645	4635	580	8515	2830	10640	245	2500	22090	34980
279	Dolores	Colorado	433	230	55	5	50	20	55	5	10	140	160
280	Douglas	Colorado	7670	4885	670	65	705	430	640	15	260	2430	2980
281	Eagle	Colorado	1496	880	105	10	160	100	175	5	60	490	500
282	Elbert	Colorado	1456	855	115	10	155	80	155	5	80	475	480
283	El Paso	Colorado	57342	33500	4850	435	6290	2460	7070	285	2455	16420	22770
284	Fremont	Colorado	8472	5045	690	65	995	285	990	60	340	2590	3430
285	Garfield	Colorado	4886	2995	335	20	540	210	540	25	220	1485	1920
286	Gilpin	Colorado	361	235	15	    	35	15	50	5	5	120	115
287	Grand	Colorado	1153	805	90	10	90	30	95	5	30	425	405
288	Gunnison	Colorado	1111	715	95	10	105	55	95	5	30	375	425
289	Hinsdale	Colorado	106	80	10	    	5	10	    	    	    	40	40
290	Huerfano	Colorado	1734	970	130	15	240	70	215	20	75	545	665
291	Jackson	Colorado	273	160	20	    	45	10	35	    	    	95	100
292	Jefferson	Colorado	59028	38255	4285	380	6385	2375	5450	125	1775	18045	25560
293	Kiowa	Colorado	354	205	35	5	55	20	30	    	5	115	160
294	Kit Carson	Colorado	1475	845	180	15	250	50	110	5	20	505	670
295	Lake	Colorado	726	390	60	10	95	45	95	5	30	215	250
296	La Plata	Colorado	4971	3065	400	30	570	255	460	30	160	1565	1990
297	Larimer	Colorado	28189	17755	2350	130	3115	1010	2795	90	945	8620	12230
298	Las Animas	Colorado	3383	1785	305	35	495	120	455	30	160	985	1360
299	Lincoln	Colorado	974	585	95	    	155	25	75	5	35	325	445
300	Logan	Colorado	3845	2230	390	35	545	150	365	10	120	1205	1655
301	Mesa	Colorado	21305	13220	1655	175	2350	815	2240	100	750	6595	8910
302	Mineral	Colorado	130	85	5	5	20	5	10	    	    	45	55
303	Moffat	Colorado	1657	930	130	20	180	55	235	15	90	485	605
304	Montezuma	Colorado	4167	2375	365	30	510	195	465	35	190	1260	1620
305	Montrose	Colorado	6106	3780	550	40	755	230	565	30	155	1980	2620
306	Morgan	Colorado	4240	2430	410	30	610	155	405	20	180	1295	1850
307	Otero	Colorado	4346	2350	315	40	560	225	625	35	195	1180	1730
308	Ouray	Colorado	496	340	50	5	40	20	35	    	5	185	200
309	Park	Colorado	1276	755	85	5	75	65	220	5	65	385	350
310	Phillips	Colorado	833	500	100	5	125	35	45	5	20	285	395
311	Pitkin	Colorado	974	685	105	20	70	30	55	    	5	390	370
312	Prowers	Colorado	2444	1335	220	15	355	115	270	30	105	710	1030
313	Pueblo	Colorado	27207	14455	2380	240	3495	1075	3825	240	1500	7650	10725
314	Rio Blanco	Colorado	901	520	65	5	115	65	90	5	35	275	355
315	Rio Grande	Colorado	2480	1365	205	20	330	120	320	20	100	760	950
316	Routt	Colorado	1271	775	90	10	150	70	110	10	55	390	490
317	Saguache	Colorado	607	355	65	10	75	25	50	5	25	205	230
318	San Juan	Colorado	78	40	5	5	10	5	10	    	5	25	20
319	San Miguel	Colorado	290	170	20	    	35	25	25	    	15	95	90
320	Sedgwick	Colorado	750	475	70	    	100	20	60	    	25	260	330
321	Summit	Colorado	914	620	75	5	55	40	85	    	35	340	265
322	Teller	Colorado	2240	1305	145	15	190	110	320	20	135	665	700
323	Washington	Colorado	1022	580	145	    	160	45	65	5	20	350	470
324	Weld	Colorado	20360	11465	1645	175	2490	840	2615	125	1005	5970	8040
325	Yuma	Colorado	2053	1225	265	10	320	85	115	5	30	685	965
326	Unknown	Colorado	42	15	5	5	5	5	5	    	    	10	10
328	"Connecticut, total"	Connecticut	566503	394252	27808	4773	56259	19933	48363	1389	13726	175869	265321
329	Fairfield	Connecticut	134224	94805	7455	1090	13875	4365	9665	285	2685	42925	64575
330	Hartford	Connecticut	153455	107665	6915	1500	14075	5925	13425	315	3635	47235	71545
331	Litchfield	Connecticut	31548	22305	1490	265	3090	1015	2545	70	770	10110	14640
332	Middlesex	Connecticut	24773	17665	1250	175	2395	740	1990	35	525	7865	11675
333	New Haven	Connecticut	144683	99415	6470	1110	14845	5070	13495	420	3860	43765	68490
334	New London	Connecticut	42089	28090	2605	380	4670	1510	3670	135	1030	13110	18850
335	Tolland	Connecticut	17495	12305	855	105	1580	600	1495	45	510	5595	7635
336	Windham	Connecticut	18206	11980	770	155	1720	705	2080	80	715	5260	7895
337	Unknown	Connecticut	30	15	    	5	    	    	5	    	5	10	10
339	"Delaware, total"	Delaware	124150	80541	7319	1071	13723	5328	12242	376	3550	37405	52897
340	Kent	Delaware	18352	11400	955	210	1945	1090	2075	70	605	5245	7235
341	New Castle	Delaware	72412	46035	4620	560	8540	3090	7195	215	2155	21455	31580
342	Sussex	Delaware	33374	23100	1745	300	3235	1145	2975	90	785	10705	14080
343	Unknown	Delaware	12	5	    	    	5	    	    	    	5	    	5
345	"District of Columbia, total"	Delaware	75101	47968	3116	702	9022	4984	7836	112	1361	20449	35347
347	"Florida, total"	Delaware	3078041	2082557	196866	26489	317404	100149	265055	11117	78404	997343	1353646
348	Alachua	Delaware	26881	16110	1580	500	3055	1630	2885	100	1020	7475	11170
349	Baker	Delaware	3034	1460	140	75	360	240	530	25	205	710	935
350	Bay	Florida	25796	15245	1870	245	3205	1105	3040	160	925	7555	9980
351	Bradford	Florida	3138	1780	160	45	430	175	400	15	135	860	1235
352	Brevard	Florida	105884	71575	7655	730	10750	2800	9300	395	2680	35175	44885
353	Broward	Florida	281704	196205	15055	1980	32225	9035	20960	655	5590	89245	136785
354	Calhoun	Florida	2277	1205	140	35	350	120	310	25	90	585	895
355	Charlotte	Florida	48611	36540	3365	270	3995	670	2845	150	775	18070	21625
356	Citrus	Florida	41676	30440	2800	285	3445	715	3000	190	805	15205	17750
357	Clay	Florida	17577	10565	1160	165	2000	860	2015	80	730	5045	6825
358	Collier	Florida	51106	36970	4905	260	4730	1060	2480	95	605	19495	22620
359	Columbia	Florida	10185	5780	560	135	1165	520	1450	85	490	2890	3665
360	Dade	Florida	304442	202120	19830	4375	29595	13690	26885	1005	6940	96390	130415
361	De Soto 	Florida	5914	3790	375	55	560	235	685	25	185	1885	2360
362	Dixie	Florida	2992	1685	170	45	290	130	480	35	155	905	935
363	Duval	Florida	104032	61705	5765	1070	13035	5965	12180	430	3880	27530	44355
364	Escambia	Florida	48678	28275	3900	585	6330	2180	5355	285	1765	13590	20065
365	Flagler	Florida	15139	11265	945	110	1025	315	1085	65	330	5500	6185
366	Franklin	Florida	2220	1390	140	20	265	55	270	10	70	690	870
367	Gadsden	Florida	8201	4465	340	155	845	670	1210	35	480	1980	3005
