id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
206	Eldorado	California	24717	16400	1870	175	2220	620	2440	85	705	8195	9990
207	Fresno	California	97859	58315	6750	1430	11070	5765	10630	485	3415	28675	40085
208	Glenn	California	4635	2810	370	50	535	200	475	25	170	1460	1910
209	Humboldt	California	21876	12380	1510	195	2690	910	3235	130	825	6315	8600
210	Imperial	California	20783	11660	1820	550	2410	1235	2215	190	705	6885	6920
211	Inyo	California	4154	2865	270	20	455	120	335	15	75	1395	1870
212	Kem	California	84862	47425	5450	985	9490	4855	11755	705	4195	23805	31515
213	Kings	California	12576	6860	1025	160	1555	740	1540	115	580	3530	4810
214	Lake	California	15108	9570	880	115	1475	490	2015	80	485	4900	5865
215	Lassen	California	4141	2445	280	35	420	200	565	25	170	1280	1525
216	Los Angeles	California	971134	629750	67460	12350	100920	44880	91130	3060	21585	304175	421835
217	Madera	California	17748	10810	1355	195	1840	855	1920	120	655	5675	6835
218	Marin	California	35618	25040	2780	335	3795	790	2415	25	440	11995	17165
219	Mariposa	California	3852	2600	300	25	320	115	395	10	85	1360	1455
220	Mendocino	California	15796	9445	1065	170	1730	790	1995	70	530	4795	6230
221	Merced	California	25466	14715	1895	360	2975	1330	2915	165	1110	7510	9715
222	Modoc	California	2147	1325	140	15	235	75	265	10	80	695	825
223	Mono	California	1019	715	65	10	80	35	85	5	25	380	330
224	Monterey	California	47704	30095	3835	630	5270	1935	4340	195	1405	15070	20645
225	Napa	California	21462	14300	1540	270	2345	925	1590	50	440	7035	9715
226	Nevada	California	20005	13730	1620	150	1815	495	1675	50	470	6940	8555
227	Orange	California	293473	196855	21865	3010	32825	10655	21985	660	5615	93780	135335
228	Placer	California	35302	23355	2655	270	3550	1135	3255	105	975	11350	15215
229	Plumas	California	4681	3070	360	35	405	160	510	15	125	1580	1785
230	Riverside	California	218916	145905	14795	2100	21190	8730	19350	845	6000	71645	93150
231	Sacramento	California	156775	93920	10545	1650	17080	7080	20200	530	5770	44700	65235
232	San Benito	California	5242	3430	295	85	500	275	475	10	175	1660	2130
233	San Bernardino	California	189863	111165	12215	2460	20840	12130	22535	1090	7430	53960	73895
234	San Diego	California	359709	234150	30300	4145	38765	12800	31060	940	7545	117510	157825
235	San Francisco	California	105155	70850	5760	1250	9990	2765	12900	175	1465	32975	47335
236	San Joaquin	California	73894	43670	4735	920	8120	3850	9210	375	3015	21495	29705
237	San Luis Obispo	California	42674	28200	3300	280	4300	1100	4055	155	1285	13825	18760
238	San Mateo	California	92737	64315	6695	865	9475	2665	7055	110	1555	30455	43790
239	Santa Barbara	California	59571	38825	4925	720	6220	1955	5195	185	1545	19220	26590
240	Santa Clara	California	165361	109930	12665	1785	16770	6110	14240	320	3540	52810	73760
241	Santa Cruz	California	31012	19730	2210	305	3465	1190	3175	100	835	9265	13910
242	Shasta	California	34394	20125	2355	300	3745	1380	4785	250	1450	10075	13360
243	Sierra	California	747	495	55	    	85	10	75	    	25	260	300
244	Siskiyou	California	10554	6545	835	75	1140	320	1225	50	365	3390	4230
245	Solano	California	43039	25330	3150	470	4820	2240	5100	190	1740	12170	17290
246	Sonoma	California	68926	44905	4730	800	7765	2530	6545	125	1525	21180	31510
247	Stanislaus	California	60448	35460	3880	610	6785	2815	8085	335	2475	17205	24100
248	Sutter	California	12102	7185	865	105	1365	500	1530	75	475	3580	4795
249	Tehama	California	11711	7095	815	95	1250	420	1525	75	435	3655	4480
250	Trinity	California	3111	1815	200	25	310	95	485	30	150	960	1075
251	Tulare	California	47853	27795	3240	890	5410	2940	5510	285	1780	13810	18675
252	Tuolumne	California	12684	8570	910	70	1150	375	1200	55	355	4325	5105
253	Ventura	California	89870	57900	6655	945	9380	3300	8560	345	2785	27925	38885
254	Yolo	California	18727	11415	1405	185	2090	785	2160	85	600	5785	7780
255	Yuba	California	9359	5155	650	85	1075	425	1470	70	430	2715	3360
257	"Colorado, total"	Colorado	515291	314490	38406	3825	57020	20901	59906	1952	18791	153978	213206
258	Adams	Colorado	38423	22455	2190	285	3860	1915	5715	175	1830	10730	14270
259	Alamosa	Colorado	1997	1025	125	30	250	125	285	25	130	530	715
260	Arapahoe	Colorado	49347	31310	3655	375	5145	2095	5030	110	1630	14900	21005
261	Archuleta	Colorado	1511	935	140	15	110	75	160	10	65	520	495
262	Baca	Colorado	1132	660	155	5	185	30	75	5	15	400	530
263	Bent	Colorado	1059	575	80	15	125	30	170	10	55	325	395
264	Boulder	Colorado	26998	16975	2140	215	3100	1035	2740	40	755	8095	11805
265	Chaffee	Colorado	3312	2200	255	35	350	75	310	15	70	1100	1370
266	Cheyenne	Colorado	421	250	45	    	65	25	25	    	10	140	200
267	Clear Creek	Colorado	929	555	65	5	95	50	115	5	40	285	330
268	Conejos	Colorado	1562	805	160	20	210	75	210	15	65	480	565
269	Costilla	Colorado	987	465	70	25	100	45	175	25	85	260	270
270	Crowley	Colorado	777	405	60	5	95	30	125	10	50	225	295
271	Custer	Colorado	662	405	70	5	40	20	90	5	25	220	210
272	Delta	Colorado	6602	4155	610	45	780	170	625	35	180	2245	2710
273	Denver	Colorado	77613	48215	4470	530	8320	2780	10665	195	2440	21905	34415
274	Dolores	Colorado	445	245	55	5	50	15	60	5	10	140	165
275	Douglas	Colorado	8435	5410	710	70	750	495	685	15	300	2630	3290
276	Eagle	Colorado	1524	955	110	10	150	100	140	5	55	515	535
277	Elbert	Colorado	1518	910	115	20	150	75	160	    	85	495	495
278	El Paso	Colorado	58499	34445	4825	470	6380	2540	7175	255	2410	16890	23395
279	Fremont	Colorado	8476	5085	675	60	985	295	985	50	340	2605	3420
280	Garfield	Colorado	4907	3040	330	25	535	215	530	20	210	1500	1935
281	Gilpin	Colorado	404	250	20	    	30	20	65	    	20	130	130
282	Grand	Colorado	1189	845	90	15	85	35	90	    	30	440	430
283	Gunnison	Colorado	1147	755	85	10	105	60	95	10	30	400	435
284	Hinsdale	Colorado	113	80	10	    	10	5	5	    	    	40	40
285	Huerfano	Colorado	1707	960	125	15	225	55	230	15	80	540	645
286	Jackson	Colorado	273	170	15	5	40	10	30	    	5	100	100
287	Jefferson	Colorado	59682	38925	4245	390	6295	2370	5575	105	1780	18400	25840
288	Kiowa	Colorado	343	205	35	5	50	15	25	    	10	120	150
289	Kit Carson	Colorado	1474	835	175	20	250	55	115	    	25	490	670
290	Lake	Colorado	715	395	55	10	90	30	110	5	20	210	245
291	La Plata	Colorado	5076	3165	395	35	570	255	485	20	150	1605	2045
292	Larimer	Colorado	28846	18330	2340	125	3170	1010	2855	75	940	8875	12515
293	Las Animas	Colorado	3330	1770	285	40	490	115	460	30	140	965	1340
294	Lincoln	Colorado	986	580	95	5	145	25	90	5	40	315	445
295	Logan	Colorado	3788	2195	380	30	535	155	365	10	115	1220	1630
296	Mesa	Colorado	21705	13610	1615	180	2390	790	2295	90	735	6785	9050
297	Mineral	Colorado	142	90	5	5	20	    	15	    	10	45	60
298	Moffat	Colorado	1654	955	130	15	185	45	225	10	90	490	635
299	Montezuma	Colorado	4219	2445	350	40	510	195	475	35	170	1300	1670
300	Montrose	Colorado	6191	3890	535	45	745	235	570	30	140	1985	2655
301	Morgan	Colorado	4223	2450	390	20	620	145	420	25	155	1285	1835
302	Otero	Colorado	4260	2350	300	35	545	215	605	35	175	1175	1730
303	Ouray	Colorado	507	360	50	    	50	10	30	    	5	195	205
304	Park	Colorado	1314	795	85	5	80	65	220	10	55	410	365
305	Phillips	Colorado	841	515	95	5	120	30	55	5	15	280	395
306	Pitkin	Colorado	1017	715	105	25	70	35	60	    	5	410	370
307	Prowers	Colorado	2395	1335	220	15	340	105	260	20	100	700	1030
308	Pueblo	Colorado	27238	14625	2315	245	3450	1065	3880	215	1440	7750	10690
309	Rio Blanco	Colorado	917	545	65	5	105	70	85	5	35	285	340
310	Rio Grande	Colorado	2504	1410	200	25	320	120	310	20	95	775	975
311	Routt	Colorado	1318	815	85	15	145	75	125	5	55	400	500
312	Saguache	Colorado	599	355	60	15	70	15	65	    	20	215	210
313	San Juan	Colorado	79	35	5	    	15	10	15	    	    	20	25
314	San Miguel	Colorado	313	180	25	5	40	20	30	    	15	105	100
315	Sedgwick	Colorado	744	470	70	5	100	20	55	    	25	260	330
316	Summit	Colorado	1000	670	80	10	55	50	90	5	40	350	305
317	Teller	Colorado	2276	1360	155	15	180	95	335	15	125	690	720
318	Washington	Colorado	975	555	145	    	155	35	60	    	25	340	445
319	Weld	Colorado	20564	11760	1620	150	2455	815	2670	110	985	6030	8140
320	Yuma	Colorado	2046	1225	245	5	325	100	115	5	25	675	975
322	"Connecticut, total"	Connecticut	566055	394046	27167	4845	54876	19783	50108	1178	14052	175703	264102
323	Fairfield	Connecticut	133741	94680	7305	1130	13510	4275	9855	260	2725	42850	64270
324	Hartford	Connecticut	153038	107310	6770	1460	13730	5855	13890	275	3745	47095	71145
325	Litchfield	Connecticut	31588	22320	1430	265	3045	1015	2670	45	800	10030	14635
326	Middlesex	Connecticut	25031	17830	1230	180	2360	775	2110	25	520	7975	11710
327	New Haven	Connecticut	144392	99215	6315	1150	14400	5015	13975	370	3955	43690	67990
328	New London	Connecticut	42358	28280	2525	380	4595	1525	3880	100	1070	13185	18885
329	Tolland	Connecticut	17614	12405	835	115	1565	600	1565	25	505	5625	7620
330	Windham	Connecticut	18270	12000	755	155	1665	730	2170	65	730	5250	7835
332	"Delaware, total"	Connecticut	126520	82070	7184	1080	13582	5361	13173	335	3735	37962	53574
333	Kent	Connecticut	18937	11775	950	225	1975	1125	2205	60	620	5465	7385
334	New Castle	Connecticut	73085	46350	4480	545	8380	3095	7750	185	2300	21460	31705
335	Sussex	Connecticut	34489	23940	1750	310	3230	1140	3215	90	815	11040	14475
337	"District of Columbia, total"	District of Columbia	73860	47161	2937	725	8648	4857	8061	94	1377	19993	34546
339	"Florida, total"	Florida	3109035	2102502	192706	26883	313859	100608	281198	10319	80960	1004800	1358092
340	Alachua	Florida	27353	16365	1575	510	3030	1630	3110	95	1040	7625	11310
341	Baker	Florida	3082	1470	145	75	360	235	565	25	205	695	955
342	Bay	Florida	26367	15630	1835	250	3190	1095	3245	145	975	7695	10180
343	Bradford	Florida	3194	1790	160	45	420	180	435	20	145	860	1220
344	Brevard	Florida	108141	73095	7540	730	10925	2840	9870	360	2780	35835	45750
345	Broward	Florida	279948	194210	14450	1995	31300	9065	22340	620	5965	88055	134655
346	Calhoun	Florida	2327	1225	140	35	340	135	320	25	110	580	910
347	Charlotte	Florida	49396	37115	3275	265	3990	695	3100	145	810	18360	21710
348	Citrus	Florida	42361	30930	2715	285	3470	725	3230	170	835	15350	17940
349	Clay	Florida	18693	11220	1175	165	2055	885	2285	90	815	5355	7125
350	Collier	Florida	52833	38280	4950	290	4810	1085	2685	80	655	20175	23265
351	Columbia	Florida	10494	5925	555	130	1150	500	1630	80	520	2970	3740
352	Dade	Florida	307785	204655	19795	4440	29070	13725	28115	915	7070	97510	131100
353	De Soto	Florida	6043	3850	365	55	555	250	725	25	220	1895	2380
354	Dixie	Florida	3128	1775	165	40	320	130	510	25	160	960	955
355	Duval	Florida	105051	62255	5630	1065	12905	5935	12975	355	3930	27785	44435
356	Escambia	Florida	49532	28960	3835	605	6255	2155	5675	270	1775	13830	20310
357	Flagler	Florida	15802	11790	965	120	1040	295	1190	60	340	5755	6475
358	Franklin	Florida	2216	1410	135	15	260	60	275	10	55	710	870
359	Gadsden	Florida	8360	4520	335	165	830	650	1320	40	500	1970	3035
360	Gilchrist	Florida	2547	1450	145	25	300	120	340	30	135	730	875
361	Glades	Florida	1767	1200	105	10	150	70	190	10	35	620	635
362	Gulf	Florida	2863	1620	235	35	425	110	330	25	85	890	1075
363	Hamilton	Florida	2179	1110	110	25	275	145	355	30	130	590	725
364	Hardee	Florida	4065	2400	225	70	435	245	500	30	160	1180	1525
365	Hendry	Florida	4765	2775	280	100	505	345	530	35	195	1440	1665
366	Hernando	Florida	47171	34070	2970	325	3585	855	3935	230	1200	16900	19925
367	Highlands	Florida	28716	21000	1900	210	2370	600	1955	110	570	10350	12745
