id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
68	Wilcox	Alabama	3070	1275	205	75	490	280	420	35	290	705	1030
69	Winston	Alabama	4962	2465	365	45	740	225	765	85	275	1235	1895
70	Unknown	Alabama	22	5	5	    	    	5	    	    	5	5	5
72	"Alaska, total"	Alaska	44335	24516	2549	821	4408	4333	5280	333	2095	12558	14131
73	Aleutian Islands	Alaska	208	110	15	5	25	30	15	    	10	65	55
74	Anchorage	Alaska	16910	9480	860	250	1580	1430	2365	105	840	4510	5640
75	Angoon	Alaska	106	45	5	5	15	20	5	    	10	25	30
76	BarrowNorth Slope	Alaska	413	130	25	20	50	115	45	5	25	75	85
77	Bethel	Alaska	963	345	100	35	175	185	80	5	40	275	230
78	Bristol Bay Borough	Alaska	84	55	5	    	10	5	5	5	    	30	25
79	Bristol Bay	Alaska	436	205	35	20	60	60	30	    	25	135	135
80	CordovaMcCarthy	Alaska	208	125	20	    	25	20	10	5	5	70	80
81	Fairbanks North Star	Alaska	5351	3015	265	65	515	545	670	40	235	1555	1650
82	Haines	Alaska	320	200	25	5	35	20	25	    	10	105	115
83	Juneau	Alaska	2313	1390	100	35	210	235	235	    	105	660	865
84	KenaiCook Inlet	Alaska	3989	2300	265	50	360	300	475	40	200	1210	1240
85	Ketchikan Gateway	Alaska	1523	935	95	15	150	95	150	10	70	500	535
86	Kobuk	Alaska	547	160	50	60	70	130	40	5	30	100	115
87	Kodiak Island	Alaska	775	455	40	20	75	95	70	5	15	255	230
88	Kuskokwim	Alaska	27	10	    	    	5	10	    	    	    	5	10
89	MatanuskaSusitna	Alaska	4297	2395	270	50	375	335	535	60	275	1230	1285
90	Nome	Alaska	767	305	70	35	120	145	50	5	35	205	210
91	Outer Ketchikan	Alaska	136	85	5	    	15	10	15	    	5	40	55
92	Prince Of Wales	Alaska	223	115	15	10	10	10	45	5	15	75	55
93	Seward	Alaska	501	320	25	10	45	35	50	    	15	160	165
94	Sitka	Alaska	818	510	35	10	80	70	80	    	35	230	320
95	SkagwayYakutat	Alaska	256	160	15	10	20	20	20	    	10	80	85
96	Southeast Fairbanks	Alaska	551	300	30	10	60	50	70	10	20	160	150
97	Upper Yukon	Alaska	26	10	    	    	5	5	5	    	    	5	10
98	ValdezChitinaWhittier	Alaska	581	345	30	25	55	45	60	5	20	195	175
99	Wade Hampton	Alaska	613	185	60	45	100	145	40	5	35	140	140
100	WrangellPetersburg	Alaska	781	535	50	10	60	60	50	5	10	265	310
101	YukonKoyukuk	Alaska	598	285	55	20	85	115	30	    	5	185	150
102	Unknown	Alaska	14	5	    	5	    	    	5	    	    	    	5
104	"Arizona, total"	Arizona	706954	454548	51311	6580	74728	27690	66716	3767	21614	221370	295091
105	Apache	Arizona	7161	2830	650	205	1180	1140	700	80	375	1800	2070
106	Cochise	Arizona	17842	10915	1590	285	1950	685	1730	140	545	5785	6805
107	Coconino	Arizona	11108	6000	895	160	1265	1030	1160	90	510	3140	3775
108	Gila	Arizona	12059	7475	1050	95	1330	485	1150	95	380	3950	4625
109	Graham	Arizona	5832	3295	555	90	725	295	575	55	240	1755	2250
110	Greenlee	Arizona	1341	735	175	25	180	80	100	10	35	460	490
111	La Paz	Arizona	3722	2495	230	40	345	120	365	20	105	1340	1320
112	Maricopa	Arizona	385831	252320	26265	2825	40945	14295	35660	1705	11815	118885	167990
113	Mohave	Arizona	32946	22945	1960	240	2755	910	3265	175	695	11430	12675
114	Navajo	Arizona	11643	5995	995	220	1355	1090	1280	115	595	3295	3785
115	Pima	Arizona	130103	82755	10160	1270	14355	4390	12740	725	3710	40195	55570
116	Pinal	Arizona	25419	15610	1855	305	2435	1165	2805	185	1060	8195	9210
117	Santa Cruz	Arizona	4855	2825	520	150	550	235	350	55	170	1510	1820
118	Yavapai	Arizona	38278	26505	2950	300	3480	835	3195	195	820	13305	15855
119	Yuma	Arizona	18801	11835	1450	380	1870	940	1630	135	560	6315	6845
120	Unknown	Arizona	13	10	    	    	    	    	    	    	    	5	5
122	"Arkansas, total"	Arkansas	509462	282656	34108	5534	68429	23593	65368	4590	25184	137743	203485
123	Arkansas	Arkansas	4729	2580	375	40	850	210	475	35	165	1300	2110
124	Ashley	Arkansas	5038	2480	370	70	830	290	680	55	260	1315	1950
125	Baxter	Arkansas	12563	8745	775	80	1155	230	1120	105	350	4185	5255
126	Benton	Arkansas	25951	16980	1980	160	2585	800	2410	100	935	8375	10720
127	Boone	Arkansas	7443	4150	515	60	895	235	1070	90	430	2030	2925
128	Bradley	Arkansas	2995	1510	225	35	570	155	340	35	125	775	1275
129	Calhoun	Arkansas	1305	640	80	20	215	70	195	20	65	325	480
130	Carroll	Arkansas	4986	3075	330	40	540	160	580	35	225	1490	1965
131	Chicot	Arkansas	3218	1585	200	70	515	205	435	30	175	800	1235
132	Clark	Arkansas	4781	2755	345	45	705	200	515	45	170	1355	2060
133	Clay	Arkansas	4982	2690	430	30	800	160	610	50	215	1390	2090
134	Cleburne	Arkansas	5847	3580	480	50	710	160	615	50	205	1845	2315
135	Cleveland	Arkansas	1670	840	120	15	280	65	250	15	85	455	635
136	Columbia	Arkansas	6447	3325	465	90	1085	330	775	55	320	1670	2660
137	Conway	Arkansas	4793	2635	305	65	590	180	705	55	255	1300	1850
138	Craighead	Arkansas	12787	6945	860	110	1825	580	1770	120	580	3290	5180
139	Crawford	Arkansas	9219	4545	565	75	1070	450	1675	110	730	2250	3085
140	Crittenden	Arkansas	7841	3720	400	155	1230	670	1100	75	490	1830	2800
141	Cross	Arkansas	3865	1945	310	80	565	215	490	40	220	1035	1485
142	Cross	Arkansas	2494	1225	185	25	410	125	355	25	145	625	995
143	Desha	Arkansas	3096	1520	215	70	525	210	360	30	165	780	1225
144	Drew	Arkansas	3524	1825	215	55	570	210	435	30	185	905	1390
145	Faulkner	Arkansas	10423	5970	670	105	1270	525	1330	95	460	2810	4150
146	Franklin	Arkansas	3746	1940	240	25	540	165	595	35	210	1005	1395
147	Fulton	Arkansas	2905	1555	240	40	370	95	405	40	160	820	1085
148	Garland	Arkansas	23753	15530	1730	170	2675	690	2245	135	580	7600	10080
149	Grant	Arkansas	2596	1340	235	20	415	115	325	25	120	705	1040
150	Greene	Arkansas	7255	3930	510	60	1015	295	995	85	365	1900	2930
151	Hempstead	Arkansas	4433	2525	275	45	665	220	495	20	190	1200	1900
152	Hot Spring	Arkansas	6295	3435	475	60	910	280	810	60	265	1760	2480
153	Howard	Arkansas	2998	1695	235	30	470	135	300	15	115	860	1300
154	Independence	Arkansas	7191	3805	480	65	975	310	1120	80	355	1855	2770
155	Izard	Arkansas	3903	2295	275	30	470	135	490	40	170	1180	1515
156	Jackson	Arkansas	4358	2285	280	35	720	185	605	40	210	1155	1785
157	Jefferson	Arkansas	15003	7890	935	180	2185	940	1875	130	870	3690	6135
158	Johnson	Arkansas	4769	2455	340	40	650	180	725	80	300	1275	1790
159	Lafayette	Arkansas	1649	830	100	20	305	75	230	10	80	425	685
160	Lawrence	Arkansas	4802	2485	360	45	745	170	655	65	280	1295	1905
161	Lee	Arkansas	2742	1265	215	60	450	195	335	25	195	685	1025
162	Lincoln	Arkansas	2169	1050	160	25	370	125	285	30	125	530	850
163	Little River	Arkansas	2654	1445	190	30	400	130	325	30	105	720	1080
164	Logan	Arkansas	5241	2680	395	60	715	210	755	80	345	1405	1995
165	Lonoke	Arkansas	6726	3530	485	80	950	360	910	60	350	1740	2590
166	Madison	Arkansas	2978	1555	235	45	355	120	465	30	175	835	1040
167	Marion	Arkansas	3996	2370	235	35	385	125	575	60	210	1185	1415
168	Miller	Arkansas	6755	3770	395	80	1090	360	750	45	265	1705	2930
169	Mississippi	Arkansas	9960	4880	545	175	1475	690	1445	85	665	2320	3800
170	Monroe	Arkansas	2518	1270	175	35	460	145	280	35	120	660	1065
171	Montgomery	Arkansas	2039	1215	150	20	245	70	255	20	65	615	790
172	Nevada	Arkansas	2355	1245	160	25	385	130	280	25	105	625	960
173	Newton	Arkansas	1969	860	160	30	250	70	385	35	180	490	615
174	Ouachita	Arkansas	7137	3795	465	90	1125	330	895	65	370	1825	2955
175	Perry	Arkansas	2142	1055	135	20	295	100	345	40	155	525	780
176	Phillips	Arkansas	6246	2840	350	200	1020	580	745	70	440	1465	2220
177	Pike	Arkansas	2562	1410	220	20	410	95	280	20	105	760	1070
178	Poinsett	Arkansas	5594	2680	410	60	930	260	875	65	315	1400	2165
179	Polk	Arkansas	4839	2840	395	60	630	175	490	65	185	1480	1910
180	Pope	Arkansas	9406	4885	595	70	1170	380	1585	150	570	2405	3515
181	Prairie	Arkansas	2094	1090	175	20	365	95	250	10	90	605	835
182	Pulaski	Arkansas	57617	32695	3085	805	7060	3520	7240	315	2900	14065	24235
183	Randolph	Arkansas	4251	2300	300	25	640	160	570	45	210	1180	1675
184	St Francis	Arkansas	5737	2805	330	115	865	400	765	55	400	1380	2130
185	Saline	Arkansas	11874	6825	815	105	1415	550	1505	105	555	3315	4525
186	Scott	Arkansas	2759	1395	190	25	390	95	435	45	185	725	1015
187	Searcy	Arkansas	2351	1210	170	25	325	65	395	25	135	660	850
189	Sebastian	Arkansas	20159	11225	1310	170	2645	785	2790	150	1085	5240	8370
190	Sevier	Arkansas	2867	1650	230	30	395	135	285	20	125	855	1145
191	Sharp	Arkansas	5497	3420	385	50	605	140	615	55	225	1720	2160
192	Slone	Arkansas	2984	1550	220	20	375	105	515	40	160	845	1010
193	Union	Arkansas	10665	5510	680	115	1725	605	1365	100	565	2715	4465
194	Van Buren	Arkansas	4799	2985	375	50	495	120	505	65	205	1540	1870
195	Washington	Arkansas	20739	11705	1280	130	2445	890	3080	115	1095	5460	8185
196	White	Arkansas	12459	6950	860	125	1660	540	1590	145	590	3425	4950
197	Woodruff	Arkansas	2136	1075	145	40	400	125	255	15	80	575	880
198	Yell	Arkansas	4765	2360	335	40	640	185	810	80	315	1200	1755
199	Unknown	Arkansas	28	10	    	5	5	    	5	    	5	5	10
201	"California, total"	California	3979717	2514933	302455	45506	448720	170978	369903	19020	108202	1223177	1716709
202	Alameda	California	162805	101525	11325	1840	18605	7050	17120	585	4755	47860	71600
203	Alpine	California	126	90	5	5	10	5	10	    	5	45	40
204	Amador	California	7352	4995	670	50	775	225	490	25	125	2615	3120
205	Butte	California	40712	25875	3170	275	4510	1285	3995	305	1300	12950	17555
206	Calaveras	California	8653	5750	710	60	830	255	770	40	240	2930	3395
207	Colusa	California	2845	1670	250	30	385	115	270	25	100	915	1170
208	Contra Costa	California	117920	73980	9775	1015	14275	4460	10510	435	3470	36060	52875
209	Del Norte	California	5028	2835	350	40	530	190	740	70	275	1480	1785
210	EIdorado	California	23230	15375	1920	175	2150	815	2015	110	670	7655	9425
211	Fresno	California	97367	56515	7105	1440	11590	5740	10380	680	3920	28060	39435
212	Glenn	California	4716	2855	385	55	585	210	410	40	175	1460	1965
213	Humboldt	California	21766	12235	1655	175	2720	895	2985	195	905	6360	8530
214	Imperial	California	20587	11290	1790	615	2370	1355	2140	240	785	6655	6555
215	Inyo	California	4349	2970	295	25	485	145	320	15	95	1440	1950
216	Kern	California	84458	45855	5890	1020	9780	4905	11325	975	4710	23280	31010
217	Kings	California	11079	5950	955	155	1465	655	1255	120	525	3095	4275
218	Lake	California	15189	9760	985	105	1495	470	1765	100	510	4935	6015
219	Lassen	California	4098	2440	285	35	440	175	495	40	190	1275	1560
220	Los Angeles	California	971473	624645	70110	12255	107965	45425	86240	3970	20865	299865	425525
221	Madera	California	17144	10040	1435	215	1920	860	1825	140	710	5270	6490
222	Marin	California	34906	24150	2970	325	3950	770	2310	45	385	11670	16805
223	Mariposa	California	3682	2455	315	15	340	95	345	20	95	1315	1395
224	Mendocino	California	15554	9370	1155	185	1795	710	1690	85	565	4800	6215
225	Merced	California	24535	13900	1965	360	3015	1405	2605	210	1075	7165	9405
226	Modoc	California	2268	1370	180	20	250	100	240	15	95	730	860
227	Mono	California	972	645	60	5	95	55	75	5	30	360	320
228	Monterey	California	46425	28925	3915	605	5505	1890	3915	270	1400	14535	19855
229	Napa	California	21307	14010	1685	300	2485	875	1445	65	445	6980	9745
230	Nevada	California	18053	12180	1650	135	1745	495	1370	55	425	6195	7720
231	Orange	California	280332	186075	22185	2850	33570	10090	19720	810	5030	87950	130130
232	Placer	California	31413	20365	2535	250	3380	1035	2730	150	965	9915	13515
233	Plumas	California	4636	3060	370	40	450	145	425	20	125	1635	1800
234	Riverside	California	210923	140280	15225	2030	21580	8615	16635	1030	5530	68720	90595
235	Sacramento	California	151774	90175	11235	1575	17400	6860	18225	740	5565	43090	63455
236	San Benito	California	4952	3175	350	75	525	260	410	20	140	1595	2010
237	San Bernardino	California	180292	105610	12470	2315	21185	11445	18950	1355	6960	50940	71520
238	San Diego	California	346999	224830	31175	3990	39085	12470	27115	1255	7080	112375	153515
239	San Francisco	California	108600	72200	6280	1180	11240	2905	13000	195	1600	33290	49530
240	San Joaquin	California	72524	42310	5040	1035	8240	3870	8360	535	3135	21020	29090
241	San Luis Obispo	California	40640	26635	3410	280	4290	1125	3540	225	1135	13255	17950
242	San Mateo	California	95569	65345	7415	860	10410	2805	7000	180	1555	31130	44955
243	Santa Barbara	California	57674	37225	5095	680	6440	1920	4685	235	1395	18330	25965
244	Santa Clara	California	160738	104650	12790	1770	17665	6340	13555	495	3475	49930	71095
245	Santa Cruz	California	31292	19755	2425	310	3705	1165	2890	185	855	9365	14190
246	Shasta	California	32945	19310	2530	310	3725	1275	4105	315	1375	9795	12940
247	Sierra	California	726	475	60	5	75	20	65	    	25	265	295
248	Siskiyou	California	10495	6405	875	65	1180	350	1150	75	395	3355	4165
249	Solano	California	39787	23135	3105	450	4765	2090	4315	275	1650	11100	16055
250	Sonoma	California	67503	43380	5180	770	8045	2515	5800	205	1610	20620	31100
251	Stanislaus 	California	59008	34110	4070	580	6915	2790	7440	470	2630	16725	23575
252	Sutter	California	11545	6760	880	90	1425	500	1355	100	435	3340	4575
253	Tehama	California	11459	6975	875	95	1310	455	1270	100	380	3605	4505
254	Trinity	California	3126	1825	220	15	335	100	430	45	160	965	1075
255	Tulare	California	49700	28125	3610	975	5730	3165	5515	450	2130	14065	19150
256	Tuolumne	California	12098	8085	955	75	1155	355	1055	60	355	4075	4890
257	Ventura	California	86292	54605	6870	990	9545	3450	7765	425	2640	26305	37370
258	Yolo	California	18326	11005	1520	190	2150	805	1945	100	610	5605	7635
259	Yuba	California	9518	5240	710	105	1105	460	1380	100	420	2775	3365
260	Unknown	California	232	160	15	    	25	5	15	5	5	80	95
262	"Colorado, total"	Colorado	495117	294813	39704	3719	58777	20530	55546	3144	18884	144572	204264
263	Adams	Colorado	36416	20475	2235	280	4025	1880	5285	290	1945	9820	13210
264	Alamosa	Colorado	1865	960	130	20	230	120	240	35	130	515	660
265	Arapahoe	Colorado	46479	28790	3755	340	5245	2095	4490	195	1570	13615	19720
266	Archuleta	Colorado	1253	755	125	15	100	50	140	10	55	425	405
267	Baca	Colorado	1155	660	180	5	185	25	80	5	15	400	535
268	Bent	Colorado	1127	595	95	20	140	35	165	15	65	330	415
269	Boulder	Colorado	25520	15640	2160	210	3200	990	2450	95	775	7470	11175
270	Chaffee	Colorado	3193	2045	295	35	365	85	280	15	75	1025	1295
271	Cheyenne	Colorado	423	255	55	    	70	25	15	    	    	145	205
272	Clear Creek	Colorado	881	535	65	5	90	35	115	5	30	275	310
273	Conejos	Colorado	1611	800	175	25	210	75	200	30	95	485	560
274	Costilla	Colorado	886	410	80	10	90	40	160	25	70	245	265
275	Crowley	Colorado	803	410	75	10	100	20	110	15	65	255	280
276	Custer	Colorado	603	340	60	    	50	30	70	15	40	185	180
277	Delta	Colorado	6541	4045	665	35	775	175	590	55	205	2190	2685
278	Denver	Colorado	80514	49390	5035	575	9285	2850	10515	345	2520	22350	36130
279	Dolores	Colorado	420	220	50	5	50	20	45	10	20	140	145
280	Douglas	Colorado	6141	3815	555	50	610	360	515	15	220	1910	2320
281	Eagle	Colorado	1351	785	80	10	155	90	160	10	60	415	445
282	Elbert	Colorado	1277	725	110	10	150	75	130	5	70	420	425
283	El Paso	Colorado	55062	31510	4795	430	6320	2405	6785	415	2405	15295	21565
284	Fremont	Colorado	8366	4905	695	60	1080	305	900	85	335	2520	3445
285	Garfield	Colorado	4650	2825	320	20	530	210	505	35	205	1415	1825
286	Gilpin	Colorado	313	205	15	    	20	15	40	5	15	120	90
287	Grand	Colorado	1129	765	90	10	95	40	90	5	35	400	390
288	Gunnison	Colorado	1060	665	90	5	115	65	80	5	35	355	380
289	Hinsdale	Colorado	104	70	10	    	10	10	5	    	    	40	30
290	Huerfano	Colorado	1702	930	135	15	255	65	190	25	85	525	675
291	Jackson	Colorado	262	145	20	5	45	10	25	    	10	95	100
292	Jefferson	Colorado	56018	35780	4220	385	6385	2285	5105	190	1670	16780	24030
293	Kiowa	Colorado	372	215	40	5	60	15	30	    	5	130	170
294	Kit Carson	Colorado	1490	835	195	25	260	55	95	10	15	520	675
295	Lake	Colorado	700	370	60	10	105	35	90	5	25	210	250
296	La Plata	Colorado	4945	2970	425	35	595	260	460	30	170	1535	1960
297	Larimer	Colorado	26930	16660	2355	110	3140	965	2645	125	930	8125	11695
298	Las Animas	Colorado	3433	1740	330	45	525	120	440	50	185	995	1360
299	Lincoln	Colorado	967	585	105	    	155	30	60	5	30	325	450
300	Logan	Colorado	3821	2205	415	35	550	135	330	20	130	1220	1615
301	Mesa	Colorado	20613	12595	1645	175	2390	795	2100	160	750	6290	8510
302	Mineral	Colorado	130	80	5	    	25	5	15	    	    	40	50
303	Moffat	Colorado	1560	880	120	15	190	70	195	10	80	460	595
304	Montezuma	Colorado	3960	2215	355	30	515	175	435	40	195	1155	1555
305	Montrose	Colorado	5910	3590	575	50	745	250	515	35	150	1910	2510
306	Morgan	Colorado	4179	2365	430	25	605	155	390	25	185	1280	1785
307	Otero	Colorado	4426	2425	315	35	600	215	570	50	215	1210	1815
308	Ouray	Colorado	464	310	55	5	50	15	25	    	5	170	190
309	Park	Colorado	1096	660	75	    	70	45	170	10	65	345	325
310	Phillips	Colorado	863	525	115	5	125	35	35	5	15	295	405
311	Pitkin	Colorado	884	595	95	20	80	35	50	5	5	340	320
312	Prowers	Colorado	2479	1325	230	15	390	110	260	35	115	695	1045
313	Pueblo	Colorado	26928	14215	2510	245	3580	1100	3595	300	1385	7565	10600
314	Rio Blanco	Colorado	891	510	80	10	105	50	90	5	40	280	355
315	Rio Grande	Colorado	2501	1345	230	25	345	120	305	30	100	750	955
316	Routt	Colorado	1248	730	90	15	150	70	125	10	55	375	460
317	Saguache 	Colorado	584	335	70	10	70	25	45	5	25	215	215
318	San Juan 	Colorado	73	40	    	    	10	10	10	    	5	20	20
319	San Miguel	Colorado	279	150	25	    	40	30	25	    	10	95	90
320	Sedgwick	Colorado	768	485	80	5	95	15	55	5	30	275	325
321	Summit	Colorado	812	550	65	5	45	45	70	5	30	295	225
322	Teller	Colorado	2038	1175	140	15	175	115	290	20	105	570	650
323	Washington	Colorado	1015	570	165	    	170	35	60	    	15	355	465
324	Weld	Colorado	19573	10895	1675	160	2505	830	2350	180	975	5680	7775
325	Yuma	Colorado	2040	1215	260	10	330	80	115	5	25	695	950
326	Unknown	Colorado	20	10	    	    	5	5	    	    	    	5	5
328	"Connecticut, total"	Connecticut	565539	392068	29140	4755	60480	19783	44986	1830	12497	174920	265971
329	Fairfield	Connecticut	134712	94340	7760	1105	14985	4420	9265	385	2455	42750	64690
330	Hartford	Connecticut	153779	107710	7340	1500	15165	5860	12485	410	3310	47220	71810
331	Litchfield	Connecticut	31119	21970	1595	270	3330	925	2300	90	640	10030	14670
332	Middlesex	Connecticut	24384	17275	1265	160	2550	730	1865	50	485	7640	11565
333	New Haven	Connecticut	145247	99525	6830	1060	16030	5165	12465	580	3590	43940	69105
334	New London	Connecticut	41498	27460	2750	385	4890	1465	3390	170	985	12825	18690
335	Tolland	Connecticut	16817	11895	845	110	1665	535	1345	40	380	5335	7490
336	Windham	Connecticut	17952	11885	755	160	1865	685	1860	100	640	5180	7935
337	Unknown	Connecticut	31	15	    	5	    	    	5	    	5	5	10
339	"Delaware, total"	Delaware	119746	77309	7490	1039	14084	5081	10957	545	3241	35790	51207
340	Kent	Delaware	17073	10645	905	195	1885	1035	1780	75	550	4830	6725
341	New Castle	Delaware	70973	44945	4810	560	8915	2910	6520	340	1970	20900	31125
342	Sussex	Delaware	31690	21720	1770	285	3285	1130	2655	130	715	10055	13350
343	Unknown	Delaware	10	5	    	    	5	    	    	    	    	    	5
345	"District of Columbia, total"	Delaware	77163	49246	3469	718	9687	5036	7607	130	1270	21014	36685
347	"Florida, total"	Delaware	2985768	2019526	202956	25495	326815	97161	230502	13382	69931	968215	1326688
348	Alachua	Delaware	25817	15265	1595	480	3105	1690	2550	145	990	7130	10695
349	Baker	Delaware	2815	1365	135	75	355	215	475	30	165	650	895
350	Bay	Florida	24290	14360	1835	240	3270	1100	2535	165	785	7155	9580
351	Bradford	Florida	2993	1700	190	45	410	165	340	15	125	830	1155
352	Brevard	Florida	99666	67175	7640	725	10605	2650	7980	460	2435	32970	42260
353	Broward	Florida	283435	197810	16475	1835	34560	8655	18375	845	4880	90940	139330
354	Calhoun	Florida	2223	1165	160	40	350	125	270	25	85	575	890
355	Charlotte	Florida	47275	35515	3555	240	4025	660	2450	175	655	17510	21195
356	Citrus	Florida	39955	29155	2860	270	3450	695	2585	210	730	14555	17115
357	Clay	Florida	16216	9720	1135	170	1910	855	1675	115	635	4660	6340
358	Collier	Florida	47531	33840	4975	250	4650	990	2155	115	555	17995	20985
359	Columbia	Florida	9662	5530	575	115	1175	515	1215	95	440	2765	3545
360	Dade	Florida	297471	196385	19930	4100	31200	13425	24590	1280	6560	93285	128505
361	De Soto	Florida	5832	3730	375	60	560	235	625	40	205	1880	2325
362	Dixie	Florida	2810	1555	180	40	300	130	415	45	145	840	870
363	Duval	Florida	100868	59850	5960	1045	13550	5870	10705	490	3395	26815	43590
364	Escambia	Florida	46728	27030	3915	535	6460	2210	4655	355	1565	13025	19380
365	Flagler	Florida	13552	10145	920	100	930	285	830	60	285	4965	5495
366	Franklin	Florida	2179	1355	145	20	275	65	235	15	65	680	885
367	Gadsden	Florida	8165	4405	360	180	900	665	1125	50	480	1965	2975
368	Gilchrist	Florida	2357	1325	150	35	305	110	300	25	110	670	865
