id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
81	Fairbanks-North-Star	Alaska	3605	2325	96	22	340	261	500	5	54	1325	1097
82	Haines	Alaska	213	154	10	2	22	9	14	1	2	95	71
83	Juneau	Alaska	1568	1072	34	10	150	123	164		17	556	578
84	KenaiCook-Inlet	Alaska	2733	1782	100	16	254	162	374	7	40	1043	771
85	Ketchikan-Gateway	Alaska	1089	766	37	6	106	50	109	2	12	443	384
86	Kobuk	Alaska	237	92	10	13	30	57	29	2	5	62	46
87	Kodiak-Island	Alaska	512	348	14	3	44	48	51	1	4	217	151
88	Kuskokwim	Alaska	9	6	1		2	1	2			3	5
89	MatanuskaSusitna	Alaska	2833	1762	95	16	268	186	438	10	58	1022	777
90	Nome	Alaska	366	192	14	10	58	57	30	1	3	124	104
91	Outer-Ketchikan	Alaska	98	65	4	1	12	2	12		1	38	35
92	Prince-Of-Wales	Alaska	136	81	5	2	9	8	29	1	3	56	31
93	Seward	Alaska	329	231	7	3	34	15	36	1	4	133	107
94	Sitka	Alaska	572	400	11	1	60	33	59	1	7	199	218
95	SkagwayYakutat	Alaska	160	115	2	3	12	7	18		3	59	48
96	Southeast-Fairbanks	Alaska	328	202	12	5	36	18	51	1	4	126	86
97	Upper-Yukon	Alaska	16	5	1		5	3	2			3	5
98	ValdezChitinaWhittier	Alaska	384	244	13	6	32	30	51	1	5	151	103
99	Wade-Hampton	Alaska	205	85	9	7	36	44	18	1	3	61	47
100	WrangellPetersburg	Alaska	558	414	18	4	50	32	42		2	236	203
101	YukonKoyukuk	Alaska	305	173	16	6	40	45	21	1	1	116	75
102	Unknown	Alaska	8	9			1		2			4	4
104	"Arizona,-total"	Arizona	497830	351944	19898	2156	53785	13431	51627	594	4393	193623	192119
105	Apache	Arizona	3387	1735	163	47	507	355	507	10	63	1125	935
106	Cochise	Arizona	11901	7945	559	86	1387	338	1428	30	133	4704	4138
107	Coconino	Arizona	6921	4390	302	39	788	432	857	12	101	2555	2246
108	Gila	Arizona	8430	5785	399	35	934	208	961	21	86	3439	2880
109	Graham	Arizona	3134	1985	178	22	440	118	350	7	33	1197	1143
110	Greenlee	Arizona	924	574	70	10	133	39	81	5	9	390	306
111	La-Paz	Arizona	2436	1767	79	9	221	51	286	4	18	1064	770
112	Maricopa	Arizona	278813	199663	10593	1008	30261	7246	27403	248	2393	106893	112749
113	Mohave	Arizona	23894	17559	739	72	2064	452	2822	32	155	9835	8179
114	Navajo	Arizona	6928	4260	317	59	759	420	1001	15	99	2552	2066
115	Pima	Arizona	91703	63994	4019	433	10418	2219	9688	119	811	35274	36107
116	Pinal	Arizona	17570	11972	718	105	1729	582	2243	30	190	7049	5711
117	Santa-Cruz	Arizona	2833	1906	172	35	341	101	238	9	29	1161	968
118	Yavapai	Arizona	27302	20200	1117	108	2585	458	2622	34	177	11503	9935
119	Yuma	Arizona	11648	8196	475	88	1224	408	1144	19	95	4863	3988
120	Unknown	Arizona	6	4			3					4	2
122	"Arkansas,-total"	Arkansas	309574	193672	11429	1626	40869	10774	45828	644	4732	105455	115980
123	Arkansas	Arkansas	2931	1801	137	14	533	87	318	5	35	1030	1231
124	Ashley	Arkansas	3119	1776	130	19	501	130	499	9	54	1044	1125
125	Baxter	Arkansas	8408	6317	264	27	763	117	836	14	70	3417	3145
126	Benton	Arkansas	17416	12499	751	67	1709	392	1788	18	193	7089	6369
127	Boone	Arkansas	4551	2815	166	17	555	123	783	11	81	1543	1623
128	Bradley	Arkansas	1885	1101	80	14	338	67	256	6	24	637	739
129	Calhoun	Arkansas	751	419	22	6	115	33	135	3	16	236	257
130	Carroll	Arkansas	3055	2070	110	14	317	83	412	6	41	1122	1081
131	Chicot	Arkansas	1711	968	56	18	268	83	283	4	30	542	626
132	Clark	Arkansas	2899	1852	118	16	423	92	353	7	38	1024	1155
133	Clay	Arkansas	2712	1654	119	10	430	65	393	5	36	914	1075
134	Cleburne	Arkansas	3631	2449	160	14	414	76	470	8	39	1402	1254
135	Cleveland	Arkansas	922	523	36	4	145	26	171	2	15	306	321
136	Columbia	Arkansas	3873	2311	160	27	624	146	531	8	65	1295	1493
137	Conway	Arkansas	2656	1636	88	21	306	77	481	5	43	875	983
138	Craighead	Arkansas	7894	4817	291	32	1105	289	1227	17	117	2541	3016
139	Crawford	Arkansas	5431	3043	181	26	639	220	1176	14	132	1691	1697
140	Crittenden	Arkansas	4381	2471	124	29	689	278	702	9	79	1366	1562
141	Cross	Arkansas	2181	1269	102	18	330	101	321	5	32	736	809
142	Dallas	Arkansas	1454	832	64	6	220	56	245	3	27	479	546
143	Desha	Arkansas	1617	928	65	14	276	85	222	4	24	532	627
144	Drew	Arkansas	1891	1113	54	12	303	97	276	3	34	601	729
145	Faulkner	Arkansas	6710	4299	236	37	769	259	995	13	103	2265	2497
146	Franklin	Arkansas	2154	1214	74	8	291	79	442	5	42	698	736
147	Fulton	Arkansas	1593	943	73	10	199	42	289	7	30	549	533
148	Garland	Arkansas	15776	11298	636	53	1767	310	1588	22	102	6300	6097
149	Grant	Arkansas	1629	936	79	6	247	56	268	4	30	538	570
150	Greene	Arkansas	4242	2570	157	14	572	136	714	10	69	1379	1572
151	Hempstead	Arkansas	2602	1620	87	14	400	95	348	3	36	856	1053
152	Hot-Spring	Arkansas	3945	2418	164	20	581	131	567	10	55	1395	1431
153	Howard	Arkansas	1802	1128	78	10	272	67	219	2	21	639	711
154	Independence	Arkansas	4166	2492	145	18	535	135	766	10	66	1355	1475
155	Izard	Arkansas	2324	1509	81	9	268	60	362	6	28	842	820
156	Jackson	Arkansas	2514	1507	88	9	389	78	401	6	34	839	961
157	Jefferson	Arkansas	8676	5217	295	55	1247	404	1291	20	147	2698	3413
158	Johnson	Arkansas	2704	1602	99	16	360	78	495	7	49	909	948
159	Lafayette	Arkansas	921	522	33	8	154	32	154	2	13	286	359
160	Lawrence	Arkansas	2613	1520	104	15	395	75	445	10	47	852	967
161	Lee	Arkansas	1272	695	52	13	208	77	199	2	28	403	458
162	Lincoln	Arkansas	1185	672	48	6	192	47	197	4	21	381	437
163	Little-River	Arkansas	1591	961	59	10	238	53	239	5	28	524	588
164	Logan	Arkansas	2963	1682	120	19	400	96	570	12	65	964	1028
165	Lonoke	Arkansas	4034	2396	158	21	569	176	643	9	62	1306	1469
166	Madison	Arkansas	1591	923	64	12	195	60	306	4	29	524	513
167	Marion	Arkansas	2441	1585	79	12	231	59	426	7	41	890	762
168	Miller	Arkansas	4087	2490	134	23	658	161	551	8	62	1262	1686
169	Mississippi	Arkansas	5404	3084	177	42	808	280	901	14	97	1637	2057
170	Monroe	Arkansas	1357	791	54	8	242	63	178	4	16	450	547
171	Montgomery	Arkansas	1180	763	48	7	132	32	183	4	12	429	407
172	Nevada	Arkansas	1314	772	49	8	218	58	187	2	21	421	515
173	Newton	Arkansas	1011	515	37	8	122	33	257	4	36	301	290
174	Ouachita	Arkansas	4364	2626	159	25	667	153	648	11	74	1418	1693
175	Perry-	Arkansas	1237	694	43	5	162	50	249	5	28	395	419
176	Phillips	Arkansas	3116	1747	100	31	512	197	457	9	63	967	1152
177	Pike	Arkansas	1468	922	65	5	225	40	191	4	18	538	552
178	Poinsett	Arkansas	3112	1739	126	11	506	116	557	7	52	991	1156
179	Polk	Arkansas	2795	1809	123	16	351	79	365	11	41	1033	1009
180	Pope	Arkansas	5724	3363	195	22	700	203	1110	17	116	1836	1963
181	Prairie	Arkansas	1216	707	56	5	213	42	174	2	15	425	453
182	Pulaski	Arkansas	37021	23659	1156	271	4631	1644	5049	41	566	11590	15301
183	Randolph	Arkansas	2472	1478	94	8	354	72	419	7	38	826	885
184	St-Francis	Arkansas	3097	1791	96	27	471	143	502	5	63	978	1145
185	Saline	Arkansas	8314	5370	323	34	990	289	1181	13	116	3009	2863
186	Scott	Arkansas	1511	841	59	8	216	42	304	7	33	477	519
187	Searcy	Arkansas	1207	669	45	7	158	35	264	3	26	389	379
189	Sebastian	Arkansas	12994	8121	486	58	1775	375	1962	16	201	4271	5164
190	Sevier	Arkansas	1665	1031	72	8	242	64	216	5	26	596	609
191	Sharp	Arkansas	3377	2341	123	15	352	66	433	9	39	1325	1180
192	Slone	Arkansas	1642	950	61	7	197	45	347	8	27	566	489
193	Union	Arkansas	6889	4103	254	37	1115	287	967	15	115	2282	2763
194	Van-Buren	Arkansas	2898	1999	119	12	282	58	380	10	40	1146	1004
195	Washington	Arkansas	13089	8213	451	47	1553	427	2144	19	237	4362	4846
196	White	Arkansas	7412	4608	288	38	970	251	1117	22	115	2531	2723
197	Woodruff	Arkansas	1135	645	45	7	212	51	161	2	12	386	437
198	Yell	Arkansas	2637	1465	94	15	338	82	570	10	62	806	907
199	Unknown	Arkansas	13	6	1	2	3		2		1	3	6
201	"California,-total"	California	2757089	1921638	116038	15305	320035	84103	274652	2885	22432	1053257	1114528
202	Alameda	California	113335	77172	4336	688	13152	3644	13144	89	1112	40635	46854
203	Alpine	California	77	57	3	1	6	2	9		1	37	21
204	Amador	California	5162	3744	243	20	567	120	439	4	27	2183	1922
205	Butte	California	26882	18751	1139	98	3167	595	2853	41	237	10455	10753
206	Calaveras	California	6067	4320	263	22	614	130	657	10	51	2502	2077
207	Colusa	California	1875	1244	100	8	267	51	180	5	20	766	729
208	Contra-Costa	California	87482	60422	4045	392	10811	2448	8491	69	803	33288	36076
209	Del-Norte	California	3169	2013	126	15	367	82	512	8	47	1198	1079
210	Eldorado	California	16140	11509	716	62	1557	447	1678	19	154	6482	5817
211	Fresno	California	61277	40647	2615	419	7685	2477	6719	83	631	22865	24008
212	Glenn	California	2944	2008	147	15	375	95	273	6	26	1171	1154
213	Humboldt	California	14482	9113	628	63	1961	431	2080	29	176	5314	5379
214	Imperial	California	11387	7166	556	135	1456	537	1380	34	125	4672	3508
215	Inyo	California	2840	2061	107	9	338	72	229	3	21	1124	1190
216	Kern	California	53421	33519	2111	291	6596	2190	7822	121	772	19112	19115
217	Kings	California	6746	4197	334	39	943	300	841	14	80	2446	2478
218	Lake	California	9994	6951	358	34	1024	229	1294	14	91	3962	3597
219	Lassen	California	2534	1617	94	12	301	85	383	5	36	930	891
220	Los-Angeles	California	684131	485078	27559	4064	76829	21447	63924	648	4584	262823	282742
221	Madera	California	10913	7256	505	60	1248	394	1308	20	121	4314	3812
222	Marin	California	27406	20409	1311	138	3160	460	1810	9	106	11294	11902
223	Mariposa	California	2491	1775	113	5	233	53	285	2	25	1071	816
224	Mendocino	California	10248	6829	428	61	1242	360	1211	13	105	3880	3856
225	Merced	California	14921	9682	659	102	1951	554	1769	30	174	5611	5446
226	Modoc	California	1379	934	57	9	164	35	165	2	12	559	492
227	Mono	California	676	500	28	4	59	19	58		8	311	189
228	Monterey	California	30514	21223	1466	167	3812	878	2693	34	238	12026	12444
229	Napa	California	14359	10234	606	120	1727	492	1066	15	99	5620	6105
230	Nevada	California	12476	9122	611	47	1264	251	1079	7	95	5257	4755
231	Orange	California	212270	153399	9216	1114	25934	5558	15680	141	1225	82851	90763
232	Placer	California	22398	15791	980	92	2477	590	2208	24	235	8635	8758
233	Plumas	California	3070	2188	135	13	304	73	333	4	21	1321	1038
234	Riverside	California	147716	107164	5815	663	15537	4226	13006	165	1140	59580	58581
235	Sacramento	California	98708	64625	3981	539	11850	3378	13074	114	1148	34371	39059
236	San-Benito	California	3314	2338	122	27	364	126	309	2	26	1298	1255
237	San-Bernardino	California	118903	77445	4517	768	14443	5608	14514	209	1399	42157	44541
238	San-Diego	California	236639	167819	11753	1304	27884	6263	19830	208	1578	94515	96087
239	San-Francisco	California	75293	53699	2256	407	7778	1453	9328	31	342	26911	32981
240	San-Joaquin	California	46863	30689	1849	288	5693	1844	5857	68	574	17187	18015
241	San-Luis-Obispo	California	28076	20055	1274	101	3134	587	2654	35	235	11221	11354
242	San-Mateo	California	71680	52941	3034	315	7939	1529	5506	30	384	28552	31025
243	Santa-Barbara	California	40516	28771	2028	258	4778	964	3405	34	280	16122	16791
244	Santa-Clara	California	121252	86629	5374	651	13443	3473	10746	82	853	47274	49276
245	Santa-Cruz	California	20834	14442	909	99	2627	583	1993	21	158	7715	8934
246	Shasta	California	21784	14088	910	117	2637	661	3067	49	254	7975	7942
247	Sierra-	California	461	332	21		54	10	40	1	4	200	165
248	Siskiyou	California	6723	4492	318	24	818	164	821	13	70	2657	2442
249	Solano	California	25501	16275	1056	149	3143	1071	3386	44	374	8694	9621
250	Sonoma	California	47794	33417	2011	311	5887	1364	4415	31	358	17824	20497
251	Stanislaus	California	38335	24790	1487	185	4691	1341	5277	63	500	13741	14489
252	Sutter	California	7458	4884	328	26	965	235	936	11	71	2740	2812
253	Tehama	California	7449	4966	305	30	867	219	966	16	78	2854	2687
254	Trinity	California	1981	1261	79	7	233	42	333	6	22	755	643
255	Tulare	California	29693	19346	1232	258	3692	1296	3497	51	322	10869	11247
256	Tuolumne	California	8576	6182	365	28	851	190	873	15	76	3555	3082
257	Ventura	California	60393	42253	2614	329	6903	1788	5906	59	539	22973	24483
258	Yolo	California	12175	8132	568	63	1512	400	1368	14	117	4638	4777
259	Yuba	California	5750	3563	236	35	703	195	936	11	71	2111	1926
260	Unknown	California	156	113	8		16	4	13		1	67	58
262	"Colorado,-total"	Colorado	331495	218766	15041	1321	40889	10631	40547	436	3864	122401	126432
263	Adams	Colorado	24762	15570	841	101	2799	954	4053	46	397	8620	8387
264	Alamosa	Colorado	1026	592	44	7	143	51	166	5	20	343	358
265	Arapahoe	Colorado	34104	23329	1564	133	4030	1183	3479	26	359	12891	13258
266	Archuleta	Colorado	850	581	49	4	69	25	108	1	11	363	233
267	Baca	Colorado	706	446	61	2	124	17	51	1	3	299	292
268	Beni	Colorado	571	330	28	4	78	16	105	1	7	211	185
269	Boulder	Colorado	18113	12255	874	79	2356	577	1801	9	164	6798	7236
270	Chaffee	Colorado	2044	1424	101	10	229	43	216	4	16	819	728
271	Cheyenne	Colorado	267	175	21	2	45	13	10		1	116	111
272	Clear-Creek	Colorado	630	403	25	1	68	26	98		10	233	201
273	Conejos	Colorado	773	450	46	7	101	23	130	3	11	294	241
274	Costilla	Colorado	456	245	19	3	43	16	115	4	11	155	115
275	Crowley	Colorado	422	247	21	1	58	9	75	1	10	161	141
276	Custer	Colorado	374	240	23	2	29	12	60	2	6	149	100
277	Delta	Colorado	3993	2682	218	10	491	85	456	9	41	1647	1416
278	Denver	Colorado	53968	36375	1980	194	6438	1270	7180	51	483	18739	23180
279	Dolores	Colorado	262	151	17	1	34	9	43	2	4	104	80
280	Douglas	Colorado	5055	3422	264	24	520	254	502	2	68	1998	1687
281	Eagle	Colorado	983	654	37	4	110	50	114	1	13	409	290
282	Elbert	Colorado	791	511	38	3	95	36	95	1	13	321	236
283	El-Paso	Colorado	35153	22495	1775	149	4238	1229	4730	56	483	12449	12795
284	Fremont	Colorado	5073	3279	231	24	665	139	662	12	60	1905	1908
285	Garfield	Colorado	3132	2107	123	8	355	114	372	5	46	1218	1107
286	Gilpin	Colorado	229	157	6		20	10	31	1	2	101	66
287	Grand	Colorado	786	587	35	3	67	20	68	1	6	344	237
288	Gunnison	Colorado	671	453	30	2	78	33	68	1	6	255	226
289	Hinsdale	Colorado	75	57	4		4	4	7			35	18
290	Huerfano	Colorado	980	602	38	7	147	29	142	3	12	367	349
291	Jackson	Colorado	178	117	7		26	7	20		1	81	57
292	Jefferson	Colorado	40350	27919	1712	152	4763	1328	4037	28	411	15134	15736
293	Kiowa	Colorado	238	147	14	2	41	11	21		1	97	96
294	Kit-Carson	Colorado	978	625	69	6	181	26	69	1	4	422	396
295	Lake	Colorado	486	285	24	2	78	21	72		4	181	160
296	La-Plata	Colorado	3144	2114	142	12	388	123	324	5	34	1221	1149
297	Larimer	Colorado	18157	12295	897	48	2227	541	1926	19	203	6856	7111
298	Las-Animas	Colorado	1920	1120	100	13	307	48	296	5	31	696	717
299	Lincoln	Colorado	601	393	35	2	110	12	44	1	4	239	258
300	Logan	Colorado	2492	1593	157	14	395	74	231	3	25	1000	971
301	Mesa	Colorado	13472	9057	623	64	1614	423	1526	19	144	5229	5057
302	Mineral	Colorado	97	64	4	1	16	3	8			39	35
303	Moffat	Colorado	1058	638	43	3	138	33	184	2	18	371	356
304	Montezuma	Colorado	2503	1576	125	11	333	80	334	4	39	941	887
305	Montrose	Colorado	3738	2496	198	15	493	120	378	5	34	1467	1433
306	Morgan	Colorado	2661	1694	155	7	420	72	278	3	35	1038	1053
307	Otero	Colorado	2439	1500	105	9	346	84	363	5	30	847	952
308	Ouray	Colorado	328	232	20	2	32	7	31	2	4	145	106
309	Park	Colorado	812	525	29	2	50	30	160	1	16	294	212
310	Phillips	Colorado	574	376	44	2	101	14	32	1	4	246	244
311	Pitkin	Colorado	699	531	41	9	55	18	45		2	325	237
312	Prowers	Colorado	1453	890	78	5	243	51	161	6	17	533	591
313	Pueblo	Colorado	16384	9758	858	75	2357	514	2511	48	261	5832	6088
314	Rio-Blanco	Colorado	572	364	29	2	66	26	73	2	7	217	206
315	Rio-Grande	Colorado	1420	882	70	8	200	51	192	3	15	550	506
316	Routt	Colorado	838	542	36	4	103	41	97	2	11	319	276
317	Saguache-	Colorado	335	217	23	4	49	11	26	1	3	156	113
318	San-Juan	Colorado	55	35	1		8	4	9		2	21	16
319	San-Miguel	Colorado	179	118	7		23	8	23		2	74	50
320	Sedgwick	Colorado	512	362	32		65	8	42	1	5	239	187
321	Summit	Colorado	623	449	30	2	48	24	58	1	11	283	154
322	Teller	Colorado	1381	855	55	5	127	68	240	4	26	479	386
323	Washington	Colorado	650	405	54	3	122	17	45	1	4	281	261
324	Weld	Colorado	12628	7921	609	58	1698	439	1700	21	183	4687	4640
325	Yuma	Colorado	1277	836	94	3	229	36	71	1	6	521	546
326	Unknown	Colorado	15	9		1	2	3	1		2	4	6
328	"Connecticut,-total"	Connecticut	427930	319655	12460	1920	45979	10613	34254	253	2795	165134	187551
329	Fairfield	Connecticut	106129	80329	3535	445	11695	2446	7055	58	569	42426	47177
330	Hartford	Connecticut	115208	86796	3091	599	11469	3091	9369	52	739	43995	50468
331	Litchfield	Connecticut	23799	17863	665	109	2561	560	1864	14	160	9369	10288
332	Middlesex	Connecticut	18852	14265	543	74	1967	400	1472	9	120	7244	8310
333	New-Haven	Connecticut	107955	79872	2837	433	12058	2609	9322	73	749	40767	48297
334	New-London	Connecticut	30219	21648	1130	156	3651	805	2591	24	213	11672	12474
335	Tolland	Connecticut	13009	9744	362	48	1263	325	1155	7	103	5073	5237
336	Windham	Connecticut	12749	9130	300	57	1305	381	1421	14	140	4588	5291
337	Unknown	Connecticut	11	6	1	1	1		2		1	2	4
339	"Delaware,-total"	Delaware	86983	61353	3150	401	10264	2701	8359	73	682	32715	34502
340	Kent	Delaware	11420	7794	351	75	1275	522	1277	12	113	4011	4315
341	New-Castle	Delaware	53061	37021	2093	227	6626	1608	5025	40	421	19885	21545
342	Sussex	Delaware	22499	16534	707	100	2362	573	2056	20	147	8819	8642
343	Unknown	Delaware	4	2			3					1	3
345	"District-of-Columbia,-total"	District-of-Columbia	44390	30378	1122	207	5475	2002	4922	21	262	14218	20546
347	"Florida,-total"	Florida	2080042	1520535	77576	8709	232583	47451	176101	2122	14965	831367	849449
348	Alachua	Florida	17140	11402	628	170	2111	805	1820	18	186	6060	6857
349	Baker	Florida	1749	967	46	27	214	106	348	3	37	518	535
350	Bay	Florida	15636	10114	654	84	2138	540	1903	32	170	5666	5623
351	Bradford	Florida	1815	1132	59	12	252	80	254	2	23	617	664
352	Brevard	Florida	70636	51213	2915	250	7725	1455	6453	83	541	28827	26744
353	Broward	Florida	207485	154546	6245	642	26027	4340	14414	133	1136	79981	96004
354	Calhoun	Florida	1259	742	47	13	190	54	194	4	13	410	464
355	Charlotte	Florida	34072	26991	1341	96	3018	353	2098	27	149	15264	13364
356	Citrus	Florida	28192	21801	1069	103	2490	353	2175	37	166	12485	10500
357	Clay	Florida	10923	7138	435	58	1327	457	1330	18	158	3864	3954
358	Collier	Florida	37279	28744	2204	98	3839	494	1763	18	117	17554	14307
359	Columbia	Florida	5949	3763	197	36	709	240	915	14	76	2125	2005
360	Dade	Florida	187899	135390	6925	1209	20570	5876	16421	176	1331	72660	77676
361	De-Soto	Florida	3744	2623	133	21	381	102	440	7	37	1474	1397
362	Dixie	Florida	1701	1063	56	13	179	52	306	5	25	626	487
363	Duval	Florida	66548	43481	2281	340	8965	2809	7856	76	741	22331	27340
364	Escambia	Florida	29087	18557	1384	171	4080	1037	3490	54	315	10080	11093
365	Flagler	Florida	10365	8201	373	38	720	166	782	11	73	4581	3689
366	Franklin	Florida	1342	914	52	4	161	27	171	2	13	524	484
367	Gadsden	Florida	4431	2735	114	44	499	257	696	6	81	1385	1593
368	Gilchrist	Florida	1429	878	48	7	185	53	231	5	24	490	460
369	Ci-lades	Florida	1107	794	40	5	105	28	127	2	7	475	370
370	Gulf	Florida	1777	1105	91	13	289	49	206	5	18	689	620
371	Hamilton	Florida	1195	698	37	7	164	60	206	5	17	415	375
372	Hardee	Florida	2415	1604	90	21	277	111	281	4	27	914	880
373	Hendry	Florida	2857	1886	99	29	354	143	310	5	31	1103	983
374	Hernando	Florida	31968	24640	1187	126	2557	420	2742	50	244	14015	11873
375	Highlands	Florida	19021	14880	748	64	1754	267	1197	20	90	8470	7585
376	Hillsborough	Florida	97726	65623	3353	522	11761	3193	11976	135	1164	34958	38099
377	Holmes	Florida	2309	1331	88	11	354	71	407	8	41	758	805
378	Indian-River	Florida	23617	18202	1145	69	2505	330	1258	13	99	10713	9607
379	Jackson	Florida	5191	3127	170	56	749	272	730	11	75	1656	1940
