id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
69	Winston	Alabama	2245	1239	96	7	343	85	426	14	35	699	776
70	Unknown	Alabama	8	6	    	    	2	    	    	    	    	4	4
72	"Alaska, total"	Alaska	23041	14844	751	178	2347	1851	2743	44	283	8408	7301
73	Aleutian Islands	Alaska	101	66	3	1	11	12	8	    	    	45	24
74	Anchorage	Alaska	8997	5751	279	62	899	669	1203	13	121	3064	3011
75	Angoon	Alaska	46	34	1	    	5	5	1	    	    	18	19
76	BarrowNorth Slope	Alaska	202	88	7	3	33	45	24	    	2	60	44
77	Bethel	Alaska	240	114	12	3	39	37	32	    	3	93	55
78	Bristol Bay Borough	Alaska	124	81	3	    	13	11	15	    	1	52	38
79	Bristol Bay	Alaska	187	113	8	6	26	21	12	    	1	77	58
80	CordovaMcCarthy	Alaska	124	87	6	2	10	8	11	    	    	45	43
81	Fairbanks North Star	Alaska	3005	1933	91	22	293	234	387	6	39	1101	898
82	Haines	Alaska	179	131	8	2	19	9	9	    	1	78	67
83	Juneau	Alaska	1416	974	33	11	141	116	128	    	13	510	544
84	KenaiCook Inlet	Alaska	2051	1363	75	10	187	130	257	5	24	813	588
85	Ketchikan Gateway	Alaska	868	632	30	3	86	43	68	    	6	377	308
86	Kobuk	Alaska	189	77	9	4	34	40	23	    	2	58	44
87	Kodiak Island	Alaska	342	232	8	1	35	39	25	    	2	141	101
88	Kuskokwim	Alaska	79	41	2	1	14	19	2	    	    	28	22
89	MatanuskaSusitna	Alaska	1988	1283	73	10	180	150	257	4	31	748	562
90	Nome	Alaska	256	135	12	6	42	40	18	    	3	87	79
91	Outer Ketchikan	Alaska	131	87	3	    	7	10	23	    	1	42	34
92	Prince Of Wales	Alaska	107	71	4	    	8	6	17	    	1	48	26
93	Seward	Alaska	273	191	7	2	31	19	21	    	2	113	88
94	Sitka	Alaska	465	324	11	2	52	31	40	    	5	164	188
95	SkagwayYakutat	Alaska	143	103	1	1	9	8	20	    	1	59	40
96	Southeast Fairbanks	Alaska	208	132	7	1	24	14	26	1	3	82	52
97	Upper Yukon	Alaska	48	28	1	    	8	7	4	    	    	17	14
98	ValdezChitinaWhittier	Alaska	302	190	9	6	31	27	35	    	4	118	79
99	Wade Hampton	Alaska	150	63	7	3	26	37	14	    	    	51	30
100	WrangellPetersburg	Alaska	448	336	11	3	37	31	28	    	2	195	153
101	YukonKoyukuk	Alaska	155	94	8	4	14	22	13	    	    	67	32
102	Unknown	Alaska	108	79	3	    	11	3	11	    	1	39	55
104	"Arizona, total"	Arizona	409793	291159	17821	1807	45664	11383	38119	652	3188	159286	159506
105	Apache	Arizona	2682	1367	135	33	438	340	324	7	38	905	748
106	Cochise	Arizona	9354	6316	495	82	1117	275	964	27	78	3700	3281
107	Coconino	Arizona	6422	4287	314	39	704	365	634	12	67	2482	2143
108	Gila	Arizona	6947	4779	357	33	808	195	694	19	62	2855	2368
109	Graham	Arizona	3213	2080	187	27	417	112	347	9	34	1234	1151
110	Greenlee	Arizona	877	555	63	12	115	42	78	4	8	361	274
111	La Paz	Arizona	1995	1457	69	9	178	48	217	3	14	874	659
112	Maricopa	Arizona	230559	165737	9550	827	26030	6062	20306	307	1740	88538	94193
113	Mohave	Arizona	18542	13921	633	55	1544	373	1886	29	101	7793	6414
114	Navajo	Arizona	5443	3436	271	44	602	342	672	12	64	2045	1685
115	Pima	Arizona	76573	53597	3592	362	8932	1909	7442	125	614	29358	30450
116	Pinal	Arizona	13811	9410	621	81	1420	487	1609	38	145	5570	4593
117	Santa Cruz	Arizona	2429	1652	142	32	299	90	190	5	19	619	409
118	Yavapai	Arizona	21207	15759	964	83	2039	358	1850	32	122	8949	7797
119	Yuma	Arizona	9662	6783	424	82	1008	380	894	18	73	3986	3331
120	Unknown	Arizona	16	15	1	    	    	    	    	    	    	11	5
122	"Arkansas, total"	Arkansas	267467	168889	11063	1467	36643	9588	35403	724	3690	95282	100195
123	Arkansas	Arkansas	2620	1604	133	10	484	94	261	8	26	921	1121
124	Ashley	Arkansas	2779	1577	127	17	466	138	405	9	40	956	993
125	Baxter	Arkansas	7136	5420	266	23	646	91	624	15	51	2981	2676
126	Benton	Arkansas	14603	10595	703	45	1470	332	1301	20	137	6025	5443
127	Boone	Arkansas	3769	2409	153	17	469	89	562	12	58	1321	1370
128	Bradley	Arkansas	1723	1010	87	13	318	70	204	5	16	598	670
129	Calhoun	Arkansas	682	390	23	4	114	26	112	3	10	230	241
130	Carroll	Arkansas	2597	1765	109	9	292	75	313	4	30	969	951
131	Chicot	Arkansas	1534	888	56	15	247	68	228	4	28	501	577
132	Clark	Arkansas	2493	1617	105	12	376	69	280	7	27	904	984
133	Clay	Arkansas	2455	1484	127	9	401	64	332	7	31	861	970
134	Cleburne	Arkansas	3132	2096	147	16	376	70	383	7	37	1226	1077
135	Cleveland	Arkansas	783	440	37	3	125	27	136	3	12	261	269
136	Columbia	Arkansas	3228	1927	152	21	542	124	410	7	45	1126	1286
137	Conway	Arkansas	2320	1425	88	17	295	64	388	7	36	764	864
138	Craighead	Arkansas	6721	4111	279	35	987	252	954	15	88	2205	2591
139	Crawford	Arkansas	4373	2523	165	23	543	175	832	16	96	1409	1435
140	Crittenden	Arkansas	3878	2218	123	31	612	244	574	10	66	1254	1367
141	Cross	Arkansas	1891	1114	99	14	297	83	251	6	27	659	715
142	Dallas	Arkansas	1227	720	59	6	188	50	182	4	18	420	460
143	Desha	Arkansas	1420	831	60	11	253	78	164	5	18	473	562
144	Drew	Arkansas	1799	1076	64	11	283	98	237	5	25	593	678
145	Faulkner	Arkansas	5307	3398	211	36	629	223	729	14	67	1815	1953
146	Franklin	Arkansas	1792	1060	67	10	264	66	291	6	28	609	628
147	Fulton	Arkansas	1353	826	65	4	179	42	210	6	21	478	457
148	Garland	Arkansas	13731	9900	619	45	1541	272	1231	24	99	5543	5279
149	Grant	Arkansas	1327	767	69	6	219	50	190	6	20	453	488
150	Greene	Arkansas	3678	2199	148	15	515	132	594	12	63	1207	1345
151	Hempstead	Arkansas	2450	1568	95	15	389	90	260	3	30	871	996
152	Hot Spring	Arkansas	3384	2067	160	18	515	122	449	10	43	1212	1238
153	Howard	Arkansas	1514	960	70	9	243	53	164	2	13	540	608
154	Independence	Arkansas	3563	2148	141	16	483	128	587	11	49	1182	1288
155	Izard	Arkansas	1989	1326	76	6	234	52	268	6	21	764	718
156	Jackson	Arkansas	2236	1332	92	11	356	80	328	7	30	757	850
157	Jefferson	Arkansas	7792	4708	304	52	1174	376	1040	20	118	2511	3074
158	Johnson	Arkansas	2355	1446	101	11	336	73	346	10	32	838	872
159	Lafayette	Arkansas	941	553	41	3	169	39	122	2	12	321	381
160	Lawrence	Arkansas	2391	1401	103	9	370	73	388	10	37	809	878
161	Lee	Arkansas	1368	749	63	15	227	78	207	3	26	440	488
162	Lincoln	Arkansas	959	555	48	5	164	37	135	2	13	325	357
163	Little River	Arkansas	1407	856	52	7	210	63	193	4	22	476	524
164	Logan	Arkansas	2577	1517	111	14	374	85	414	12	50	872	951
165	Lonoke	Arkansas	3402	2016	152	18	502	150	503	9	52	1104	1269
166	Madison	Arkansas	1291	763	58	10	151	43	240	3	23	440	425
167	Marion	Arkansas	2006	1342	73	9	193	54	297	8	30	755	669
168	Miller	Arkansas	3732	2300	137	22	601	161	454	10	47	3216	256
169	Mississippi	Arkansas	4849	2840	188	33	753	259	690	11	75	1537	1874
170	Monroe	Arkansas	1272	733	57	7	234	61	162	4	14	415	518
171	Montgomery	Arkansas	972	628	42	6	120	22	141	3	10	365	333
172	Nevada	Arkansas	1099	666	48	7	181	53	128	3	13	372	439
173	Newton	Arkansas	805	417	40	5	111	29	178	4	21	252	237
174	Ouachita	Arkansas	3880	2360	162	21	613	148	513	10	53	1316	1516
175	Perry	Arkansas	1015	592	41	7	136	28	187	5	19	335	353
176	Phillips	Arkansas	2772	1579	95	26	465	164	376	10	57	883	1052
177	Pike	Arkansas	1278	787	63	5	209	37	158	3	16	482	486
178	Poinsett	Arkansas	2739	1518	125	12	460	102	468	11	43	896	1011
179	Polk	Arkansas	2404	1607	118	14	299	65	267	9	25	926	885
180	Pope	Arkansas	4708	2799	176	18	599	171	842	23	80	1568	1658
181	Prairie	Arkansas	1094	643	58	4	200	32	141	2	14	394	416
182	Pulaski	Arkansas	32581	21018	1121	240	4229	1441	4018	48	466	10305	13660
183	Randolph	Arkansas	2043	1224	87	8	302	60	325	8	29	715	718
184	St Francis	Arkansas	2707	1633	98	23	400	129	366	8	50	911	999
185	Saline	Arkansas	6548	4178	285	28	833	257	874	17	76	2346	2287
186	Scott	Arkansas	1269	731	51	6	195	37	219	7	23	422	446
187	Searcy	Arkansas	1020	579	41	6	140	27	201	4	22	359	329
189	Sebastian	Arkansas	11395	7266	474	56	1583	339	1504	22	151	3892	4621
190	Sevier	Arkansas	1490	955	70	9	232	55	147	3	19	547	565
191	Sharp	Arkansas	2914	2059	121	16	303	53	323	9	30	1181	1062
192	Stone	Arkansas	1286	753	53	5	161	39	245	5	25	450	384
193	Union	Arkansas	6228	3743	263	37	1063	260	757	17	88	2151	2511
194	Van Buren	Arkansas	2489	1753	114	12	247	50	275	10	28	1024	860
195	Washington	Arkansas	10972	6945	421	39	1343	387	1628	20	189	3722	4125
196	White	Arkansas	6338	3941	272	30	870	222	891	21	91	2206	2325
197	Woodruff	Arkansas	997	576	39	8	186	46	128	2	12	341	390
198	Yell	Arkansas	2273	1329	90	11	299	68	423	13	40	738	793
199	Unknown	Arkansas	15	6	    	    	5	1	3	    	    	3	6
201	"California, total"	California	2422001	1697592	109027	12883	286639	73262	221914	3102	17582	927853	987561
202	Alameda	California	101271	69589	4156	556	12125	3274	10559	116	896	36787	42474
203	Alpine	California	66	49	3	    	6	    	8	    	    	27	20
204	Amador	California	4351	3180	228	15	497	103	304	4	20	1886	1632
205	Butte	California	24135	17061	1117	95	2769	567	2297	41	188	9614	9646
206	Calaveras	California	5160	3683	258	12	540	128	490	8	41	2167	1778
207	Colusa	California	1695	1133	90	6	248	55	147	3	13	681	666
208	Contra Costa	California	74936	51782	3797	298	9546	2082	6725	80	626	28789	30931
209	Del Norte	California	2747	1772	116	12	326	76	404	10	31	1046	942
210	Eldorado	California	14094	10169	669	52	1373	411	1293	19	108	5728	5090
211	Fresno	California	54276	36219	2515	360	6924	2112	5564	89	493	20514	21248
212	Glenn	California	2663	1824	135	15	354	78	229	7	21	1058	1033
213	Humboldt	California	12925	8189	600	47	1773	426	1719	30	141	4865	4722
214	Imperial	California	9735	6169	491	130	1198	472	1140	33	102	3957	2932
215	Inyo	California	2596	1910	107	5	319	61	178	1	15	1061	1068
216	Kern	California	46682	29520	2001	248	5920	1917	6360	118	598	16895	16781
217	Kings	California	5645	3515	295	34	814	259	651	12	65	2066	2107
218	Lake	California	9096	6394	347	31	944	190	1080	20	90	3656	3327
219	Lassen	California	2258	1437	100	9	266	77	329	6	34	826	786
220	Los Angeles	California	619685	441381	26207	3473	70852	18978	54336	684	3774	237213	259148
221	Madera	California	9285	6124	479	54	1124	333	1048	20	103	3670	3223
222	Marin	California	23558	17516	1230	105	2794	417	1407	10	79	9705	10318
223	Mariposa	California	2067	1520	104	4	188	42	190	2	17	891	710
224	Mendocino	California	9225	6183	430	56	1121	319	1019	12	85	3560	3437
225	Merced	California	12804	8343	609	78	1713	505	1394	25	137	4857	4735
226	Modoc	California	1377	914	56	8	176	39	167	4	13	538	489
227	Mono	California	525	390	23	    	42	20	46	    	4	242	152
228	Monterey	California	26587	18502	1332	140	3422	778	2171	40	202	10422	10846
229	Napa	California	12810	9137	599	87	1572	403	933	10	69	5002	5509
230	Nevada	California	10759	7908	585	39	1087	241	822	10	67	4539	4059
231	Orange	California	181085	130991	8395	913	22699	4641	12395	146	905	70157	78250
232	Placer	California	17545	12329	835	69	2044	474	1614	27	153	6782	6882
233	Plumas	California	2795	2016	131	12	280	65	269	5	17	1202	945
234	Riverside	California	126154	92434	5366	564	13360	3517	9897	160	856	51312	50279
235	Sacramento	California	84540	55566	3772	431	10383	2914	10438	131	905	29510	33725
236	San Benito	California	2754	1970	114	16	318	106	210	2	18	1153	1023
237	San Bernardino	California	102718	67712	4188	598	12628	4724	11555	214	1099	36785	39038
238	San Diego	California	205486	146540	10782	1102	24356	5383	15879	235	1209	81752	83956
239	San Francisco	California	70097	50389	2249	335	7619	1294	7895	34	282	25214	31402
240	San Joaquin	California	41359	27435	1796	286	5050	1580	4702	76	434	15485	15895
241	San Luis Obispo	California	23977	17295	1191	88	2722	480	2009	33	159	9697	9705
242	San Mateo	California	64958	48157	2977	260	7366	1350	4496	38	314	26050	28217
243	Santa Barbara	California	34968	25033	1850	190	4210	825	2621	36	203	13875	14716
244	Santa Clara	California	101868	72798	4799	564	11795	3014	8157	97	644	39337	41783
245	Santa Cruz	California	18842	13309	882	79	2414	509	1517	25	107	7165	8156
246	Shasta	California	18611	12192	848	84	2305	591	2347	49	195	7009	6791
247	Sierra	California	402	292	17	    	49	9	33	    	2	183	139
248	Siskiyou	California	6082	4123	307	18	733	149	682	9	61	2446	2193
249	Solano	California	21162	13617	940	117	2729	922	2536	43	258	7300	8124
250	Sonoma	California	41325	28989	1933	267	5102	1195	3519	41	279	15692	17637
251	Stanislaus	California	32967	21638	1417	161	4107	1145	4070	60	369	12072	12580
252	Sutter	California	6388	4189	301	21	860	214	728	11	64	2382	2418
253	Tehama	California	6558	4433	290	29	750	186	787	17	66	2545	2368
254	Trinity	California	1636	1059	69	6	189	43	247	6	17	619	524
255	Tulare	California	26726	17368	1205	274	3368	1157	3008	61	285	9847	10062
256	Tuolumne	California	7365	5358	352	27	729	161	670	9	59	3096	2624
257	Ventura	California	51033	35841	2396	275	6024	1587	4454	66	390	19515	20840
258	Yolo	California	10577	7110	539	51	1322	357	1094	15	89	4036	4200
259	Yuba	California	5158	3232	223	27	613	186	800	14	63	1893	1699
260	Unknown	California	3633	2636	157	16	457	91	254	3	19	1445	1554
262	"Colorado, total"	Colorado	279093	184988	13761	1087	35790	9131	31047	515	2774	102960	107883
263	Adams	Colorado	19924	12569	742	81	2369	794	3041	55	273	6857	6841
264	Alamosa	Colorado	880	518	42	4	121	48	127	4	16	310	305
265	Arapahoe	Colorado	27739	19086	1394	117	3365	993	2509	30	245	10468	10871
266	Archuleta	Colorado	609	422	36	1	52	17	73	2	6	258	172
267	Baca	Colorado	611	395	57	2	103	10	40	1	3	272	249
268	Bent	Colorado	499	300	27	2	65	14	84	1	6	192	167
269	Boulder	Colorado	15528	10481	794	62	2095	495	1461	16	124	5752	6321
270	Chaffee	Colorado	1726	1179	95	10	206	40	181	2	13	691	608
271	Cheyenne	Colorado	232	153	18	    	40	14	7	    	    	100	101
272	Clear Creek	Colorado	478	315	23	1	51	17	63	1	7	177	169
273	Conejos	Colorado	660	388	43	4	90	23	98	3	11	256	207
274	Costilla	Colorado	248	135	12	1	32	12	51	1	4	94	69
275	Crowley	Colorado	376	228	22	2	56	9	53	1	5	153	127
276	Custer	Colorado	255	160	18	    	22	9	40	1	5	100	71
277	Delta	Colorado	3442	2308	204	9	443	75	351	11	41	1401	1246
278	Denver	Colorado	49530	33921	2013	167	6182	1129	5713	58	347	17445	21657
279	Dolores	Colorado	199	115	15	    	27	6	32	1	3	79	61
280	Douglas	Colorado	3219	2172	179	12	346	161	309	5	35	1258	1038
281	Eagle	Colorado	780	508	31	1	96	48	85	1	10	308	237
282	Elbert	Colorado	612	393	37	2	75	27	68	1	9	255	191
283	El Paso	Colorado	28775	18457	1502	116	3609	1076	3590	63	362	10009	10712
284	Fremont	Colorado	4237	2753	215	20	596	117	480	13	43	1591	1612
285	Garfield	Colorado	2584	1712	115	6	314	100	304	6	27	987	947
286	Gilpin	Colorado	162	108	4	    	11	12	26	    	1	63	48
287	G rand	Colorado	636	465	26	2	59	17	62	1	4	270	197
288	Gunnison	Colorado	551	370	25	2	74	29	46	    	5	222	187
289	Hinsdale	Colorado	56	43	3	    	6	3	1	    	    	24	17
290	Huerfano	Colorado	820	523	41	4	130	24	90	2	6	320	309
291	Jackson	Colorado	127	84	6	    	24	4	9	    	    	58	42
292	Jefferson	Colorado	33059	22814	1551	119	4009	1121	3108	40	297	12331	12907
293	Kiowa	Colorado	213	145	16	    	33	4	15	    	    	97	84
294	Kit Carson	Colorado	847	551	70	6	160	18	41	    	1	379	354
295	Lake	Colorado	459	275	24	1	76	17	63	    	3	181	139
296	La Plata	Colorado	2669	1778	134	10	334	103	282	4	24	1005	980
297	Larimer	Colorado	15126	10208	815	30	1896	490	1512	21	154	5697	5887
298	Las Animas	Colorado	1740	1030	104	8	295	57	217	7	22	652	656
299	Lincoln	Colorado	529	352	31	1	100	10	31	1	3	214	235
300	Logan	Colorado	2142	1389	150	10	343	56	173	3	18	899	830
301	Mesa	Colorado	11174	7509	543	58	1375	363	1194	25	107	4321	4193
302	Mineral	Colorado	163	97	8	    	24	5	26	1	2	61	55
303	Moffat	Colorado	867	544	38	2	114	34	123	3	9	324	303
304	Montezuma	Colorado	2019	1274	109	5	278	78	243	6	26	756	722
305	Montrose	Colorado	3161	2073	172	12	439	113	317	7	28	1241	1195
306	Morgan	Colorado	2355	1521	152	6	376	63	211	3	23	938	927
307	Otero	Colorado	2186	1375	99	8	315	82	280	4	23	774	871
308	Ouray	Colorado	272	188	17	    	32	13	20	    	2	115	88
309	Park	Colorado	583	397	23	1	36	17	98	1	10	226	158
310	Phillips	Colorado	523	345	44	3	87	18	24	    	2	230	211
311	Pitkin	Colorado	466	355	32	2	43	8	26	    	    	223	164
312	Prowers	Colorado	1281	817	74	3	219	42	114	2	10	487	547
313	Pueblo	Colorado	14362	8692	812	73	2119	464	1973	46	183	5161	5278
314	Rio Blanco	Colorado	480	319	25	1	62	17	50	1	5	189	173
315	Rio Grande	Colorado	1127	711	65	5	170	38	128	2	8	452	404
316	Routt	Colorado	724	484	39	4	83	36	70	1	7	297	241
317	Saguache	Colorado	397	250	23	2	61	10	46	1	4	172	135
318	San Juan	Colorado	47	27	1	    	6	4	7	    	2	17	14
319	San Miguel	Colorado	142	91	6	    	24	9	11	    	1	61	43
320	Sedgwick	Colorado	468	338	33	2	57	2	32	1	3	227	180
321	Summit	Colorado	464	334	21	3	33	22	48	    	3	195	110
322	Teller	Colorado	1018	649	39	3	105	53	148	3	18	363	297
323	Washington	Colorado	575	362	53	1	118	13	27	    	1	258	234
324	Weld	Colorado	10647	6691	577	46	1496	373	1306	23	135	3947	3979
325	Yuma	Colorado	1099	723	87	2	192	28	61	2	4	476	464
326	Unknown	Colorado	13	7	    	    	5	1	    	    	    	3	2
328	"Connecticut, total"	Connecticut	379456	287073	11927	1675	42270	8964	25360	271	1916	147639	168350
329	Fairfield	Connecticut	94409	71823	3299	381	10880	2064	5502	60	400	37638	42378
330	Hartford	Connecticut	102763	78764	2988	558	10485	2609	6812	59	488	39800	45350
331	Litchfield	Connecticut	20774	15810	651	93	2373	420	1304	16	107	8239	9203
332	Middlesex	Connecticut	16383	12502	520	60	1795	400	1019	8	79	6316	7318
333	New Haven	Connecticut	96635	72601	2792	373	11120	2206	6938	82	523	36960	43820
334	New London	Connecticut	26290	19040	1063	112	3282	702	1923	23	145	10265	10994
335	Tolland	Connecticut	10971	8377	334	36	1122	248	781	7	66	4381	4485
336	Windham	Connecticut	11188	8143	278	56	1217	308	1071	11	104	4032	4799
337	Unknown	Connecticut	5	3	    	    	    	2	    	    	    	3	3
339	"Delaware, total"	Delaware	73202	52183	2868	331	9001	2181	6059	94	485	27584	29402
340	Kent	Delaware	9513	6550	300	62	1111	417	971	15	87	3379	3581
341	New Castle	Delaware	45408	32158	1924	181	5902	1279	3623	54	287	17062	18732
342	Sussex	Delaware	18263	13470	641	89	1984	481	1465	23	110	7144	7080
343	Unknown	Delaware	7	4	    	    	3	    	    	    	    	1	5
345	"District of Columbia, total"	Delaware	41064	28401	1190	190	5201	1818	4034	22	208	13326	19433
347	"Florida, total"	Delaware	1780118	1312770	72424	7136	204727	39659	130158	2270	10974	717674	733192
348	Alachua	Delaware	14316	9467	572	154	1793	718	1442	25	145	5096	5700
349	Baker	Delaware	1397	781	40	26	178	85	260	4	23	408	439
350	Bay	Florida	12697	8258	577	65	1808	469	1363	29	128	4612	4596
351	Bradford	Florida	1261	781	46	8	189	60	160	2	15	433	469
352	Brevard	Florida	56965	41494	2522	219	6410	1200	4652	85	383	23203	21625
353	Broward	Florida	188443	142003	6500	523	23927	3524	10977	154	835	74460	87283
354	Calhoun	Florida	1078	648	46	12	184	41	133	3	11	371	415
355	Charlotte	Florida	28769	22954	1261	81	2533	294	1512	32	102	12912	11207
356	Citrus	Florida	23034	17979	952	78	2028	305	1536	36	120	10250	8613
357	Clay	Florida	9027	5937	380	51	1107	389	1023	22	118	3228	3265
358	Collier	Florida	29659	22741	1939	72	3110	401	1284	22	90	13915	11244
359	Columbia	Florida	4580	2920	176	26	597	189	602	14	56	1664	1599
360	Dade	Florida	166560	120606	6478	965	19182	5027	13095	187	1020	64824	69896
361	De Soto	Florida	3286	2340	118	22	329	92	350	5	30	1321	1215
362	Dixie	Florida	1368	847	53	10	154	47	229	6	22	533	386
363	Duval	Florida	57028	37727	2145	315	8016	2392	5834	76	523	19378	23746
364	Escambia	Florida	24179	15439	1212	144	3587	905	2597	58	237	8389	9328
365	Flagler	Florida	7822	6251	301	24	558	109	525	12	42	3538	2705
366	Franklin	Florida	1344	929	51	8	155	36	147	4	14	523	460
367	Gadsden	Florida	3887	2359	105	38	469	246	598	7	65	1232	1370
368	Gilchrist	Florida	1180	727	45	7	152	47	179	5	18	413	397
369	Glades	Florida	1007	733	38	2	94	29	103	2	6	450	325
370	Gulf	Florida	1469	906	83	9	259	44	152	3	13	579	526
371	Hamilton	Florida	965	575	34	4	136	56	145	2	13	338	324
372	Hardee	Florida	1975	1348	82	18	231	83	192	3	18	777	738
373	Hendry	Florida	2382	1607	89	22	298	115	229	4	18	942	834
374	Hernando	Florida	27354	21377	1082	97	2154	363	2029	56	196	12199	10016
375	Highlands	Florida	16191	12787	696	62	1463	218	884	16	65	7219	6421
376	Hillsborough	Florida	83647	56910	3189	429	10437	2758	8934	147	843	30349	32972
377	Holmes	Florida	1770	1048	71	11	292	71	244	7	26	582	646
378	Indian River	Florida	20037	15550	1051	49	2089	266	955	13	64	9141	7987
379	Jackson	Florida	4446	2729	173	43	659	238	531	14	59	1487	1703
380	Jefferson	Florida	1198	786	43	10	173	54	123	1	8	448	464
