id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
94	Sitka	Alaska	810	520	30	5	85	60	75	5	30	230	320
95	SkagwayYakutat	Alaska	260	170	10	10	20	15	25	    	10	80	85
96	Southeast Fairbanks	Alaska	563	300	35	15	60	40	80	5	30	170	150
97	Upper Yukon	Alaska	38	10	    	    	10	10	5	    	    	5	10
98	ValdezChitinaWhittier	Alaska	606	345	40	20	50	55	70	5	20	195	180
99	Wade Hampton	Alaska	615	200	50	45	100	145	35	10	30	140	140
100	wrangellPetersburg	Alaska	782	535	45	10	65	55	60	    	10	265	310
101	YukonKoyukuk	Alaska	610	300	55	20	80	115	30	5	5	195	160
102	Unknown	Alaska	11	10	    	    	    	    	5	    	    	5	5
104	"Arizona, total"	Arizona	724434	465989	51100	6605	75422	28446	70752	3308	22812	227368	301190
105	Apache	Arizona	7434	2965	670	240	1165	1135	770	70	420	1870	2145
106	Cochise	Arizona	19512	11825	1670	305	2135	725	1995	150	710	6285	7395
107	Coconino	Arizona	11300	6070	890	155	1290	1055	1230	70	540	3205	3855
108	Gila	Arizona	12397	7740	1030	100	1325	460	1240	100	400	4080	4745
109	Graham	Arizona	4843	2695	475	80	640	265	470	40	180	1465	1895
110	Greenlee	Arizona	1344	730	175	25	180	75	100	20	40	450	500
111	La Paz	Arizona	3869	2580	235	40	345	135	395	20	115	1410	1345
112	Maricopa	Arizona	393322	257725	26095	2815	40970	14530	37425	1415	12350	121700	170750
113	Mohave	Arizona	34486	23900	1960	240	2920	940	3610	165	755	11875	13205
114	Navajo	Arizona	12166	6245	1000	245	1390	1150	1420	100	615	3445	3900
115	Pima	Arizona	132882	84495	10120	1250	14430	4530	13455	640	3960	41120	56645
116	Pinal	Arizona	27043	16485	1910	315	2565	1350	3115	170	1130	8605	9615
117	Santa Cruz	Arizona	4957	2905	520	145	560	245	355	55	170	1565	1845
118	Yavapai	Arizona	39659	27435	2905	290	3605	895	3495	170	865	13755	16340
119	Yuma	Arizona	19211	12175	1450	360	1910	950	1680	125	565	6515	7015
120	Unknown	Arizona	9	5	    	    	5	    	    	    	    	5	    
122	"Arkansas, total"	Arkansas	513274	285589	33035	5392	67686	23599	68200	3898	25875	138645	204141
123	Arkansas	Arkansas	4701	2580	365	50	825	190	490	30	170	1315	2075
124	Ashley	Arkansas	5081	2515	360	70	810	270	715	45	295	1315	1960
125	Baxter	Arkansas	12691	8870	720	80	1150	235	1160	90	390	4220	5280
126	Benton	Arkansas	26528	17310	1985	190	2545	820	2605	95	980	8565	10835
127	Boone	Arkansas	7735	4300	510	55	920	265	1160	70	455	2105	2980
128	Bradley	Arkansas	3116	1610	230	40	565	145	375	30	120	830	1315
129	Calhoun	Arkansas	1302	630	70	30	210	70	200	15	75	315	480
130	Carroll	Arkansas	5088	3150	330	45	520	175	610	35	220	1515	1970
131	Chicot	Arkansas	3233	1585	185	75	520	205	455	30	180	810	1225
132	Clark	Arkansas	4756	2755	335	50	700	195	515	35	170	1340	2060
133	Clay	Arkansas	4884	2690	390	35	780	160	600	35	195	1360	2095
134	Cleburne	Arkansas	6032	3715	475	40	705	155	670	50	220	1885	2375
135	Cleveland	Arkansas	1618	830	110	15	270	60	250	10	75	435	630
136	Columbia	Arkansas	6343	3295	445	90	1045	340	780	40	310	1635	2610
137	Conway	Arkansas	4570	2560	265	65	545	165	695	40	235	1230	1815
138	Craighead	Arkansas	12973	7045	835	105	1830	610	1855	95	600	3330	5215
139	Crawford	Arkansas	9371	4595	555	75	1070	455	1780	95	745	2275	3080
140	Crittenden	Arkansas	7772	3690	380	130	1215	690	1105	65	500	1810	2795
141	Cross	Arkansas	3839	1950	300	70	570	230	500	30	185	1025	1500
142	Dallas	Arkansas	2498	1240	180	20	390	135	365	20	145	640	990
143	Desha	Arkansas	2981	1485	195	50	510	205	355	25	155	765	1200
144	Drew	Arkansas	3260	1700	170	45	525	210	425	15	170	825	1295
145	Faulkner	Arkansas	10871	6290	680	100	1250	515	1425	75	535	2940	4330
146	Franklin	Arkansas	3777	1920	235	25	520	175	655	30	220	995	1400
147	Fulton	Arkansas	3003	1580	255	40	380	95	440	40	175	845	1115
148	Garland	Arkansas	23843	15690	1655	160	2650	675	2320	125	570	7660	10165
149	Grant	Arkansas	2689	1375	235	20	415	110	370	25	140	715	1050
150	Greene	Arkansas	7373	4015	490	50	1015	285	1065	75	375	1940	2965
151	Hempstead	Arkansas	4363	2470	260	50	660	220	510	15	175	1150	1875
152	Hot Spring	Arkansas	6308	3480	460	55	910	270	810	55	270	1795	2480
153	Howard	Arkansas	3096	1745	235	30	465	140	325	15	140	885	1335
154	Independence	Arkansas	7242	3900	460	60	950	300	1155	65	355	1915	2770
155	Izard	Arkansas	3901	2290	260	30	470	125	525	35	165	1175	1505
156	Jackson	Arkansas	4365	2330	270	30	695	180	625	40	195	1165	1780
157	Jefferson	Arkansas	14892	7860	870	185	2125	945	1915	125	870	3625	6065
158	Johnson	Arkansas	4776	2475	320	50	630	175	770	50	305	1270	1775
159	Lafayette	Arkansas	1684	835	100	30	295	70	245	20	85	415	690
160	Lawrence	Arkansas	4825	2500	350	60	740	165	670	65	275	1285	1915
161	Lee	Arkansas	2691	1235	200	55	445	205	330	20	200	665	1000
162	Lincoln	Arkansas	2210	1085	155	25	370	120	295	25	135	555	865
163	Little River	Arkansas	2665	1450	185	30	410	115	340	20	115	710	1085
164	Logan	Arkansas	5332	2710	395	60	705	205	835	65	355	1430	1970
165	Lonoke	Arkansas	6799	3590	460	75	940	365	945	60	365	1765	2605
166	Madison	Arkansas	2980	1575	215	40	365	130	465	25	165	820	1065
167	Marion	Arkansas	4101	2395	245	40	400	130	620	45	225	1210	1425
168	Miller	Arkansas	6887	3800	405	85	1095	355	800	40	305	1725	2975
169	Mississippi	Arkansas	9851	4825	525	180	1430	670	1485	85	650	2280	3755
170	Monroe	Arkansas	2485	1265	170	35	440	140	285	30	120	655	1045
171	Montgomery	Arkansas	2052	1230	150	25	240	70	260	20	60	625	790
172	Nevada	Arkansas	2321	1230	150	25	375	125	290	15	110	610	955
173	Newton	Arkansas	2006	890	145	35	250	70	390	30	195	500	635
174	Ouachita	Arkansas	7153	3765	455	90	1105	345	945	65	385	1815	2920
175	Perry	Arkansas	2249	1105	135	15	295	110	380	30	175	565	805
176	Phillips	Arkansas	6085	2775	330	170	990	575	755	60	430	1410	2175
177	Pike	Arkansas	2538	1440	215	25	390	90	275	20	85	760	1060
178	Poinsett	Arkansas	5546	2705	380	45	930	265	875	50	295	1405	2170
179	Polk	Arkansas	4887	2860	380	55	630	180	520	60	205	1480	1935
180	Pope	Arkansas	9748	5085	590	75	1200	415	1665	105	615	2475	3580
181	Prairie	Arkansas	2103	1100	170	20	370	90	260	10	85	590	855
182	Pulaski	Arkansas	57546	32705	2950	780	6920	3550	7460	245	2935	14060	24140
183	Randolph	Arkansas	4342	2345	295	25	630	165	615	45	220	1180	1685
184	St Francis	Arkansas	5753	2820	305	110	875	375	785	50	430	1390	2145
185	Saline	Arkansas	12411	7220	820	100	1460	565	1605	75	565	3535	4715
186	Scott	Arkansas	2791	1395	200	25	385	95	455	40	195	725	1025
187	Searcy	Arkansas	2359	1205	165	25	320	75	410	20	140	645	850
189	Sebastian	Arkansas	20321	11270	1280	170	2655	770	2935	105	1135	5225	8365
190	Sevier	Arkansas	2881	1615	215	25	415	135	310	30	135	835	1150
191	Sharp	Arkansas	5566	3465	380	45	600	140	645	55	235	1745	2165
192	Stone	Arkansas	3069	1600	215	20	390	105	540	45	155	865	1030
193	Union	Arkansas	10629	5535	655	110	1665	565	1420	90	590	2700	4410
194	Van Buren	Arkansas	4873	3040	365	35	490	130	535	55	225	1555	1895
195	Washington	Arkansas	21210	11940	1255	140	2450	855	3240	100	1230	5595	8280
196	White	Arkansas	12561	7055	855	130	1640	540	1615	110	595	3465	4995
197	Woodruff	Arkansas	2129	1070	145	35	395	125	260	15	85	570	875
198	Yell	Arkansas	4738	2350	320	45	610	185	865	55	310	1190	1740
199	Unknown	Arkansas	26	10	    	5	5	    	    	5	5	5	10
201	"California, total"	California	4011802	2536316	298238	46226	446063	172596	383761	16609	111993	1237106	1726706
202	Alameda	California	163063	101630	11150	1950	18285	7150	17625	430	4845	47990	71510
203	Alpine	California	131	85	10	5	10	5	15	    	5	50	40
204	Amador	California	7458	5090	640	50	775	215	545	20	125	2650	3160
205	Butte	California	40738	25885	3055	295	4505	1225	4180	260	1335	12880	17460
206	Calaveras	California	8849	5855	695	65	865	255	820	45	245	2990	3475
207	Colusa	California	2815	1645	260	25	375	115	265	25	105	905	1170
208	Contra Costa	California	119470	75170	9620	1075	14190	4510	11005	355	3545	36585	53410
209	Del Norte	California	5141	2865	350	45	545	185	795	55	300	1520	1825
210	Eldorado	California	23756	15735	1920	180	2150	830	2155	95	690	7860	9610
211	Fresno	California	97770	56900	7005	1430	11455	5825	10535	610	4010	28235	39635
212	Glenn	California	4688	2860	390	50	555	205	415	40	175	1475	1960
213	Humboldt	California	21812	12240	1605	195	2725	885	3105	160	895	6315	8565
214	Imperial	California	20704	11360	1790	585	2440	1315	2205	235	775	6755	6685
215	Inyo	California	4290	2920	280	25	485	145	320	15	100	1425	1935
216	Kern	California	84582	46305	5710	1005	9645	4875	11500	815	4730	23440	31185
217	Kings	California	11298	6100	950	140	1485	690	1300	95	535	3165	4325
218	Lake	California	15194	9715	975	110	1500	485	1825	90	495	4970	5955
219	Lassen	California	4114	2415	280	40	440	170	530	30	210	1260	1540
220	Los Angeles	California	971863	625010	69270	12370	106215	45430	88460	3535	21575	301600	424185
221	Madera	California	17436	10280	1415	215	1890	895	1880	135	725	5395	6635
222	Marin	California	35251	24465	2895	335	3930	755	2390	45	435	11815	16955
223	Mariposa	California	3770	2505	315	20	330	105	380	10	105	1350	1420
224	Mendocino	California	15693	9370	1125	185	1790	765	1800	75	585	4775	6250
225	Merced	California	24832	14100	1915	390	3025	1375	2715	205	1105	7250	9480
226	Modoc	California	2213	1360	165	25	245	90	230	15	85	730	865
227	Mono	California	997	675	70	10	95	40	70	5	35	375	330
228	Monterey	California	46838	29230	3885	600	5455	1935	4065	230	1435	14690	20160
229	Napa	California	21359	14060	1640	315	2445	925	1480	60	435	7010	9700
230	Nevada	California	18266	12360	1600	125	1760	485	1435	45	455	6330	7810
231	Orange	California	285053	189410	22000	2945	33700	10330	20620	715	5330	90015	131980
232	Placer	California	33149	21620	2620	245	3460	1080	2925	130	1065	10495	14270
233	Plumas	California	4661	3085	370	40	440	145	445	20	115	1635	1815
234	Riverside	California	214332	142075	15150	2055	21705	8790	17770	955	5830	69920	91790
235	Sacramento	California	153474	91105	10995	1620	17325	6965	18980	655	5830	43600	63955
236	San Benito	California	5096	3285	340	80	515	270	440	20	150	1600	2075
237	San Bernardino	California	182765	106740	12255	2430	21165	11790	19950	1220	7215	51725	71940
238	San Diego	California	351834	227825	30955	4015	39335	12735	28350	1090	7530	114425	155275
239	San Francisco	California	107604	71515	6090	1245	10905	2900	13140	190	1620	33095	48730
240	San Joaquin	California	72742	42595	4905	955	8245	3890	8560	450	3140	21200	29240
241	San Luis Obispo	California	41514	27175	3355	285	4340	1150	3750	200	1260	13505	18280
242	San Mateo	California	93415	63935	7025	855	10085	2740	7040	145	1590	30435	43985
243	Santa Barbara	California	58519	37695	5050	730	6465	1930	4920	210	1520	18670	26220
244	Santa Clara	California	164988	107960	12865	1790	17730	6355	14215	400	3670	51785	73275
245	Santa Cruz	California	30829	19450	2335	305	3635	1160	2965	135	845	9215	13960
246	Shasta	California	33451	19505	2480	325	3775	1295	4350	285	1435	9850	13090
247	Sierra	California	722	480	60	    	80	20	60	    	20	255	295
248	Siskiyou	California	10514	6400	860	70	1165	350	1200	70	400	3355	4165
249	Solano	California	40702	23625	3090	465	4765	2140	4640	235	1740	11340	16370
250	Sonoma	California	68190	43920	5055	800	8045	2515	6100	150	1605	20840	31480
251	Stanislaus	California	59708	34455	4025	605	6920	2860	7770	405	2665	16815	23740
252	Sutler	California	11672	6875	885	95	1400	495	1410	75	435	3415	4645
253	Tehama	California	11504	6975	845	95	1280	455	1345	90	420	3610	4490
254	Trinity	California	3085	1800	215	20	335	85	450	35	145	970	1085
255	Tulare	California	49424	28150	3515	935	5685	3155	5560	375	2050	14055	19175
256	Tuolumne	California	12352	8230	950	65	1180	365	1125	70	370	4170	4995
257	Ventura	California	87796	55745	6795	980	9500	3475	8120	390	2790	26820	38035
258	Yolo	California	18495	11080	1470	195	2150	830	2025	95	650	5625	7670
259	Yu ha	California	9570	5260	685	110	1095	450	1440	75	455	2805	3365
260	Unknown	California	251	165	25	    	25	10	20	    	5	85	100
262	"Colorado, total"	Colorado	503851	301224	39422	3798	58669	20786	57826	2487	19639	148274	207801
263	Adams	Colorado	37425	21230	2235	295	4025	1900	5545	230	1965	10270	13650
264	Alamosa	Colorado	1918	970	140	25	245	115	265	30	130	515	685
265	Arapahoe	Colorado	48235	30095	3740	350	5360	2135	4745	135	1675	14390	20530
266	Archuleta	Colorado	1359	825	135	10	110	55	150	10	60	450	440
267	Baca	Colorado	1160	665	170	5	190	30	80	5	15	405	535
268	Bent	Colorado	1111	580	95	20	145	30	165	10	65	325	405
269	Boulder	Colorado	25935	15970	2140	200	3190	1010	2570	55	800	7690	11340
270	Chaffee	Colorado	3257	2105	280	35	355	85	295	20	80	1050	1335
271	Cheyenne	Colorado	429	250	55	5	65	25	20	    	5	145	200
272	Clear Creek	Colorado	910	550	65	    	90	45	125	    	35	275	330
273	Conejos	Colorado	1613	805	175	30	205	75	210	25	85	485	560
274	Costilla	Colorado	943	430	75	10	95	45	175	30	85	255	265
275	Crowley	Colorado	789	405	70	5	100	20	115	10	60	240	280
276	Custer	Colorado	618	345	65	5	45	25	80	15	40	190	190
277	Delta	Colorado	6564	4090	640	35	775	170	620	45	190	2220	2680
278	Denver	Colorado	80002	48965	4845	585	9050	2850	10755	290	2660	22285	35615
279	Dolores	Colorado	439	225	50	5	50	20	55	10	25	140	150
280	Douglas	Colorado	6962	4335	625	55	675	405	590	10	265	2210	2655
281	Eagle	Colorado	1397	830	90	10	155	95	155	5	55	450	465
282	Elbert	Colorado	1223	715	100	10	140	70	120	5	60	405	410
283	El Paso	Colorado	56207	32435	4865	430	6300	2405	6990	305	2480	15830	22125
284	Fremont	Colorado	8452	4995	690	65	1035	295	960	70	340	2590	3455
285	Garfield	Colorado	4737	2905	330	20	520	215	510	25	215	1465	1850
286	Gilpin	Colorado	331	210	15	    	30	15	40	5	15	120	105
287	Grand	Colorado	1172	810	90	10	100	40	85	5	30	420	410
288	Gunnison	Colorado	1091	685	90	5	120	60	95	5	30	355	400
289	Hinsdale	Colorado	112	80	10	    	5	5	10	    	    	40	35
290	Huerfano	Colorado	1753	955	125	20	260	70	220	20	80	535	675
291	Jackson	Colorado	274	165	20	    	40	15	30	    	5	100	100
292	Jefferson	Colorado	57018	36530	4165	390	6380	2330	5305	140	1775	17115	24480
293	Kiowa	Colorado	374	215	35	5	60	20	30	5	5	130	165
294	Kit Carson	Colorado	1499	860	185	20	255	55	105	    	20	515	675
295	Lake	Colorado	699	365	60	5	105	40	95	    	25	210	245
296	La Plata	Colorado	4962	3015	405	35	585	245	475	30	170	1555	1980
297	Larimer	Colorado	27606	17130	2380	125	3180	1005	2700	105	985	8360	11955
298	Las Animas	Colorado	3378	1745	310	45	515	115	440	35	175	995	1340
299	Lincoln	Colorado	964	580	95	5	160	25	70	5	25	320	445
300	Logan	Colorado	3854	2210	405	40	555	145	355	15	130	1205	1645
301	Mesa	Colorado	21006	12965	1680	175	2375	800	2180	110	725	6525	8750
302	Mineral	Colorado	139	85	10	    	25	5	10	    	5	45	55
303	Moffat	Colorado	1614	900	120	15	190	60	230	15	85	465	600
304	Montezuma	Colorado	4085	2290	355	35	525	175	465	35	205	1210	1595
305	Montrose	Colorado	6004	3685	575	45	745	240	540	25	150	1935	2570
306	Morgan	Colorado	4244	2390	420	30	625	160	415	20	185	1300	1810
307	Otero	Colorado	4369	2395	320	30	580	210	605	35	195	1200	1780
308	Ouray	Colorado	487	320	50	5	45	15	35	5	15	175	190
309	Park	Colorado	1203	725	80	5	75	55	190	10	65	365	360
310	Phillips	Colorado	866	515	110	5	130	30	45	5	25	290	410
311	Pitkin	Colorado	930	640	95	25	75	30	60	    	5	355	355
312	Prowers	Colorado	2458	1305	225	20	370	115	265	30	130	695	1025
313	Pueblo	Colorado	27157	14305	2440	230	3570	1105	3740	275	1490	7625	10745
314	Rio Blanco	Colorado	899	510	80	5	105	60	90	10	40	275	355
315	Rio Grande	Colorado	2499	1370	215	25	330	120	315	25	100	770	955
316	Routt	Colorado	1242	735	90	10	145	75	125	10	50	385	460
317	Saguache	Colorado	589	335	70	15	80	25	40	5	20	215	225
318	San Juan 	Colorado	77	50	    	    	10	5	10	    	5	25	25
319	San Miguel	Colorado	274	160	20	    	35	15	30	    	10	90	90
320	Sedgwick	Colorado	759	485	80	    	95	15	60	    	25	270	325
321	Summit	Colorado	874	580	75	5	60	40	70	5	40	325	255
322	Teller	Colorado	2106	1190	150	15	185	115	310	20	120	600	665
323	Washington	Colorado	1004	570	145	5	170	35	60	5	15	350	465
324	Weld	Colorado	20091	11200	1680	175	2500	865	2500	140	1030	5855	7935
325	Yuma	Colorado	2075	1220	260	10	350	90	110	5	30	680	980
326	Unknown	Colorado	28	15	    	    	5	5	    	    	5	5	10
328	"Connecticut, total"	Connecticut	566529	391446	28443	4759	59434	19937	47389	1526	13595	175442	265527
329	Fairfield	Connecticut	134501	94150	7615	1100	14685	4460	9550	315	2625	42940	64570
330	Hartford	Connecticut	153808	107125	7120	1470	14915	5945	13220	340	3675	47190	71645
331	Litchfield	Connecticut	31375	22020	1535	275	3270	970	2500	75	730	10045	14630
332	Middlesex	Connecticut	24581	17390	1235	170	2515	705	1985	45	535	7720	11645
333	New Haven	Connecticut	144991	99105	6620	1100	15735	5090	13085	470	3785	43900	68750
334	New London	Connecticut	41843	27685	2710	385	4830	1480	3560	145	1045	12960	18775
335	Tolland	Connecticut	17232	12035	855	115	1650	565	1490	40	480	5435	7575
336	Windham	Connecticut	18166	11920	760	150	1820	730	1990	85	710	5250	7920
337	Unknown	Connecticut	32	15	    	5	    	    	5	5	5	5	10
339	"Delaware, total"	Delaware	122151	78876	7463	1056	14007	5301	11646	408	3394	36665	52186
340	Kent	Delaware	17477	10845	940	205	1900	1065	1875	65	580	4970	6935
341	New Castle	Delaware	71860	45490	4740	575	8755	3075	6930	230	2065	21235	31405
342	Sussex	Delaware	32806	22535	1785	275	3350	1165	2840	110	745	10460	13845
343	Unknown	Delaware	8	    	    	    	5	    	    	    	    	    	5
345	"District of Columbia, total"	Delaware	76358	48499	3284	717	9509	5079	7786	120	1364	20627	36013
347	"Florida, total"	Delaware	3032841	2044988	199518	26111	326345	99419	248861	11778	75821	982154	1340263
348	Alachua	Delaware	26303	15665	1565	490	3130	1660	2700	115	980	7295	10975
349	Baker	Delaware	2918	1415	135	75	355	215	505	25	195	685	915
350	Bay	Florida	25136	14765	1840	250	3305	1125	2785	180	885	7335	9790
351	Bradford	Florida	3039	1725	175	40	415	180	365	15	125	840	1180
352	Brevard	Florida	102916	69210	7685	690	10840	2800	8685	410	2595	34125	43585
353	Broward	Florida	282767	196445	15625	1885	34010	8940	19825	725	5310	90050	138215
354	Calhoun	Florida	2233	1170	150	40	345	125	300	25	80	585	880
355	Charlotte	Florida	48011	36000	3465	255	4070	670	2670	145	735	17875	21455
356	Citrus	Florida	40792	29750	2825	280	3505	670	2815	185	760	14955	17370
357	Clay	Florida	16932	10135	1155	165	2005	875	1830	90	675	4840	6645
358	Collier	Florida	49225	35275	4935	270	4720	1040	2310	105	570	18715	21765
359	Columbia	Florida	9955	5700	565	125	1175	530	1330	95	435	2850	3620
360	Dade	Florida	300860	198695	19810	4230	30710	13690	25800	1040	6885	94710	129230
361	De Soto	Florida	5884	3735	370	65	575	245	655	40	200	1860	2355
362	Dixie	Florida	2846	1595	165	40	300	115	455	35	140	850	890
363	Duval	Florida	102488	60545	5890	1040	13375	6000	11460	425	3750	27185	43920
364	Escambia	Florida	47814	27485	3900	555	6460	2225	5120	315	1755	13235	19650
365	Flagler	Florida	14323	10680	935	105	985	310	945	55	310	5215	5860
366	Franklin	Florida	2201	1370	145	15	280	60	250	10	70	690	895
367	Gadsden	Florida	8197	4400	340	170	895	670	1165	50	510	1950	2975
368	Gilchrist	Florida	2350	1310	145	25	300	110	310	25	125	655	830
