id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
60	Shelby	Alabama	11708	7374	496	57	1546	494	1553	23	166	4079	4231
61	Sumter	Alabama	1556	890	48	12	241	74	256	4	30	461	593
62	Talladega	Alabama	10499	5917	294	57	1240	402	2335	21	234	3026	3633
63	Tallapoosa	Alabama	5862	3901	125	21	598	196	933	7	80	1856	2335
64	Tuscaloosa	Alabama	17975	10920	571	144	2266	739	3006	27	299	5687	6727
65	Walker	Alabama	10584	5617	393	70	1645	386	2233	37	204	3191	3566
66	Washington	Alabama	2145	1149	81	23	305	105	417	8	58	640	684
68	Wilcox	Alabama	1523	781	48	20	226	109	293	4	43	436	509
69	Winston	Alabama	3005	1709	108	13	415	110	592	9	47	949	1042
71	"Alaska, total"	Alaska	32909	21164	968	261	3128	2311	4583	45	450	11846	10227
72	Aleutian Islands	Alaska	133	82	3	2	21	11	13	    	1	58	34
73	Anchorage	Alaska	13158	8475	361	85	1171	816	2041	13	195	4510	4295
74	Angoon	Alaska	47	28	2	    	4	6	5	    	1	13	16
75	BarrowNorth Slope	Alaska	320	155	13	8	34	70	37	1	4	97	70
76	Bethel	Alaska	463	215	23	10	77	80	51	1	5	159	109
77	Bristol Bay Borough	Alaska	78	51	2	    	6	6	13	    	1	34	16
78	Bristol Bay	Alaska	263	161	11	4	31	32	22	1	4	105	69
79	CordovaMcCarthy	Alaska	147	101	9	1	14	8	15	    	1	60	46
80	Fairbanks North Star	Alaska	4031	2607	109	28	378	293	557	5	53	1492	1227
81	Haines	Alaska	240	170	8	2	28	8	24	2	1	104	81
82	Juneau	Alaska	1767	1219	39	10	166	134	180	1	21	595	670
83	KenaiCook Inlet	Alaska	3118	2043	108	20	274	172	452	6	43	1179	890
84	Ketchikan Gateway	Alaska	1140	804	39	6	98	50	131	1	10	465	392
85	Kobuk	Alaska	266	111	9	12	40	56	29	2	5	77	63
86	Kodiak Island	Alaska	570	396	16	2	52	41	56	    	6	238	179
87	Kuskokwim	Alaska	11	6	    	    	3	1	3	    	1	3	5
88	MatanuskaSusitna	Alaska	3294	2027	104	19	314	215	545	9	62	1164	900
89	Nome	Alaska	393	201	14	11	60	69	37	1	3	127	109
90	Outer Ketchikan	Alaska	114	77	4	1	14	5	12	    	1	43	39
91	Prince Of Wales	Alaska	165	110	6	1	13	8	28	    	2	70	37
92	Seward	Alaska	367	255	10	2	38	20	37	1	5	147	120
93	Sitka	Alaska	633	447	14	2	63	32	65	    	10	229	238
94	SkagwayYakutat	Alaska	176	120	3	3	14	7	28	    	2	71	51
95	Southeast Fairbanks	Alaska	368	236	12	6	40	14	57	1	2	143	99
96	Upper Yukon	Alaska	18	9	1	    	3	3	2	    	    	3	7
97	ValdezChitinaWhittier	Alaska	427	285	10	5	41	31	51	    	3	180	107
98	Wade Hampton	Alaska	233	103	13	10	38	47	18	    	2	71	54
99	WrangellPetersburg	Alaska	612	451	16	4	51	33	56	    	3	261	215
100	YukonKoyukuk	Alaska	352	212	15	4	46	40	31	1	4	144	90
102	"Arizona, total "	Arizona	546160	388257	20527	2325	56205	14663	58862	541	4779	212398	209462
103	Apache	Arizona	3726	1952	176	45	545	374	566	10	58	1263	1046
104	Cochise	Arizona	13220	8938	583	83	1462	345	1649	28	134	5225	4538
105	Coconino	Arizona	7561	4848	301	47	795	458	1002	7	105	2769	2442
106	Gila	Arizona	9166	6343	399	33	1006	223	1063	15	84	3697	3181
107	Graham	Arizona	3343	2098	184	25	480	117	395	8	33	1267	1233
108	Greenlee	Arizona	964	619	67	6	126	47	91	3	8	404	308
109	La Paz	Arizona	2684	1970	81	10	232	48	320	3	23	1201	830
110	Maricopa	Arizona	304432	219118	10841	1100	31329	7961	31208	226	2648	116621	122206
111	Mohave	Arizona	27057	19929	779	94	2222	484	3336	30	183	11123	9155
112	Navajo	Arizona	7792	4802	333	67	809	484	1164	17	115	2846	2295
113	Pima	Arizona	99738	69986	4154	468	10900	2439	10819	107	864	38480	39167
114	Pinal	Arizona	20077	13926	774	116	1848	632	2564	27	188	8123	6564
115	Santa Cruz	Arizona	3065	2072	171	34	362	103	286	6	30	1224	1068
116	Yavapai	Arizona	30296	22420	1178	108	2760	528	3057	37	206	12703	10959
117	Yuma	Arizona	13032	9224	507	92	1322	420	1350	15	101	5453	4465
119	"Arkansas, total "	Arkansas	329650	208302	11281	1709	41284	11142	50548	530	4855	111933	123136
120	Arkansas	Arkansas	3013	1878	136	17	494	92	359	4	33	1057	1250
121	Ashley	Arkansas	3305	1929	140	23	499	136	523	8	47	1111	1202
122	Baxter	Arkansas	9094	6815	272	31	815	121	955	10	74	3717	3358
123	Benton	Arkansas	19126	13756	770	65	1768	431	2103	15	219	7681	6924
124	Boone	Arkansas	5105	3168	172	21	594	147	906	8	90	1727	1793
125	Bradley	Arkansas	1892	1109	70	9	318	69	285	5	25	631	737
126	Calhoun	Arkansas	803	459	21	5	117	33	156	1	14	261	274
127	Carroll	Arkansas	3176	2163	97	15	334	85	439	5	38	1153	1145
128	Chicot	Arkansas	1771	1047	56	17	261	80	279	3	28	577	658
129	Clark	Arkansas	3018	1941	112	15	414	98	400	5	35	1050	1188
130	Clay	Arkansas	2731	1684	107	12	424	81	390	3	28	901	1096
131	Cleburne	Arkansas	4142	2810	171	16	440	93	562	6	43	1585	1422
132	Cleveland	Arkansas	979	559	39	2	142	28	189	3	17	323	328
133	Columbia	Arkansas	3902	2359	152	27	606	128	557	6	63	1317	1515
134	Conway	Arkansas	2887	1791	87	16	312	81	547	6	48	948	1059
135	Craighead	Arkansas	8404	5246	276	39	1138	303	1290	12	102	2718	3262
136	Crawford	Arkansas	5869	3300	191	31	659	225	1311	13	141	1817	1844
137	Crittenden	Arkansas	4715	2703	119	34	702	283	783	8	85	1473	1674
138	Cross	Arkansas	2249	1308	93	17	346	113	337	4	34	742	854
139	Dallas	Arkansas	1436	821	53	8	212	52	265	1	27	464	536
140	Desha	Arkansas	1771	1024	64	14	288	89	261	4	28	552	710
141	Drew	Arkansas	1965	1192	53	11	286	89	297	4	34	618	743
142	Faulkner	Arkansas	7333	4734	225	43	800	295	1106	9	120	2454	2702
143	Franklin	Arkansas	2270	1309	68	7	283	73	477	5	45	731	764
144	Fulton	Arkansas	1700	1008	69	11	204	50	323	4	32	572	567
145	Garland	Arkansas	16756	12120	627	61	1785	338	1690	19	119	6642	6470
146	Grant	Arkansas	1727	1000	77	7	262	58	293	4	28	568	620
147	Greene	Arkansas	4622	2829	168	18	609	142	785	6	66	1498	1736
148	Hempstead	Arkansas	2721	1692	81	18	402	98	391	1	37	884	1103
149	Hot Spring	Arkansas	4202	2618	164	18	583	139	623	6	53	1501	1513
150	Howard	Arkansas	1863	1175	68	9	278	70	240	2	22	647	732
151	Independence	Arkansas	4470	2711	141	16	531	129	851	11	79	1429	1601
152	Izard	Arkansas	2431	1595	79	11	263	60	392	4	29	878	860
153	Jackson	Arkansas	2683	1625	87	11	390	81	447	5	37	888	1036
154	Jefferson	Arkansas	8886	5364	284	59	1200	391	1419	19	149	2735	3487
155	Johnson	Arkansas	2923	1732	99	15	377	88	557	8	47	993	1010
156	Lafayette	Arkansas	1047	584	35	8	172	38	190	3	18	320	402
157	Lawrence	Arkansas	2621	1567	97	13	383	65	449	6	41	881	981
158	Lee	Arkansas	1283	707	48	11	204	76	206	2	26	400	463
159	Lincoln	Arkansas	1268	731	48	5	191	51	220	2	19	401	458
160	Little River	Arkansas	1701	1037	68	11	247	56	256	2	25	564	628
161	Logan	Arkansas	3140	1787	117	21	407	93	640	11	67	1001	1079
162	Lonoke	Arkansas	4446	2629	157	22	623	188	741	7	77	1396	1617
163	Madison	Arkansas	1711	999	66	10	189	62	344	3	36	580	553
164	Marion	Arkansas	2568	1701	76	8	222	56	454	7	43	941	794
165	Miller	Arkansas	4398	2716	128	24	655	159	640	7	65	1376	1773
166	Mississippi	Arkansas	5630	3290	174	39	803	283	937	8	92	1719	2124
167	Monroe	Arkansas	1402	839	57	8	234	51	193	2	18	468	558
168	Montgomery	Arkansas	1279	835	50	8	136	37	199	3	12	459	446
169	Nevada	Arkansas	1314	784	47	9	210	60	184	1	18	419	513
170	Newton	Arkansas	1098	562	39	7	129	40	284	3	35	332	306
171	Ouachita	Arkansas	4503	2732	151	28	654	152	701	8	77	1484	1756
172	Perry	Arkansas	1317	763	42	6	152	55	272	4	24	417	434
173	Phillips	Arkansas	3274	1857	97	33	501	205	506	8	65	1003	1210
174	Pike	Arkansas	1545	976	66	7	234	39	202	3	21	560	571
175	Poinsett	Arkansas	3271	1852	120	14	498	124	613	7	44	1027	1203
176	Polk	Arkansas	2901	1879	122	17	353	87	398	11	35	1058	1038
177	Pope	Arkansas	6203	3726	204	25	709	199	1206	14	123	2000	2129
178	Prairie	Arkansas	1298	765	51	7	211	40	207	3	14	455	474
179	Pulaski	Arkansas	39220	25250	1113	280	4685	1677	5591	36	591	12207	16123
180	Randolph	Arkansas	2653	1610	90	9	358	73	470	4	37	882	968
181	St Francis	Arkansas	3117	1836	91	27	445	146	509	5	58	980	1155
182	Saline	Arkansas	9368	6179	346	36	1037	314	1330	15	111	3435	3213
183	Scott	Arkansas	1633	911	57	9	208	43	364	5	36	509	539
184	Searcy	Arkansas	1249	708	41	9	164	34	265	3	24	413	402
186	Sebastian	Arkansas	13742	8621	484	53	1765	391	2199	15	214	4499	5458
187	Sevier	Arkansas	1733	1067	67	9	260	69	230	2	27	605	634
188	Sharp	Arkansas	3639	2492	125	13	372	74	514	8	42	1403	1249
189	Stone	Arkansas	1828	1092	63	6	209	48	379	4	27	643	544
190	Union	Arkansas	7159	4278	247	37	1078	285	1100	16	117	2337	2849
191	Van Buren	Arkansas	3072	2111	114	16	297	61	427	6	41	1200	1074
192	Washington	Arkansas	14231	9052	456	51	1616	433	2378	13	231	4777	5269
193	White	Arkansas	7869	4973	289	41	1015	254	1168	16	115	2691	2937
194	Woodruff	Arkansas	1167	654	44	7	204	51	192	2	13	370	464
195	Yell	Arkansas	2801	1589	95	16	337	84	614	7	62	848	982
197	"California, total"	California	2926776	2048874	116973	16270	327326	88128	302750	2637	23819	1117814	1181245
198	Alameda	California	118135	80730	4266	729	13168	3789	14225	82	1144	42270	48622
199	Alpine	California	83	66	4	2	4	1	6	    	    	35	25
200	Amador	California	5486	3982	235	20	599	118	494	4	33	2288	2069
201	Butte	California	28105	19523	1130	112	3231	636	3183	37	249	10793	11237
202	Calaveras	California	6699	4781	277	25	647	149	756	7	55	2778	2258
203	Colusa	California	1982	1338	102	4	265	56	193	5	21	823	747
204	Contra Costa	California	94546	65632	4068	417	11198	2610	9663	62	898	35835	38766
205	Del Norte	California	3274	2058	127	17	385	89	542	10	45	1206	1128
206	Eldorado	California	17703	12603	732	61	1685	455	1983	20	166	7080	6407
207	Fresno	California	64658	43351	2609	439	7860	2580	7126	77	615	24111	25555
208	Glenn	California	3057	2060	142	15	383	100	324	3	29	1203	1180
209	Humboldt	California	15242	9622	612	69	2033	462	2250	25	168	5515	5700
210	Imperial	California	11999	7620	584	135	1521	541	1443	30	124	4914	3793
211	Inyo	California	2885	2112	104	7	331	60	250	3	17	1150	1197
212	Kern	California	56410	35709	2090	303	6830	2254	8376	112	739	20162	20277
213	Kings	California	7870	4923	374	48	1051	327	1036	18	94	2836	2900
214	Lake	California	10453	7177	336	40	1061	242	1486	14	99	4092	3751
215	Lassen	California	2646	1696	94	12	298	96	412	5	32	981	916
216	Los Angeles	California	713069	507564	27548	4302	77147	22301	68729	588	4891	274101	294217
217	Madera	California	11746	7971	510	58	1282	393	1396	20	116	4741	4128
218	Marin	California	29191	21874	1315	148	3274	516	1938	5	123	11963	12767
219	Mariposa	California	2691	1934	112	8	236	65	314	2	21	1134	889
220	Mendocino	California	10841	7174	419	58	1267	392	1408	14	110	4064	4045
221	Merced	California	16063	10531	678	101	2019	555	1966	23	189	6024	5889
222	Modoc	California	1411	946	50	5	167	34	197	1	13	555	498
223	Mono	California	733	550	26	4	56	19	70	1	7	331	198
224	Monterey	California	32683	22800	1506	192	3945	935	3012	32	264	12821	13407
225	Napa	California	15247	10951	596	104	1764	510	1211	9	102	5930	6484
226	Nevada	California	14497	10683	651	58	1392	267	1322	9	113	6080	5529
227	Orange	California	229039	166584	9485	1209	26760	6048	17452	134	1366	89814	97897
228	Placer	California	25356	17996	1043	110	2705	656	2596	21	229	9866	9863
229	Plumas	California	3229	2282	137	12	294	85	385	3	28	1330	1079
230	Riverside	California	158419	115166	5924	719	16060	4372	14775	156	1252	63729	62591
231	Sacramento	California	106177	69803	3984	578	12319	3586	14595	97	1215	36892	42002
232	San Benito	California	3582	2541	112	28	373	141	351	1	38	1412	1349
233	San Bernardino	California	129602	84305	4664	842	14945	6019	17078	204	1546	45836	48048
234	San Diego	California	253867	180231	11984	1431	29037	6621	22669	194	1700	101227	102726
235	San Francisco	California	76475	55014	2164	425	7487	1446	9576	32	329	27623	33299
236	San Joaquin	California	50228	32904	1848	303	5928	1928	6654	58	608	18210	19315
237	San Luis Obispo	California	30450	21839	1318	109	3290	601	3008	27	256	12063	12304
238	San Mateo	California	74560	55529	2977	326	7909	1598	5784	24	412	29641	32458
239	Santa Barbara	California	43246	30937	2066	262	4870	1037	3736	34	303	17303	17899
240	Santa Clara	California	127887	92401	5488	698	13493	3550	11311	66	879	50260	52244
241	Santa Cruz	California	22079	15347	899	103	2652	641	2246	15	175	8113	9393
242	Shasta	California	23586	15228	904	117	2760	740	3512	47	276	8543	8582
243	Sierra	California	507	363	20	1	58	5	56	1	6	216	179
244	Siskiyou	California	7104	4800	321	28	839	155	879	9	71	2788	2620
245	Solano	California	28456	18295	1125	164	3363	1165	3904	42	397	9772	10705
246	Sonoma	California	50884	35721	1969	333	6042	1458	4959	27	374	18897	21679
247	Stanislaus	California	40993	26719	1499	200	4882	1410	5724	58	499	14677	15539
248	Sutter	California	8042	5305	338	30	974	241	1057	11	85	2985	3035
249	Tehama	California	7950	5291	308	31	894	203	1126	14	83	3031	2827
250	Trinity	California	2095	1331	77	7	224	49	374	5	29	782	668
251	Tulare	California	30203	19864	1178	255	3696	1250	3604	45	313	11063	11523
252	Tuolumne	California	9256	6724	371	30	880	196	962	11	81	3851	3337
253	Ventura	California	65130	45964	2664	339	7213	1787	6513	57	591	24949	26384
254	Yolo	California	12988	8733	566	60	1565	394	1539	15	113	4971	5085
255	Yuba	California	5931	3657	236	31	723	188	1005	12	78	2136	2022
257	"Colorado , total"	Colorado	357037	239079	15286	1418	42199	11083	43651	361	3961	133081	136536
258	Adams	Colorado	26820	17236	859	106	2877	985	4327	33	400	9424	9276
259	Alamosa	Colorado	1121	653	40	9	152	57	182	4	22	376	391
260	Arapahoe	Colorado	36680	25438	1588	155	4078	1200	3814	23	381	13949	14299
261	Archuleta	Colorado	1000	701	56	5	76	34	116	1	12	443	287
262	Baca	Colorado	717	454	56	2	131	18	52	1	3	300	305
263	Bent	Colorado	578	343	26	5	71	15	111	1	7	218	193
264	Boulder	Colorado	19875	13635	913	89	2447	615	1999	6	172	7508	7933
265	Chaffee	Colorado	2194	1554	96	10	244	40	232	3	14	893	794
266	Cheyenne	Colorado	278	181	18	    	49	13	17	    	1	118	119
267	Clear Creek	Colorado	662	427	27	2	76	29	89	1	10	250	214
268	Conejos	Colorado	801	470	43	5	109	25	138	2	9	304	257
269	Costilla	Colorado	504	273	19	6	50	18	122	3	13	170	124
270	Crowley	Colorado	439	254	19	2	61	14	81	1	8	155	159
271	Custer	Colorado	438	297	25	2	27	12	70	1	4	178	116
272	Delta	Colorado	4228	2857	220	13	525	88	476	8	38	1737	1525
273	Denver	Colorado	54969	37405	1899	188	6290	1292	7388	34	471	19208	23518
274	Dolores	Colorado	291	176	20	1	36	7	50	1	2	111	92
275	Douglas	Colorado	6444	4494	315	31	607	321	591	4	82	2529	2192
276	Eagle	Colorado	1141	794	48	4	114	55	110	1	15	493	352
277	Elbert	Colorado	1043	679	44	7	113	43	136	1	20	414	303
278	El Paso	Colorado	38557	25008	1835	168	4582	1357	5060	47	499	13930	14282
279	Fremont	Colorado	5324	3488	237	23	656	149	699	8	64	2007	1969
280	Garfield	Colorado	3393	2303	130	11	386	111	400	4	48	1304	1216
281	Gilpin	Colorado	292	193	8	1	21	11	54	    	5	113	84
282	Grand	Colorado	840	645	36	5	59	17	72	    	7	376	259
283	Gunnison	Colorado	743	521	31	4	70	33	75	2	6	301	257
284	Hinsdale	Colorado	81	61	4	    	8	3	4	    	    	34	23
285	Huerfano	Colorado	1013	635	41	5	136	24	156	2	14	391	358
286	Jackson	Colorado	188	124	5	1	29	5	22	    	1	82	61
287	Jefferson	Colorado	44383	31135	1828	160	4995	1396	4407	22	441	17001	17424
288	Kiowa	Colorado	225	145	14	2	35	8	19	    	1	93	89
289	Kit Carson	Colorado	1003	632	67	6	187	28	80	1	5	419	414
290	Lake	Colorado	527	319	23	3	72	19	85	2	4	188	166
291	La Plata	Colorado	3405	2331	147	13	403	134	346	3	30	1329	1251
292	Larimer	Colorado	20080	13808	930	50	2367	566	2140	16	204	7629	7875
293	Las Animas	Colorado	2023	1185	96	12	311	53	332	6	28	703	756
294	Lincoln	Colorado	620	402	35	1	106	11	59	    	5	245	265
295	Logan	Colorado	2559	1646	149	10	402	84	243	2	23	1041	1006
296	Mesa	Colorado	14601	9941	621	69	1714	409	1668	17	161	5671	5507
297	Mineral	Colorado	103	72	2	2	13	    	13	    	1	40	41
298	Moffat	Colorado	1139	715	48	3	139	23	189	1	21	414	391
299	Montezuma	Colorado	2745	1773	128	14	349	89	354	5	34	1059	986
300	Montrose	Colorado	4081	2783	192	15	516	123	415	6	29	1601	1561
301	Morgan	Colorado	2805	1808	147	7	443	67	300	5	28	1077	1119
302	Otero	Colorado	2478	1528	101	11	343	87	376	6	30	853	966
303	Ouray	Colorado	364	272	22	2	36	5	29	    	1	172	118
304	Park	Colorado	944	607	34	2	56	38	188	2	16	350	223
305	Phillips	Colorado	585	389	40	2	99	15	37	    	3	244	253
306	Pitkin	Colorado	805	620	47	10	55	20	51	    	2	398	255
307	Prowers	Colorado	1488	935	79	4	236	48	167	3	14	557	607
308	Pueblo	Colorado	17265	10406	843	82	2410	523	2694	42	265	6193	6356
309	Rio Blanco	Colorado	620	400	24	3	74	37	71	1	7	233	211
310	Rio Grande	Colorado	1491	944	67	8	203	52	196	2	16	575	547
311	Routt	Colorado	951	642	36	7	109	42	101	1	13	357	323
312	Saguache	Colorado	360	238	20	4	45	6	44	    	3	164	108
313	San Juan	Colorado	54	25	2	    	11	7	11	    	    	16	15
314	San Miguel	Colorado	220	142	9	2	27	13	25	    	4	91	60
315	Sedgwick	Colorado	526	363	30	2	71	12	41	    	5	236	203
316	Summit	Colorado	758	556	34	3	47	29	74	1	12	328	202
317	Teller	Colorado	1574	1024	61	6	129	59	267	3	29	584	443
318	Washington	Colorado	655	415	57	1	116	17	44	1	5	288	261
319	Weld	Colorado	13608	8684	604	53	1769	426	1869	18	184	5040	5026
320	Yuma	Colorado	1319	871	94	2	225	44	80	    	5	543	570
322	"Connecticut, total"	Connecticut	448709	336843	12406	2065	45014	11093	37960	211	3118	172799	196250
323	Fairfield	Connecticut	110892	84611	3544	492	11465	2449	7628	52	651	44284	49496
324	Hartford	Connecticut	120014	90830	3044	624	11175	3188	10304	46	801	45768	52617
325	Litchfield	Connecticut	25183	18981	647	120	2530	621	2086	9	188	9802	10852
326	Middlesex	Connecticut	20163	15314	565	85	1957	470	1638	5	131	7822	8768
327	New Haven	Connecticut	112880	83828	2820	467	11659	2727	10479	62	841	42411	50297
328	New London	Connecticut	32149	23124	1105	165	3689	876	2935	19	238	12420	13159
329	Tolland	Connecticut	13974	10544	366	48	1273	367	1263	5	113	5504	5551
330	Windham	Connecticut	13443	9612	313	60	1262	400	1631	11	155	4787	5503
332	"Delaware, total"	Connecticut	94680	66930	3170	434	10563	2849	9854	67	813	35470	37333
333	Kent	Connecticut	13067	8909	374	92	1400	577	1567	13	133	4628	4825
334	New Castle	Connecticut	56680	39536	2072	225	6739	1688	5875	36	511	21052	22973
335	Sussex	Connecticut	24928	18483	721	118	2426	583	2410	18	169	9793	9529
337	"District of Columbia, total"	District of Columbia	44971	30855	1056	217	5245	1985	5329	16	267	14376	20680
339	"Florida, total"	Florida	2235695	1635929	78159	9418	236484	50186	206575	1934	17009	888387	905835
340	Alachua	Florida	18820	12580	659	182	2161	829	2182	15	212	6675	7467
341	Baker	Florida	1924	1054	52	25	232	115	400	4	41	557	590
342	Bay	Florida	17264	11242	682	91	2202	542	2285	26	191	6231	6195
343	Bradford	Florida	2019	1243	58	15	275	85	309	3	29	667	739
344	Brevard	Florida	78216	56811	3006	277	8241	1546	7651	73	611	31728	29660
345	Broward	Florida	213881	159050	5957	711	25198	4578	16924	115	1348	81088	98181
346	Calhoun	Florida	1372	809	48	13	200	64	215	3	19	431	504
347	Charlotte	Florida	36785	29147	1326	102	3121	383	2505	29	174	16412	14248
348	Citrus	Florida	30732	23740	1081	109	2599	384	2599	33	188	13419	11437
349	Clay	Florida	12686	8305	463	62	1450	486	1714	18	191	4523	4457
350	Collier	Florida	42084	32668	2302	105	4161	542	2142	15	150	19767	16176
351	Columbia	Florida	6635	4133	204	37	746	239	1159	14	102	2327	2208
352	Dade	Florida	199152	144078	7050	1330	20396	6182	18514	167	1435	76988	81617
353	De Soto	Florida	4048	2839	136	18	394	113	503	4	40	1579	1497
354	Dixie	Florida	1967	1247	57	12	204	64	352	4	28	749	559
355	Duval	Florida	71855	46991	2284	375	9158	2894	9243	66	844	23960	29207
356	Escambia	Florida	31875	20608	1436	200	4208	1050	3978	49	346	11081	12145
357	Flagler	Florida	11996	9466	406	46	802	169	1013	13	80	5294	4301
358	Franklin	Florida	1437	991	50	4	164	28	189	2	12	562	501
359	Gadsden	Florida	4809	2968	119	44	492	268	827	6	86	1470	1735
360	Gilchrist	Florida	1637	1022	50	7	197	64	258	6	29	578	520
361	Glades	Florida	1225	888	41	5	104	34	146	2	9	516	394
362	Gulf	Florida	1984	1251	96	15	305	52	243	6	18	780	670
363	Hamilton	Florida	1292	746	37	7	164	61	251	5	22	446	396
364	Hardee	Florida	2515	1673	82	19	278	114	318	4	28	923	920
365	Hendry	Florida	3101	2073	106	28	349	148	358	5	32	1219	1042
366	Hernando	Florida	34471	26410	1191	127	2712	458	3247	46	279	15018	12764
367	Highlands	Florida	20255	15833	740	66	1761	282	1445	22	106	8888	8072
368	Hillsborough	Florida	105123	70653	3397	558	11955	3388	13803	112	1255	37626	40783
369	Holmes	Florida	2463	1429	91	13	327	77	473	7	48	809	824
370	Indian River	Florida	25508	19707	1187	74	2600	337	1472	9	125	11424	10477
371	Jackson	Florida	5674	3441	163	63	746	289	878	12	82	1801	2095
372	Jefferson	Florida	1484	961	49	8	177	64	207	2	16	549	539
373	Lafayette	Florida	668	421	27	5	80	17	103	2	9	243	225
374	Lake	Florida	43977	34140	1577	125	3930	616	3342	30	217	19004	17031
375	Lee	Florida	82923	63871	3175	294	7714	1417	5988	43	425	35849	32647
